Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,,,Total Number of Votes,ABSENTEE VOTERS,B_N_ MABRA CENTER .1,B_N_ MABRA CENTER .2,B_N_ MABRA CENTER .3,BAMA .2,BEMISTON RECREATION CENTER,CITY HALL - BON AIR,CITY HALL - LINCOLN,CITY HALL - OAK GROVE,COUNTY LINE VOL FIRE DEPT_,EASTABOGA CLUB HOUSE,FIRE DEPTARTMENT FAYETTEVILLE,FIRE STATION - STEMLEY,GABLES CORNER - TALLADEGA,IRONATON - FIRE HALL,J_ CRAIG SMITH CMNTY CNTR .1,J_ CRAIG SMITH CMNTY CNTR .2,J_ CRAIG SMITH CMNTY CNTR .3,J_ CRAIG SMITH CMNTY CNTR .4,MUNFORD FIRE HALL,NATIONAL GUARD ARMORY .1,NATIONAL GUARD ARMORY .2,NATIONAL GUARD ARMORY .3,NUTRITION STORE - SYCAMORE,OLD SILVER RUN SCHOOL,R_S_ LIMBAUGH COMM CENTER .1,R_S_ LIMBAUGH COMM CENTER .2,RENFROE FIRE HALL,SPRING ST_ COMMUNITY CENTER .1,SPRING ST_ COMMUNITY CENTER .2,SPRING ST_ COMMUNITY CENTER .3,ST_ ANDREWS METHODIST CHURCH,SULLIVAN-CURRY COMMUNITY CNTR,TALLADEGA COUNTY CENTRAL H_S_,VOL FIRE DEPARTMENT - LAY LAKE,WALDO FIRE HALL,WINTERBORO VOLUNTEER FIRE DEPT
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,TALLADEGA,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,22337,485,867,712,4,261,291,234,1389,679,228,523,419,753,201,331,558,1320,1550,1179,1209,418,523,4,330,1195,1019,882,549,988,960,4,364,387,167,278,241,835
61,TALLADEGA,GOVERNOR,DEM,"Siegelman, Don",12534,314,762,647,3,188,123,134,762,399,115,286,213,405,141,166,242,787,741,629,672,223,314,4,199,475,500,560,264,458,427,1,131,315,146,114,127,547
61,TALLADEGA,GOVERNOR,LIB,"Sophocleus, John P.",222,8,7,3,0,0,4,3,13,13,10,5,2,9,0,3,2,13,13,13,9,7,7,0,3,8,14,8,4,13,8,0,5,2,1,3,5,4
61,TALLADEGA,GOVERNOR,REP,"Riley, Bob",9457,160,92,58,1,71,162,97,610,264,99,228,200,333,60,158,309,514,785,532,518,188,197,0,123,706,504,308,280,513,521,3,227,69,20,160,108,279
61,TALLADEGA,GOVERNOR,WI,WRITE-IN,37,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,4,2,5,1,3,0,2,0,4,1,0,2,0,0,2,0,0,1,0,1,1,1
61,TALLADEGA,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",12551,316,760,647,3,182,132,135,736,399,105,283,213,398,137,154,239,790,778,630,656,234,326,3,198,515,526,545,256,471,426,2,138,307,143,115,115,538
61,TALLADEGA,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",306,9,9,4,0,0,5,6,25,18,5,9,8,8,2,2,2,19,21,9,17,5,7,0,5,21,8,14,8,15,15,0,7,6,2,4,3,8
61,TALLADEGA,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",9173,153,86,50,1,73,147,88,610,254,111,223,190,338,59,172,310,499,732,522,516,175,183,0,124,641,472,316,279,487,504,2,215,68,20,156,121,276
61,TALLADEGA,LIEUTENANT GOVERNOR,WI,WRITE-IN,46,1,2,1,0,0,1,0,1,1,1,1,2,2,1,0,0,4,3,8,1,0,2,0,1,5,2,1,0,1,2,0,0,0,0,0,1,1
61,TALLADEGA,UNITED STATES SENATOR,DEM,"Parker, Susan",9915,277,701,616,3,164,93,93,593,324,78,228,170,311,116,104,173,630,531,483,514,174,236,2,150,352,403,451,189,325,292,1,89,296,141,75,96,441
61,TALLADEGA,UNITED STATES SENATOR,LIB,"Allen, Jeff",302,6,11,3,0,3,5,3,25,8,2,12,5,8,2,4,4,25,20,8,17,9,8,0,2,16,11,13,10,18,20,0,7,3,2,3,1,8
61,TALLADEGA,UNITED STATES SENATOR,REP,"Sessions, Jeff",11859,195,146,81,1,89,187,135,757,339,142,275,242,427,80,220,376,658,984,671,665,231,269,0,173,814,594,408,345,632,631,3,266,84,24,197,142,376
61,TALLADEGA,UNITED STATES SENATOR,WI,WRITE-IN,35,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,2,3,3,2,0,1,4,0,1,1,2,0,1,0,4,0,0,1,0,1,0,2
61,TALLADEGA,ATTORNEY GENERAL,DEM,"Whigham, Boyd",9379,259,688,609,3,152,68,91,577,311,80,207,157,301,108,98,159,612,504,449,473,161,223,1,147,332,367,436,186,275,247,0,90,284,133,79,83,429
