Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
,,,,,Total Number of Votes,ABSENTEE VOTERS,ANDALUSIA KIWANIS FAIR BLDG_.1,ANDALUSIA KIWANIS FAIR BLDG_.2,ANDALUSIA KIWANIS FAIR BLDG_.3,ANDALUSIA KIWANIS FAIR BLDG_.4,BABBIE CITY HALL,BECK VOTING HOUSE - SHADY BEND,BEULAH VOTING HOUSE,BLUE SPRINGS VOTING HOUSE,BOLES MILL MCRAY VOTING HOUSE,BROOK VOTING HOUSE - CHURCH,CAROLINA CITY HALL,CARTER SCHOOL VOTING HOUSE,CATOES MASONIC LODGE 609,CEDAR GROVE VOTING HOUSE,FAIRFIELD VOTING HOUSE,FLORALA-OLD NATIONAL GUARD,FRIENDSHIP VOTING HOUSE,GANTT CITY HALL,GOOLSBY VOTING HOUSE-DAMASCUS,HARMONY MASONIC LODGE,HEATH CITY HALL,LIBERTYVILLE CITY HALL,LOANGO FIRE DEPARTMENT,LOCKHART CITY HALL,MARVIN ODEMS VOTING HOUSE,MCADAMS STORE VOTING HOUSE,OAKY RIDGE VOTING HOUSE,OPP CHAMBER OF COMMERCE .1,OPP CHAMBER OF COMMERCE .2,OPP CHAMBER OF COMMERCE .3,PIDGEON CREEK-BUCK CREEK FIRE,RED LEVEL CITY HALL,RIVER FALLS CITY HALL,RODGERS VOTING HOUSE,ROSE HILL COMMUNITY,SANFORD CITY HALL,STANLEY VOTING HOUSE,STRAUGHN - AG BUILDING,VALLEY GROVE VOTING HOUSE,WIGGINS 5 POINTS VOTING HOUSE,WING FIRE DEPARTMENT - BEDA
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,COVINGTON,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,11578,307,951,766,708,735,193,67,133,230,103,68,355,59,91,128,109,629,102,460,65,117,292,163,135,240,51,89,112,662,961,455,195,355,287,27,125,210,137,305,147,65,189
20,COVINGTON,GOVERNOR,DEM,"Siegelman, Don",4931,112,479,337,274,289,66,27,53,102,59,24,126,42,22,45,37,363,33,207,23,44,89,59,72,159,24,40,36,259,349,250,89,143,148,7,57,79,39,91,72,38,67
20,COVINGTON,GOVERNOR,LIB,"Sophocleus, John P.",144,4,7,5,6,10,9,1,1,2,1,0,4,0,1,2,2,9,0,7,1,6,4,1,5,8,3,2,0,5,5,3,2,2,4,2,1,4,3,11,1,0,0
20,COVINGTON,GOVERNOR,REP,"Riley, Bob",6362,192,459,413,421,433,114,37,77,117,42,43,220,14,67,77,70,245,69,237,41,67,197,102,58,68,23,46,74,392,596,199,99,206,130,17,66,124,94,200,69,27,120
20,COVINGTON,GOVERNOR,WI,WRITE-IN,22,0,1,2,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,3,0,0,2,0,0,0,0,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0
20,COVINGTON,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",6298,160,577,433,376,380,80,33,72,127,56,28,178,47,36,72,56,401,41,276,28,61,135,69,90,168,30,45,48,339,478,292,120,199,179,12,71,85,60,153,80,45,82
20,COVINGTON,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",134,2,11,7,6,13,3,0,2,0,2,0,5,1,0,1,0,7,1,9,0,1,2,3,4,2,5,1,2,9,8,3,1,5,2,1,0,0,1,8,2,1,3
20,COVINGTON,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",4856,135,346,313,315,336,104,30,57,88,41,38,154,5,53,49,50,196,58,167,35,54,147,87,37,59,14,39,58,298,449,155,69,143,101,14,54,121,73,138,63,18,95
20,COVINGTON,LIEUTENANT GOVERNOR,WI,WRITE-IN,20,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,2,1,1,1,0,0,0,0,0,2,0,0,0
20,COVINGTON,UNITED STATES SENATOR,DEM,"Parker, Susan",3149,84,340,223,190,208,36,17,23,48,30,14,67,24,5,34,27,238,26,153,11,32,38,31,47,91,25,19,22,143,201,179,75,74,115,4,37,42,25,58,44,18,31
20,COVINGTON,UNITED STATES SENATOR,LIB,"Allen, Jeff",180,4,9,14,10,8,5,1,1,3,2,1,7,1,2,0,2,7,1,10,1,3,3,2,5,6,1,7,3,11,7,6,3,6,7,1,0,2,1,3,1,1,12
20,COVINGTON,UNITED STATES SENATOR,REP,"Sessions, Jeff",8011,214,583,515,501,518,149,48,108,173,67,53,268,32,83,92,75,357,74,285,51,82,245,128,77,130,24,60,84,498,733,265,114,270,160,21,88,164,104,239,100,45,134
20,COVINGTON,UNITED STATES SENATOR,WI,WRITE-IN,15,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0
20,COVINGTON,ATTORNEY GENERAL,DEM,"Whigham, Boyd",3470,101,356,253,218,219,46,15,33,59,34,15,82,29,6,39,33,269,21,161,15,35,44,39,40,126,21,30,19,153,219,185,63,90,115,7,44,52,20,62,45,21,36
20,COVINGTON,ATTORNEY GENERAL,LIB,"Myers, Wilson",188,5,7,9,8,9,4,1,1,1,3,0,5,4,3,5,4,11,4,12,0,6,6,4,6,6,3,2,3,8,7,7,1,10,8,0,0,2,2,3,2,4,2
20,COVINGTON,ATTORNEY GENERAL,REP,"Pryor, Bill",7325,186,552,478,454,494,135,44,95,144,54,50,241,22,75,73,62,303,74,265,42,73,225,111,81,79,24,51,84,473,687,253,117,240,152,18,77,148,95,232,92,38,132
20,COVINGTON,ATTORNEY GENERAL,WI,WRITE-IN,14,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,2
20,COVINGTON,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",4162,101,405,287,248,247,54,18,36,75,51,14,110,29,17,43,38,346,26,167,16,44,62,52,48,144,21,39,21,201,314,224,72,104,142,5,40,62,36,84,45,26,48
20,COVINGTON,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",168,5,11,8,7,13,5,1,2,3,2,0,1,3,2,3,2,11,0,15,0,2,6,2,3,5,0,2,4,12,2,6,1,7,2,0,4,3,2,2,6,0,3
20,COVINGTON,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",6477,177,487,438,410,448,121,41,84,118,37,50,212,16,68,75,59,231,67,254,42,66,202,99,71,69,27,41,77,411,574,205,104,223,127,19,76,136,79,207,86,35,108
20,COVINGTON,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,7,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20,COVINGTON,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3621,99,342,239,201,227,46,15,35,67,41,17,93,26,10,36,36,285,26,172,15,35,55,33,45,134,28,28,24,169,225,202,72,104,136,5,41,49,31,71,50,22,34
20,COVINGTON,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",6432,175,498,439,419,432,129,36,76,118,47,43,205,14,68,69,59,281,66,228,42,72,188,110,63,77,18,51,68,408,598,200,91,203,122,16,66,136,76,201,73,36,115
20,COVINGTON,COURT OF CIVIL APPEALS,WI,WRITE-IN,26,1,5,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,1,1,0,2,0,0,1,0,1,0,0,0,0
20,COVINGTON,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3196,87,334,215,179,198,40,15,34,58,40,16,79,28,10,32,28,263,22,144,13,42,39,33,36,118,27,20,16,139,202,189,66,73,120,3,31,45,18,55,38,21,30
20,COVINGTON,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",521,9,30,31,20,23,8,2,10,7,7,2,17,6,3,13,7,38,2,27,4,7,14,12,14,17,4,5,3,34,32,16,10,18,11,1,4,17,6,12,12,4,2
20,COVINGTON,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",6330,177,488,436,428,438,124,34,66,118,39,44,202,12,68,63,59,256,66,229,34,60,194,102,56,71,16,51,74,400,587,198,82,221,127,14,73,120,83,198,79,29,114
