Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
,,,,,Total Number of Votes,ABSENTEE VOTERS,BERRY ARMORY,BOLEY BOLEY SPRINGS CHURCH,BROWNS GLEN ALLEN COMM_ CNT_,BROWNS WHITES CHAPEL VT_ CNT_,BYLOR VOTING CENTER BANKSTON,CLEAR CREEK VT_ CNT_ PHILA_ CH,COLES NEW RIVER CH_ OF CHRIST,COLES VOTING CNT KILLINGSWORTH,COLLIN VT_ CNT_ MT_ VERNON,DS VOTING CENTER DS MT.,FAYETTE CIVIC CENTER,FAYETTE COVIN VOTING CENTER,FAYETTE YOUTH CENTER,GEORGES CREEK VT_ CNT_ PEA RDG,GILPIN LAWRENCE MILL COMM_ CNT,HICO VT_ CNT_ N OF NEWTONVILLE,LEE BELK COMM CTR,LEE OAKRIDGE VOTING CENTER,PLEASANT GROVE VOTING CENTER,RIDGE CONCORD CH_ VT_ CNT_,RUSSELL VOTING CENTER BOBO SCH,STONEWALL CANNAN COMM_ CNT_,STOUGH VOTING CENTER,STUDDARDS CROSSROADS,SUGAR CREEK EXP STA NEAR WNFLD,THOMPSON KIRKLAND SCHOOL BLDG_,WEBSTER VT_ CNT_ WAYSIDE SCH_
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029,FAYETTE,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,7526,180,601,192,206,241,334,145,125,139,249,128,1339,198,897,151,368,162,184,81,114,121,441,184,308,58,72,163,145
029,FAYETTE,GOVERNOR,DEM,"Siegelman, Don",3858,84,313,108,141,136,167,72,66,63,83,69,658,117,514,74,150,100,95,29,57,63,224,132,161,28,27,68,59
029,FAYETTE,GOVERNOR,LIB,"Sophocleus, John P.",132,1,12,3,3,4,9,5,1,0,3,0,12,2,32,4,5,0,3,3,2,6,5,2,3,1,1,8,2
029,FAYETTE,GOVERNOR,REP,"Riley, Bob",3368,86,261,78,58,99,144,66,52,74,158,58,647,73,330,69,206,56,85,43,55,50,202,48,138,28,44,81,79
029,FAYETTE,GOVERNOR,WI,WRITE-IN,22,0,3,0,0,1,1,0,0,0,1,1,6,1,3,0,2,1,0,0,0,0,1,0,1,0,0,0,0
029,FAYETTE,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",4206,105,325,103,135,134,186,79,60,69,112,76,738,137,573,77,174,119,107,40,53,66,224,134,180,26,31,79,64
029,FAYETTE,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",124,0,12,5,2,5,9,3,5,2,6,2,15,2,17,2,2,2,5,1,3,1,10,2,7,0,0,4,0
029,FAYETTE,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",2887,62,236,78,58,89,129,57,53,63,123,41,553,54,275,64,174,38,64,32,47,46,192,40,107,26,39,74,73
029,FAYETTE,LIEUTENANT GOVERNOR,WI,WRITE-IN,25,0,3,1,0,0,0,0,0,0,0,2,6,0,4,0,2,0,0,0,1,0,0,1,1,1,1,0,2
029,FAYETTE,UNITED STATES SENATOR,DEM,"Parker, Susan",3104,67,246,78,108,105,143,57,59,62,67,48,508,106,438,59,116,87,65,23,41,50,170,120,132,18,21,56,54
029,FAYETTE,UNITED STATES SENATOR,LIB,"Allen, Jeff",144,5,18,3,1,6,8,6,3,0,2,1,16,5,24,3,3,2,6,0,2,5,10,2,6,1,0,3,3
029,FAYETTE,UNITED STATES SENATOR,REP,"Sessions, Jeff",3998,97,313,101,85,115,174,80,57,70,169,75,791,81,397,84,239,69,103,52,63,60,243,54,161,33,50,99,83
029,FAYETTE,UNITED STATES SENATOR,WI,WRITE-IN,17,0,3,0,0,1,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0
029,FAYETTE,ATTORNEY GENERAL,DEM,"Whigham, Boyd",2819,60,236,79,99,102,125,49,57,48,64,43,436,93,410,61,93,81,53,19,32,47,162,120,118,15,22,48,47
029,FAYETTE,ATTORNEY GENERAL,LIB,"Myers, Wilson",186,2,18,4,3,3,10,4,4,2,2,3,30,7,26,2,5,4,7,3,2,7,13,3,10,1,2,3,6
029,FAYETTE,ATTORNEY GENERAL,REP,"Pryor, Bill",3938,96,304,92,81,107,169,75,55,72,156,71,809,90,413,73,239,70,100,49,60,56,237,50,151,34,44,103,82
029,FAYETTE,ATTORNEY GENERAL,WI,WRITE-IN,14,0,1,0,0,0,2,0,0,0,1,0,2,0,3,0,0,0,1,0,1,0,0,1,1,0,0,1,0
029,FAYETTE,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",3628,82,317,95,115,101,159,67,66,62,86,56,622,124,497,66,135,98,77,33,47,67,201,124,142,17,26,77,69
029,FAYETTE,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",180,1,22,4,3,7,14,7,2,6,4,4,21,6,24,3,5,5,4,2,0,3,12,2,10,2,2,4,1
029,FAYETTE,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",3114,74,223,75,62,104,133,57,46,54,123,55,630,57,326,69,194,50,80,35,53,37,193,46,126,32,41,73,66
029,FAYETTE,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,6,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
029,FAYETTE,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",2910,69,232,68,93,94,131,52,54,56,59,37,464,106,434,58,106,90,57,23,35,49,174,112,120,14,23,51,49
029,FAYETTE,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",3583,78,294,85,80,107,154,63,51,57,140,70,717,75,374,72,206,57,93,40,54,53,221,54,138,33,43,93,81
029,FAYETTE,COURT OF CIVIL APPEALS,WI,WRITE-IN,20,0,3,0,0,1,0,0,0,0,0,0,5,0,5,0,1,1,1,0,1,0,0,0,1,1,0,0,0
029,FAYETTE,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",2742,71,202,67,91,80,117,50,46,50,50,38,443,104,406,61,84,92,51,24,39,50,158,118,112,17,24,46,51
029,FAYETTE,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",506,5,54,15,9,15,36,14,6,4,10,10,75,16,67,15,16,16,16,2,8,9,33,9,17,6,4,13,6
029,FAYETTE,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",3112,66,259,67,68,98,128,50,53,53,137,55,638,64,319,54,208,36,73,34,42,41,199,36,122,23,38,77,74
029,FAYETTE,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,8,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
029,FAYETTE,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",3476,80,280,88,118,98,148,63,56,53,75,53,589,118,498,80,145,100,72,24,49,59,197,130,135,24,24,67,53
029,FAYETTE,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",2805,60,221,59,49,92,128,44,45,53,114,46,575,64,292,47,157,37,69,36,39,39,188,36,113,24,40,65,73
029,FAYETTE,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,11,0,2,0,0,1,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
029,FAYETTE,SECRETARY OF STATE,DEM,"Worley, Nancy L.",3915,83,303,89,135,120,168,76,63,66,91,60,666,137,545,76,165,109,97,39,51,60,210,135,166,21,32,91,61
029,FAYETTE,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",145,3,17,8,0,5,7,4,1,4,1,3,15,5,24,2,8,3,4,1,2,2,11,1,6,1,0,6,1
029,FAYETTE,SECRETARY OF STATE,REP,"Thomas, Dave",2592,62,207,66,44,80,119,46,42,49,113,44,544,46,251,55,147,35,51,26,40,40,173,32,97,25,34,52,72
029,FAYETTE,SECRETARY OF STATE,WI,WRITE-IN,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0
029,FAYETTE,STATE TREASURER,DEM,"Black, Stephen Foster",3749,82,307,100,124,106,169,80,68,70,83,59,630,123,503,86,153,102,80,24,48,60,202,134,163,22,26,81,64
029,FAYETTE,STATE TREASURER,LIB,"Garland,Gabe",230,3,17,9,0,6,13,7,4,3,2,4,37,6,39,3,13,5,4,6,3,4,16,3,10,3,2,5,3
029,FAYETTE,STATE TREASURER,REP,"Ivey, Kay",2804,68,224,52,56,101,121,38,34,51,127,45,574,61,292,46,161,45,72,37,44,42,188,33,95,25,38,63,71
029,FAYETTE,STATE TREASURER,WI,WRITE-IN,8,0,1,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
029,FAYETTE,STATE AUDITOR,DEM,"Gibson, Carolyn",3745,82,309,96,121,104,179,72,61,67,80,63,635,132,527,76,150,109,83,35,49,61,195,131,156,20,26,69,57
029,FAYETTE,STATE AUDITOR,LIB,"Reeves, Franklin",284,4,22,13,8,8,9,9,5,3,8,3,40,9,37,9,11,8,7,2,4,6,23,4,10,5,3,8,6
029,FAYETTE,STATE AUDITOR,REP,"Chapman, Beth",2541,63,199,46,46,90,107,38,36,44,114,39,529,46,257,51,152,29,61,30,37,34,174,32,97,22,36,60,72
029,FAYETTE,STATE AUDITOR,WI,WRITE-IN,8,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
