Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
55,PIKE,LIEUTENANT GOVERNOR,WI,WRITE-IN,15,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,1,0,0,1,1,0,0,0,1,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,UNITED STATES SENATOR,DEM,"Parker, Susan",3090,159,75,156,29,34,28,168,423,64,41,35,28,23,46,143,9,51,152,315,113,12,39,64,39,52,17,268,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,UNITED STATES SENATOR,LIB,"Allen, Jeff",102,1,4,10,2,1,1,8,6,1,2,3,1,3,0,5,0,2,6,8,1,3,5,3,2,3,0,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,UNITED STATES SENATOR,REP,"Sessions, Jeff",5093,123,185,304,54,61,90,633,91,209,109,110,103,83,29,134,44,36,575,220,171,17,137,35,136,162,43,1038,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,UNITED STATES SENATOR,WI,WRITE-IN,10,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,ATTORNEY GENERAL,DEM,"Whigham, Boyd",3449,165,84,187,30,48,58,188,448,65,51,53,42,29,50,160,12,52,185,333,119,15,34,67,40,92,26,299,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,ATTORNEY GENERAL,LIB,"Myers, Wilson",93,1,5,8,3,0,1,4,4,6,2,2,2,1,1,3,0,3,6,6,2,0,4,4,2,4,0,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,ATTORNEY GENERAL,REP,"Pryor, Bill",4667,112,174,276,51,46,58,613,68,200,100,93,84,73,24,119,38,33,532,197,166,13,141,32,133,121,35,985,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,ATTORNEY GENERAL,WI,WRITE-IN,9,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",3637,162,91,186,32,40,27,222,444,81,49,50,33,27,55,168,15,55,204,344,133,18,47,68,53,80,19,401,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",113,3,6,11,4,1,1,7,6,4,1,1,5,3,0,8,0,2,7,8,3,0,6,2,2,3,0,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",4309,108,164,261,43,54,71,551,63,179,100,96,87,73,19,104,36,31,500,179,145,9,122,29,122,126,40,865,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3183,155,84,153,27,41,21,173,440,64,40,39,34,16,43,159,9,50,158,326,119,16,45,64,40,72,20,271,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",4632,116,170,288,51,50,79,587,71,190,107,97,81,84,30,115,37,35,528,199,159,11,122,37,125,125,35,950,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,COURT OF CIVIL APPEALS,WI,WRITE-IN,24,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,1,0,9,1,0,0,0,0,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3171,158,89,148,28,39,18,182,435,69,38,41,28,19,43,162,11,49,160,328,119,17,36,66,43,70,17,257,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",389,4,17,33,4,4,12,28,13,16,13,11,12,6,4,14,1,7,30,18,13,0,13,7,8,18,2,57,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",4106,107,139,247,43,47,65,532,66,167,92,84,69,70,27,93,34,25,490,176,141,10,118,25,107,105,35,865,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,17,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",3637,158,103,184,34,45,25,239,444,94,47,51,38,29,50,175,12,53,203,347,134,16,51,67,55,84,19,354,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",3923,108,140,238,39,40,70,497,67,149,88,79,67,61,22,97,33,28,469,172,132,10,111,31,98,108,33,812,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,14,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,1,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
55,PIKE,SECRETARY OF STATE,DEM,"Worley, Nancy L.",3859,170,119,199,36,49,36,264,450,87,55,62,44,28,51,172,15,53,234,359,145,16,54,72,57,91,27,383,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
55,PIKE,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",125,2,6,12,2,0,1,7,4,7,3,4,3,2,1,6,0,6,4,4,3,0,4,3,4,7,0,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
55,PIKE,SECRETARY OF STATE,REP,"Thomas, Dave",3867,101,125,230,39,43,69,492,62,163,86,75,67,65,21,100,31,27,450,162,128,11,111,23,102,105,30,829,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
55,PIKE,SECRETARY OF STATE,WI,WRITE-IN,9,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATE TREASURER,DEM,"Black, Stephen Foster",3305,156,79,161,28,40,27,170,447,73,41,56,32,25,48,161,14,55,173,333,125,16,43,68,48,69,16,291,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATE TREASURER,LIB,"Garland,Gabe",138,3,4,12,2,1,2,7,1,5,3,1,7,3,1,7,1,5,12,6,5,0,6,6,3,7,0,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATE TREASURER,REP,"Ivey, Kay",4538,115,175,276,48,53,81,603,70,179,104,88,85,71,25,112,34,25,516,190,150,10,122,25,123,129,44,943,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATE TREASURER,WI,WRITE-IN,13,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATE AUDITOR,DEM,"Gibson, Carolyn",4340,172,130,227,42,49,36,336,464,105,59,70,46,38,50,187,17,54,296,376,155,18,56,76,71,97,26,548,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATE AUDITOR,LIB,"Reeves, Franklin",179,1,8,13,3,4,4,4,3,5,12,4,8,3,2,8,0,6,18,9,7,0,9,3,4,8,2,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATE AUDITOR,REP,"Chapman, Beth",3466,101,116,212,33,39,68,443,50,151,77,71,65,56,21,85,31,26,395,146,118,9,106,19,94,95,31,690,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATE AUDITOR,WI,WRITE-IN,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",3995,163,114,196,36,45,53,253,461,127,63,75,60,37,55,182,16,59,223,352,157,20,64,72,65,92,27,397,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",147,3,11,10,2,0,0,14,3,4,1,3,4,3,4,7,0,3,10,11,2,0,6,6,3,7,0,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",3727,105,131,241,40,49,57,500,53,126,82,65,56,58,14,89,33,22,453,160,114,7,101,19,99,98,31,806,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",4608,175,154,263,41,58,58,322,473,130,75,94,76,35,61,203,23,59,303,382,168,18,64,83,87,114,39,484,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",158,1,6,12,4,0,3,7,3,2,2,3,4,3,2,8,1,8,16,9,3,0,5,3,3,7,1,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",3231,100,100,184,32,35,50,448,46,134,72,46,44,59,11,66,27,20,379,135,109,9,109,16,81,83,20,723,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",2971,156,66,139,24,34,17,158,432,62,37,33,23,15,42,147,8,48,139,308,113,16,43,63,40,56,16,237,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",145,5,2,9,3,0,3,13,5,2,0,4,3,2,0,7,0,7,16,11,0,0,8,3,4,3,1,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",4942,116,190,310,52,61,95,613,80,201,116,108,98,84,33,129,43,33,551,208,169,11,126,36,132,152,41,1006,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,17,0,1,2,0,0,0,1,3,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"US HOUSE, CONGRESSIONAL DISTRICT 2",DEM,"Woods, Charles",2793,152,57,135,24,34,21,117,434,54,32,33,24,17,44,143,8,49,123,309,112,14,28,63,37,48,14,181,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"US HOUSE, CONGRESSIONAL DISTRICT 2",LIB,"Shackelford, Floyd",130,2,6,16,5,0,3,5,5,3,1,2,1,2,1,7,0,2,12,5,2,0,3,3,1,6,0,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"US HOUSE, CONGRESSIONAL DISTRICT 2",REP,"Everett, Terry",5279,127,200,317,54,60,94,681,87,213,119,109,104,89,30,133,44,38,590,222,173,12,147,36,139,162,47,1078,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"US HOUSE, CONGRESSIONAL DISTRICT 2",WI,WRITE-IN,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"STATE SENATE, DISTRICT 30",DEM,"Mitchell, ""Walking"" Wendell",6006,225,187,317,48,66,73,539,493,186,108,108,92,63,66,233,33,69,467,455,211,20,104,87,115,136,46,851,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"STATE SENATE, DISTRICT 30",WI,WRITE-IN,64,1,1,5,2,2,0,4,1,1,0,0,2,1,0,2,1,0,4,4,4,1,2,3,1,3,0,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 89",DEM,"Boothe, Alan",6085,225,184,312,50,74,71,555,486,181,107,102,87,65,68,240,35,74,484,461,217,23,104,87,121,143,45,878,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 89",WI,WRITE-IN,58,2,2,4,1,0,0,3,0,1,0,1,1,1,0,4,1,0,8,3,2,0,3,3,1,0,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATEWIDE AMENDMENT #1,,YES,5269,127,164,269,53,56,75,546,358,161,89,101,56,66,55,176,28,50,489,376,161,26,114,66,104,129,31,890,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATEWIDE AMENDMENT #1,,NO,1300,19,45,70,11,20,20,137,31,57,37,22,33,21,11,49,12,14,143,72,44,3,48,14,30,31,11,238,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATEWIDE AMENDMENT #2,,YES,3289,71,100,140,32,28,44,288,315,87,66,41,47,39,40,113,10,37,304,293,104,20,64,44,63,55,17,455,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATEWIDE AMENDMENT #2,,NO,2860,64,103,176,30,47,35,352,63,113,53,59,36,41,19,96,28,14,304,139,84,5,90,33,63,93,23,579,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATEWIDE AMENDMENT #3,,YES,5055,106,168,255,42,51,83,524,332,180,87,113,69,62,53,187,20,39,455,340,156,23,116,63,109,135,42,824,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PIKE,STATEWIDE AMENDMENT #3,,NO,1298,33,45,73,18,22,11,122,48,36,32,16,28,22,10,37,16,26,147,92,41,6,45,15,22,29,2,222,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
