Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
,,,,,Total Number of Votes,ABSENTEE VOTERS,A/C HOUSING AUTHORITY,ALEX CITY FIRE STATION LK HILL,ALEX CITY NTL GUARD ARMORY .1,ALEX CITY NTL GUARD ARMORY .2,CAMP HILL CITY HALL .1,CAMP HILL CITY HALL .2,CHURCHHILL VOTING HOUSE,COWPENS VOTING HOUSE,DADEVILLE NATIONAL GUARD .1,DADEVILLE NATIONAL GUARD .2,DAVISTON COMMUNITY CENTER,DUDLEYVILLE VOTING HOUSE,EAGLE CREEK VOTING HOUSE,HACKNEYVILLE VFD,HILLABEE ROAD VOTING HOUSE,JACKSONS GAP VFD,LAUREL COOPER CENTER .1,LAUREL COOPER CENTER .2,MANOY VOTING HOUSE,MARYS CROSS ROADS VOTING HOUSE,NEW SITE TOWN HALL,OURTOWN FIRE STATION,PACES PT FIRE STATION,REELTOWN FIRE DEPARTMENT,TALLASSEE COMMUNITY LIBRARY,TAPLEYS APPLIANCE CENTER,UNION COMMUNITY BUILDING,WALL STREET COMMUNITY CENTER,WALNUT HILL WATER AUTHORITY
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,TALLAPOOSA,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,14825,440,494,736,809,827,385,200,69,338,1111,20,220,154,147,492,342,904,1097,188,752,219,519,582,783,672,516,745,406,444,214
62,TALLAPOOSA,GOVERNOR,DEM,"Siegelman, Don",6558,165,270,261,311,264,339,170,41,139,664,14,66,82,55,159,148,357,830,52,234,138,231,176,235,228,176,221,117,307,108
62,TALLAPOOSA,GOVERNOR,LIB,"Sophocleus, John P.",213,4,3,11,10,15,2,0,3,6,16,0,5,2,1,14,3,11,7,5,12,8,1,10,13,19,6,12,7,4,3
62,TALLAPOOSA,GOVERNOR,REP,"Riley, Bob",7929,263,217,458,476,540,42,28,25,190,424,6,145,70,89,316,189,523,252,131,500,72,283,391,530,418,333,507,280,130,101
62,TALLAPOOSA,GOVERNOR,WI,WRITE-IN,35,1,0,3,1,2,0,0,0,0,3,0,0,0,1,1,0,4,1,0,3,0,1,2,3,3,1,2,1,1,1
62,TALLAPOOSA,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",8016,212,313,342,388,386,346,177,41,166,756,15,95,92,73,219,191,453,868,80,305,144,274,230,321,332,266,313,160,334,124
62,TALLAPOOSA,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",199,4,4,12,12,15,2,0,2,11,7,0,6,6,3,6,3,14,6,1,12,6,9,11,9,10,8,3,8,5,4
62,TALLAPOOSA,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",6309,210,163,374,398,408,32,21,26,148,332,5,102,54,68,255,145,405,207,103,424,66,204,333,447,319,236,410,235,98,81
62,TALLAPOOSA,LIEUTENANT GOVERNOR,WI,WRITE-IN,30,1,4,2,0,3,0,0,0,0,2,0,0,0,1,0,0,4,0,0,4,1,1,0,2,0,0,4,0,1,0
62,TALLAPOOSA,UNITED STATES SENATOR,DEM,"Parker, Susan",5288,144,224,183,226,214,327,166,27,96,576,10,46,65,42,95,130,270,778,40,181,126,141,120,204,161,121,146,72,264,93
62,TALLAPOOSA,UNITED STATES SENATOR,LIB,"Allen, Jeff",206,7,5,9,10,12,5,0,2,12,13,0,3,1,3,5,5,22,12,1,8,6,11,11,9,8,9,8,6,2,1
62,TALLAPOOSA,UNITED STATES SENATOR,REP,"Sessions, Jeff",9048,282,248,536,566,587,49,31,40,212,511,10,154,86,101,379,205,581,289,145,554,84,335,438,564,493,380,578,323,171,116
62,TALLAPOOSA,UNITED STATES SENATOR,WI,WRITE-IN,26,1,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,3,0,1,2,2,2,0
62,TALLAPOOSA,ATTORNEY GENERAL,DEM,"Whigham, Boyd",4870,118,217,154,187,202,326,167,31,91,541,8,44,69,36,87,119,231,758,31,133,122,130,103,167,156,108,113,69,261,91
62,TALLAPOOSA,ATTORNEY GENERAL,LIB,"Myers, Wilson",294,5,11,25,11,13,4,3,4,7,21,1,5,2,2,4,8,35,20,3,17,5,14,13,14,11,12,15,4,2,3
62,TALLAPOOSA,ATTORNEY GENERAL,REP,"Pryor, Bill",9073,302,248,545,581,568,49,27,34,213,517,11,140,78,104,376,206,581,284,147,586,86,313,444,583,481,386,579,326,169,109
62,TALLAPOOSA,ATTORNEY GENERAL,WI,WRITE-IN,27,0,0,0,2,5,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,3,2,3,2,1,2,0,1,0
62,TALLAPOOSA,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",6130,168,253,229,265,270,334,168,34,121,605,10,64,83,49,130,150,329,812,56,222,136,177,163,231,219,152,200,102,295,103
62,TALLAPOOSA,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",273,6,9,22,17,18,4,3,5,4,20,0,4,2,5,11,2,22,15,3,20,5,10,6,15,13,9,13,4,4,2
62,TALLAPOOSA,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",7654,244,208,459,483,487,40,24,27,173,434,10,109,62,83,321,182,482,239,120,483,73,264,382,515,413,332,489,289,133,94
62,TALLAPOOSA,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,2,0,0,0
62,TALLAPOOSA,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",5486,148,242,205,221,214,334,165,34,100,577,11,50,71,43,107,139,269,771,41,170,130,157,126,205,190,147,151,88,284,96
62,TALLAPOOSA,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",7903,250,208,472,518,513,36,27,30,183,434,8,117,60,87,327,180,525,279,125,519,77,241,388,532,425,319,512,289,133,89
62,TALLAPOOSA,COURT OF CIVIL APPEALS,WI,WRITE-IN,32,0,1,0,0,1,0,0,0,1,4,0,1,1,1,2,2,5,1,0,1,0,1,2,2,2,1,1,0,1,1
62,TALLAPOOSA,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",5471,145,237,206,221,215,335,166,28,104,592,13,63,78,44,111,134,262,773,38,174,127,151,124,199,186,142,153,81,279,90
62,TALLAPOOSA,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",638,12,20,40,34,45,2,2,7,20,46,0,9,7,4,22,12,49,36,7,33,9,28,29,24,37,30,29,18,18,9
62,TALLAPOOSA,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",7185,235,190,426,472,461,29,26,29,156,374,6,92,50,83,295,173,481,244,122,479,69,211,353,513,386,285,467,274,119,85
62,TALLAPOOSA,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,18,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,0,1,1,0,2,2,2,0,0,1
62,TALLAPOOSA,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",6173,160,253,247,269,277,334,169,40,122,625,12,59,81,52,134,150,307,811,47,193,136,184,179,232,228,155,196,124,290,107
62,TALLAPOOSA,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",6922,231,190,411,443,437,29,24,24,151,367,7,97,51,77,289,166,465,227,117,482,70,200,327,485,380,294,437,244,125,75
62,TALLAPOOSA,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,36,0,0,4,3,3,0,0,0,1,3,0,0,1,0,0,2,4,0,0,1,0,2,2,3,1,1,4,0,0,1
62,TALLAPOOSA,SECRETARY OF STATE,DEM,"Worley, Nancy L.",6862,170,275,299,327,324,342,168,39,134,681,13,65,87,54,163,169,344,831,64,226,135,229,188,267,267,200,256,121,307,117
62,TALLAPOOSA,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",232,6,6,9,14,10,2,2,2,8,17,0,6,2,1,6,2,20,11,0,16,6,12,11,11,14,16,12,5,3,2
62,TALLAPOOSA,SECRETARY OF STATE,REP,"Thomas, Dave",6574,231,180,374,410,409,29,22,25,146,331,6,99,52,82,281,156,453,211,107,467,68,181,327,467,354,264,398,259,112,73
62,TALLAPOOSA,SECRETARY OF STATE,WI,WRITE-IN,19,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,2,0,1,0,3,1,1,0
62,TALLAPOOSA,STATE TREASURER,DEM,"Black, Stephen Foster",6109,164,257,243,271,285,336,167,32,126,633,12,58,79,45,158,147,301,818,51,197,137,192,160,220,191,133,216,112,278,90
62,TALLAPOOSA,STATE TREASURER,LIB,"Garland,Gabe",290,6,7,16,19,17,5,1,2,10,21,0,5,4,10,6,5,23,14,3,14,2,21,14,12,11,9,14,7,9,3
62,TALLAPOOSA,STATE TREASURER,REP,"Ivey, Kay",7441,250,198,436,467,460,33,26,31,158,394,7,116,58,80,293,178,498,223,121,500,73,224,361,522,433,341,449,273,135,103
62,TALLAPOOSA,STATE TREASURER,WI,WRITE-IN,21,0,1,0,2,1,0,0,0,0,0,0,2,0,0,1,0,5,0,0,1,1,0,1,0,1,2,2,0,1,0
62,TALLAPOOSA,STATE AUDITOR,DEM,"Gibson, Carolyn",5965,168,249,227,255,262,335,167,32,117,622,13,50,77,49,124,146,294,800,52,212,138,179,131,237,220,168,168,94,282,97
62,TALLAPOOSA,STATE AUDITOR,LIB,"Reeves, Franklin",393,9,9,18,21,22,3,2,3,10,27,2,7,7,3,7,7,41,17,1,20,8,19,24,16,19,21,18,17,13,2
62,TALLAPOOSA,STATE AUDITOR,REP,"Chapman, Beth",7207,232,199,433,459,451,28,24,29,161,378,4,117,56,82,307,172,470,235,118,464,64,227,370,486,387,286,477,275,125,91
62,TALLAPOOSA,STATE AUDITOR,WI,WRITE-IN,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,2,0,1,0,2,0,3,1,0,0,0
62,TALLAPOOSA,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",7141,179,285,313,331,358,341,173,39,146,675,13,71,95,56,191,179,370,835,79,241,148,249,176,261,286,204,268,148,318,113
62,TALLAPOOSA,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",297,6,8,19,20,13,3,1,3,7,18,0,8,4,3,8,1,34,18,3,14,3,13,15,17,12,13,14,11,3,5
62,TALLAPOOSA,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",6136,218,162,357,384,356,23,19,22,137,339,7,99,41,75,250,144,401,198,90,446,62,163,326,469,327,255,375,219,100,72
62,TALLAPOOSA,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,14,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0,3,1,0,0,0
62,TALLAPOOSA,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",7578,204,284,331,368,366,348,176,46,160,738,14,90,107,64,173,168,410,840,81,255,148,270,191,292,305,240,308,153,328,120
62,TALLAPOOSA,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",325,12,9,17,19,15,2,2,3,13,19,1,6,4,3,12,4,22,16,2,18,4,12,19,27,20,13,9,10,6,6
62,TALLAPOOSA,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",5947,200,165,346,371,367,23,15,19,123,299,5,86,34,69,269,153,395,205,95,439,59,149,323,437,314,236,365,226,93,67
62,TALLAPOOSA,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,16,0,0,1,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,1,1,0,1,0,0,0
62,TALLAPOOSA,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",5782,152,249,256,300,293,324,165,24,106,563,12,48,66,42,122,154,271,812,56,174,126,171,175,181,157,109,232,87,266,89
62,TALLAPOOSA,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",308,10,11,17,16,16,3,3,3,11,22,0,6,3,3,9,7,16,22,6,20,6,12,18,14,16,11,12,9,3,3
62,TALLAPOOSA,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",7930,257,207,433,455,465,43,25,39,183,481,8,128,76,93,330,173,544,232,120,520,79,257,353,563,472,380,457,293,160,104
62,TALLAPOOSA,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,12,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0
62,TALLAPOOSA,"US HOUSE, CONGRESSIONAL DISTRICT 3",DEM,"Turnham, Joe",6028,169,244,229,266,262,333,165,32,115,643,15,78,67,49,128,140,307,811,56,191,146,176,131,238,218,133,191,107,273,115
62,TALLAPOOSA,"US HOUSE, CONGRESSIONAL DISTRICT 3",LIB,"Crispin, George",210,7,6,11,11,14,3,1,2,6,11,0,2,0,2,10,3,16,9,3,14,2,14,15,12,6,12,5,7,5,1
62,TALLAPOOSA,"US HOUSE, CONGRESSIONAL DISTRICT 3",REP,Rogers. Mike,8246,254,229,490,515,533,43,32,35,197,438,5,121,82,94,343,195,550,261,126,529,70,290,421,529,438,360,532,289,155,90
62,TALLAPOOSA,"US HOUSE, CONGRESSIONAL DISTRICT 3",WI,WRITE-IN,18,1,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2,0,1,0,2,0,0,0,0,0,1,4,0,1,0
62,TALLAPOOSA,"STATE BOE, DISTRICT 2",DEM,"Williams, Charlotte Kirkland",6030,162,244,237,273,276,333,166,32,112,639,13,67,77,54,132,143,299,821,59,208,135,167,146,234,194,148,188,96,281,94
