Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,,,,,Total Number of Votes,ABSENTEE VOTERS,AKRON - CITY HALL,BUCKSNORT,CEDARVILLE,GALLION VOLUNTEER FIRE,GREENSBORO - ARMORY .1,GREENSBORO - ARMORY .2,HAVANA,SUNSHINE HIGH SCHOOL,MOUNDVILLE - CITY HALL,MT_ HERMAN,NEWBERN - OLD BANK BLDG,PHIPPS WORK CENTER,SAWYERVILLE-HEAD START SCHOOL,STEWART,VALLEY
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,
33,HALE,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,NR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,HALE,GOVERNOR,DEM,"Siegelman, Don",4407,323,229,72,173,130,1279,339,96,174,643,88,179,6,480,114,82
33,HALE,GOVERNOR,LIB,"Sophocleus, John P.",32,0,0,0,0,2,7,2,2,0,12,3,2,0,1,0,1
33,HALE,GOVERNOR,REP,"Riley, Bob",1945,63,109,66,49,81,447,209,43,29,374,96,112,21,53,94,99
33,HALE,GOVERNOR,WI,WRITE-IN,7,0,0,0,0,0,2,0,0,0,2,1,0,0,0,2,0
33,HALE,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",4548,328,235,77,184,137,1326,362,96,175,648,109,191,6,465,116,93
33,HALE,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",65,0,4,0,0,0,21,2,1,0,19,1,4,1,9,2,1
33,HALE,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",1654,56,93,55,35,77,357,178,41,24,351,76,84,17,45,86,79
33,HALE,LIEUTENANT GOVERNOR,WI,WRITE-IN,11,0,0,1,1,0,3,1,1,0,1,0,0,0,2,0,1
33,HALE,UNITED STATES SENATOR,DEM,"Parker, Susan",3909,322,210,59,165,117,1186,307,74,164,464,100,155,4,444,75,63
33,HALE,UNITED STATES SENATOR,LIB,"Allen, Jeff",94,0,9,3,2,3,21,6,2,3,31,0,3,2,3,2,4
33,HALE,UNITED STATES SENATOR,REP,"Sessions, Jeff",2276,63,115,73,54,95,499,229,65,32,517,85,120,19,79,126,105
33,HALE,UNITED STATES SENATOR,WI,WRITE-IN,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
33,HALE,ATTORNEY GENERAL,DEM,"Whigham, Boyd",3644,310,191,57,160,111,1121,293,69,163,414,77,141,3,421,66,47
33,HALE,ATTORNEY GENERAL,LIB,"Myers, Wilson",77,1,11,1,0,2,17,0,1,3,18,0,6,1,8,5,3
33,HALE,ATTORNEY GENERAL,REP,"Pryor, Bill",2409,70,119,71,57,100,548,237,65,33,552,102,119,16,80,127,113
33,HALE,ATTORNEY GENERAL,WI,WRITE-IN,5,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0
33,HALE,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",4142,324,210,63,169,128,1247,330,86,172,557,94,156,5,439,97,65
33,HALE,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",66,1,12,2,1,4,13,1,0,1,15,0,7,0,3,3,3
33,HALE,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",1867,56,100,54,48,75,418,196,51,24,397,83,102,15,67,94,87
33,HALE,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
33,HALE,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3688,312,199,57,153,109,1137,279,72,163,439,71,151,1,426,70,49
33,HALE,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",2199,69,112,61,61,93,498,229,59,33,481,96,113,17,72,117,88
33,HALE,COURT OF CIVIL APPEALS,WI,WRITE-IN,9,0,1,0,0,0,3,0,0,0,2,1,0,0,1,0,1
33,HALE,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3630,311,193,51,152,107,1124,272,72,162,435,72,146,1,418,71,43
33,HALE,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",257,4,20,3,4,8,65,17,12,4,64,10,14,1,12,14,5
33,HALE,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",1898,59,93,59,49,86,441,208,43,25,407,71,92,17,60,99,89
33,HALE,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,8,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,1
33,HALE,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",3974,319,207,62,161,118,1189,300,85,164,532,86,158,3,435,85,70
33,HALE,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",1708,51,94,50,42,81,407,188,38,30,349,61,88,14,53,94,68
33,HALE,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,16,0,0,1,0,0,6,1,0,1,4,1,0,0,1,0,1
33,HALE,SECRETARY OF STATE,DEM,"Worley, Nancy L.",4175,328,222,65,167,118,1239,322,85,167,588,89,162,6,448,97,74
33,HALE,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",54,0,8,0,2,1,14,1,1,2,13,0,4,0,2,5,1
33,HALE,SECRETARY OF STATE,REP,"Thomas, Dave",1693,48,83,49,43,85,394,187,45,26,337,77,95,13,51,86,74
33,HALE,SECRETARY OF STATE,WI,WRITE-IN,8,2,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0
33,HALE,STATE TREASURER,DEM,"Black, Stephen Foster",4035,316,210,70,164,121,1197,308,90,170,530,96,154,5,444,98,62
33,HALE,STATE TREASURER,LIB,"Garland,Gabe",80,2,7,1,3,0,20,5,4,0,24,1,5,0,3,1,4
33,HALE,STATE TREASURER,REP,"Ivey, Kay",1920,64,101,51,49,90,451,209,38,27,392,80,108,16,64,93,87
33,HALE,STATE TREASURER,WI,WRITE-IN,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
33,HALE,STATE AUDITOR,DEM,"Gibson, Carolyn",3921,318,205,55,156,117,1185,302,84,164,511,81,157,1,440,82,63
33,HALE,STATE AUDITOR,LIB,"Reeves, Franklin",94,2,12,1,2,2,21,3,3,2,20,2,3,1,7,10,3
33,HALE,STATE AUDITOR,REP,"Chapman, Beth",1915,58,92,63,54,85,443,202,45,29,399,85,103,17,62,98,80
