Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,,,,,Total Number of Votes,ABSENTEE VOTERS,BELLWOOD VOTING HOUSE,BLACK,CHANCELLOR VOTING HOUSE,COFFEE SPRINGS,DEVCO VOTING HOUSE,DUNDEE VOTING HOUSE,FADETTE VOTING HOUSE,FARM CENTER,FLAT CREEK,GENEVA ARMORY,GENEVA CITY HALL,GENEVA COMMUNITY CENTER,GENEVA COUNTY COURTHOUSE,GILMORE,HACODA,HARTFORD NATIONAL GUARD ARMORY,HUGHES VOTING HOUSE,HURRICANE VOTING HOUSE,KELLY CROSS ROADS,LOWERY,LYTLE,MALVERN,PINEY GROVE,REVELS GROCERY,SAMSON AMERICAN LEGION HALL,SAMSON COMMUNITY CENTER,SARDIS VOTING HOUSE,SLOCOMB NATIONAL GUARD ARMORY,ST. PAUL VOTING HOUSE,TATE SCHOOL
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,GENEVA,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,7939,168,180,137,272,259,309,235,400,222,138,297,184,297,479,124,75,779,225,90,87,108,175,545,135,125,405,381,82,782,124,120
31,GENEVA,GOVERNOR,DEM,"Siegelman, Don",2958,64,107,42,96,94,121,54,95,72,57,127,111,137,192,24,28,287,54,28,21,37,65,165,52,48,198,137,20,354,34,37
31,GENEVA,GOVERNOR,LIB,"Sophocleus, John P.",123,1,2,5,5,2,8,5,7,2,4,4,2,3,7,0,3,4,3,0,0,0,4,19,4,4,10,3,0,7,3,2
31,GENEVA,GOVERNOR,REP,"Riley, Bob",4751,100,69,90,168,158,175,173,292,145,77,161,67,152,273,98,43,474,167,60,65,68,102,355,76,71,192,238,62,417,84,79
31,GENEVA,GOVERNOR,WI,WRITE-IN,25,1,0,0,1,1,0,1,2,0,0,3,1,2,1,0,0,4,1,1,1,1,0,0,0,0,0,1,0,1,1,1
31,GENEVA,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",4018,87,120,54,138,138,169,80,166,108,76,165,123,174,241,54,36,395,86,41,40,62,82,243,65,62,240,188,25,448,49,63
31,GENEVA,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",118,1,1,2,3,1,7,3,6,4,3,4,4,7,6,1,1,10,1,0,1,0,5,11,2,1,7,8,1,13,4,0
31,GENEVA,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",3619,77,55,80,125,111,120,144,219,107,58,124,49,106,222,66,37,358,136,49,43,44,82,278,64,59,143,176,55,309,68,55
31,GENEVA,LIEUTENANT GOVERNOR,WI,WRITE-IN,26,1,0,0,2,1,0,2,1,0,0,1,1,0,1,0,0,5,0,0,0,0,0,3,0,1,2,2,0,3,0,0
31,GENEVA,UNITED STATES SENATOR,DEM,"Parker, Susan",1654,39,69,19,47,43,49,18,54,28,37,51,72,56,88,19,18,170,35,17,20,26,32,82,35,22,146,89,13,229,15,16
31,GENEVA,UNITED STATES SENATOR,LIB,"Allen, Jeff",126,1,1,5,3,2,7,2,7,1,2,8,4,2,10,1,2,9,2,1,0,3,12,8,2,2,6,3,0,12,5,3
31,GENEVA,UNITED STATES SENATOR,REP,"Sessions, Jeff",6014,122,105,111,216,207,242,210,334,192,98,232,101,231,376,102,54,586,187,72,65,74,126,442,95,99,244,284,69,537,102,99
31,GENEVA,UNITED STATES SENATOR,WI,WRITE-IN,18,2,0,1,0,1,0,3,1,0,1,0,0,1,0,0,0,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0
31,GENEVA,ATTORNEY GENERAL,DEM,"Whigham, Boyd",2156,43,74,23,73,73,79,29,72,39,55,66,86,89,117,23,24,199,42,20,18,59,51,99,41,42,177,119,16,269,20,19
31,GENEVA,ATTORNEY GENERAL,LIB,"Myers, Wilson",155,1,2,7,6,3,11,4,7,5,5,7,7,2,7,2,1,10,2,4,1,1,5,14,5,0,8,7,0,14,5,2
31,GENEVA,ATTORNEY GENERAL,REP,"Pryor, Bill",5208,114,90,95,176,173,195,190,302,166,75,203,74,185,325,91,46,537,175,65,64,42,110,406,83,79,193,241,62,467,92,92
31,GENEVA,ATTORNEY GENERAL,WI,WRITE-IN,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,2,1,0,0,0
31,GENEVA,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",2932,48,88,48,87,99,116,65,119,74,62,99,94,116,175,36,28,299,61,36,36,42,52,168,37,39,200,143,23,359,38,45
31,GENEVA,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",160,2,3,3,7,4,14,6,7,8,0,7,4,9,8,1,0,12,2,1,0,3,7,16,2,2,6,3,0,13,9,1
31,GENEVA,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",4252,101,71,74,152,137,146,149,247,124,71,168,62,146,262,80,39,413,152,48,45,53,103,328,80,67,177,212,54,357,70,64
31,GENEVA,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,0,1
31,GENEVA,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",2100,47,76,22,57,66,78,35,78,45,48,71,88,75,123,25,22,212,44,21,16,28,39,110,36,40,171,107,14,262,20,24
31,GENEVA,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",5019,104,84,96,182,166,183,176,287,155,82,189,69,186,322,88,46,489,169,62,59,70,119,389,79,63,191,242,62,440,90,80
31,GENEVA,COURT OF CIVIL APPEALS,WI,WRITE-IN,24,0,0,0,1,0,1,2,0,2,0,2,0,1,0,0,0,5,0,0,0,0,2,2,0,2,0,1,0,2,0,1
31,GENEVA,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",1893,43,71,19,56,64,68,32,72,34,41,59,79,69,104,19,20,198,42,22,14,28,32,91,32,21,151,104,15,255,20,18
31,GENEVA,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",457,5,7,13,23,18,27,10,16,13,7,24,11,27,29,10,4,29,12,5,4,8,15,33,4,8,24,16,2,37,9,7
31,GENEVA,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",4621,103,80,85,157,136,166,165,264,150,77,173,69,159,299,80,43,469,156,53,49,57,107,364,76,71,187,219,56,399,76,76
31,GENEVA,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,3,0,0,0,1,0,1
31,GENEVA,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",2419,49,83,25,72,84,87,45,92,55,53,82,92,92,151,32,23,236,55,30,24,36,48,124,41,30,183,127,16,295,33,24
31,GENEVA,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",4408,102,73,89,157,125,167,155,251,132,72,171,62,159,272,71,43,442,155,49,45,55,106,358,69,70,170,207,54,382,71,74
31,GENEVA,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,14,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,2,0,0,1
31,GENEVA,SECRETARY OF STATE,DEM,"Worley, Nancy L.",2740,49,93,33,91,93,107,47,100,63,58,113,97,111,173,27,26,265,51,29,23,44,61,141,55,44,203,145,22,312,36,28
31,GENEVA,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",132,2,1,5,5,9,11,7,5,5,5,7,3,3,4,4,1,6,1,2,0,5,4,12,0,1,3,4,0,12,4,1
31,GENEVA,SECRETARY OF STATE,REP,"Thomas, Dave",4358,103,73,83,145,132,154,160,267,135,66,147,61,149,259,78,40,450,161,50,53,48,95,349,65,61,167,203,56,401,69,78
31,GENEVA,SECRETARY OF STATE,WI,WRITE-IN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,2,1,1,0,1,0,0
31,GENEVA,STATE TREASURER,DEM,"Black, Stephen Foster",2193,45,78,31,66,79,92,41,80,46,50,76,87,91,116,28,25,207,45,27,15,45,38,109,40,26,179,108,16,262,22,23
31,GENEVA,STATE TREASURER,LIB,"Garland,Gabe",232,1,5,10,5,8,19,10,8,9,7,9,10,6,15,1,1,8,4,2,8,5,8,23,1,2,6,13,1,17,6,4
31,GENEVA,STATE TREASURER,REP,"Ivey, Kay",4848,107,81,85,174,145,162,167,286,150,73,184,63,167,311,82,44,506,171,54,51,50,116,380,76,78,182,233,58,446,83,83
31,GENEVA,STATE TREASURER,WI,WRITE-IN,12,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,0,2,0,2,0,1,0,0
31,GENEVA,STATE AUDITOR,DEM,"Gibson, Carolyn",2474,52,83,26,81,81,97,43,89,60,47,92,92,106,155,33,22,236,52,33,17,46,52,122,52,36,188,128,16,284,25,28
31,GENEVA,STATE AUDITOR,LIB,"Reeves, Franklin",325,4,5,13,14,13,22,12,15,10,8,8,12,8,21,8,3,14,8,7,4,8,11,27,3,2,13,11,1,27,7,6
31,GENEVA,STATE AUDITOR,REP,"Chapman, Beth",4368,96,73,81,148,137,152,154,261,126,72,162,56,153,263,70,45,467,155,43,52,43,97,353,58,68,164,206,58,404,76,75
31,GENEVA,STATE AUDITOR,WI,WRITE-IN,11,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,1,1,0,0,1,0,0
31,GENEVA,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",3089,48,91,43,121,119,116,62,131,81,78,97,93,104,161,46,33,303,70,43,25,56,59,176,61,53,222,159,20,346,39,33
31,GENEVA,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",145,2,2,6,2,3,12,6,8,5,2,6,5,1,10,2,1,10,5,1,3,0,6,17,0,1,4,6,0,13,4,2
31,GENEVA,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",4039,105,72,73,126,111,145,144,228,120,55,170,58,159,276,65,39,410,141,40,48,42,98,312,63,57,143,183,59,351,70,76
31,GENEVA,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0
31,GENEVA,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",4033,69,114,55,151,147,161,89,176,120,82,151,122,166,236,58,35,385,89,51,41,61,83,228,68,62,255,195,30,445,53,55
31,GENEVA,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",180,4,2,4,7,7,11,8,8,8,4,5,5,5,11,2,0,12,4,2,0,5,9,19,0,1,6,9,0,11,7,4
31,GENEVA,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",3231,84,52,65,96,87,107,122,193,78,48,123,41,102,206,56,36,339,125,31,35,36,73,272,54,52,121,154,48,286,54,55
31,GENEVA,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,10,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0
31,GENEVA,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",1831,42,69,23,55,69,75,26,55,32,42,55,81,68,92,23,17,193,43,19,15,28,33,90,31,22,150,86,16,239,25,17
31,GENEVA,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",156,3,4,3,5,5,5,8,9,3,5,3,5,6,8,2,2,12,2,1,6,3,9,12,1,3,4,7,2,14,4,0
31,GENEVA,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",5555,116,97,107,193,168,205,190,318,178,87,224,84,200,354,95,53,540,175,65,57,72,122,418,94,95,230,273,58,501,90,96
31,GENEVA,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1
31,GENEVA,"US HOUSE, DISTRICT 2",DEM,"Woods, Charles",1424,25,62,23,33,35,55,21,41,22,30,35,67,52,75,12,12,145,27,16,8,17,30,78,29,18,132,73,9,214,10,18
31,GENEVA,"US HOUSE, DISTRICT 2",LIB,"Shackelford, Floyd",108,3,1,3,5,1,3,5,8,1,3,5,4,2,5,2,1,8,2,1,1,4,5,10,1,0,8,6,0,5,3,2
31,GENEVA,"US HOUSE, DISTRICT 2",REP,"Everett, Terry",6243,136,112,105,229,216,239,203,344,196,105,253,102,233,389,107,59,615,193,72,77,82,133,448,99,103,258,295,72,561,110,97
31,GENEVA,"US HOUSE, DISTRICT 2",WI,WRITE-IN,13,2,0,2,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
31,GENEVA,"STATE BOE, DISTRICT 2",DEM,"Williams, Charlotte Kirkland",3131,49,87,37,121,121,114,54,125,86,59,118,104,141,198,38,26,287,65,34,34,52,70,170,56,50,218,154,26,356,42,39
31,GENEVA,"STATE BOE, DISTRICT 2",REP,"Peters, Betty",4230,109,80,90,127,110,160,159,246,115,70,157,53,127,244,76,47,446,154,48,45,47,92,342,68,63,159,208,51,391,72,74
31,GENEVA,"STATE BOE, DISTRICT 2",WI,WRITE-IN,18,0,0,0,2,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,0,1,1,0,0,4,0,0
31,GENEVA,"STATE SENATE, DISTRICT 29",REP,"Smith, Harri Anne",6494,144,106,110,237,206,260,207,357,196,117,265,136,256,417,105,56,605,203,77,71,70,151,465,110,101,294,305,65,593,102,107
31,GENEVA,"STATE SENATE, DISTRICT 29",WI,WRITE-IN,86,3,4,3,1,1,0,3,7,2,1,2,1,2,2,1,0,7,0,1,0,2,2,10,0,1,2,6,3,19,0,0
31,GENEVA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 87",DEM,"Hutto, Mickey A.",2466,42,77,39,67,97,70,42,92,43,71,35,55,64,70,34,38,244,53,25,22,64,50,114,73,89,272,208,17,242,29,28
31,GENEVA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 87",REP,"Beck, Warren Harris",5290,122,95,97,203,157,228,185,288,179,66,258,126,229,406,88,34,506,166,64,64,38,122,413,61,36,126,168,59,526,92,88
31,GENEVA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 87",WI,WRITE-IN,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4,1,0,0
31,GENEVA,STATEWIDE AMENDMENT #1,,YES,4463,101,111,74,166,140,139,152,220,122,73,165,106,174,264,59,40,473,150,49,44,72,94,294,59,66,214,207,46,457,68,64
31,GENEVA,STATEWIDE AMENDMENT #1,,NO,2278,35,28,37,69,74,106,52,118,68,36,86,42,72,163,44,27,203,52,29,30,27,64,186,49,37,103,137,25,211,28,40
31,GENEVA,STATEWIDE AMENDMENT #2,,YES,2332,61,57,38,70,65,85,68,93,69,36,74,85,97,142,27,24,275,62,27,22,33,54,131,36,32,117,97,18,268,36,33
31,GENEVA,STATEWIDE AMENDMENT #2,,NO,4032,66,76,69,158,133,142,128,207,111,75,170,62,134,264,74,41,351,123,47,50,62,98,322,65,65,182,226,42,368,54,67
31,GENEVA,STATEWIDE AMENDMENT #3,,YES,3731,80,86,44,122,126,117,124,164,103,61,145,96,144,207,50,49,418,104,44,48,73,89,259,49,50,166,160,40,391,64,58
