Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,Total Number of Votes,Absentee,Ararat,Barrytown,Bladon Sprgs.,Bogueloosa,Branch,Butler,Chappell Hill,Cromwell,Crossroads,Cullomburg,Gilbertown,Halsell,Hurricane,Intersection,Isney,Lavaca,Lisman,Lusk,Melvin,Mt. Sterling,Pelham,Pennington,Pleasant Valley,Pushmataha,Riderwood,Rock Springs,Silas,Souwilpa,Toomey ,Toxey,Womack Hill,Yantley
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CHOCTAW,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",45,3,1,1,0,2,3,9,0,0,5,2,2,0,0,0,0,0,2,3,1,1,0,1,0,0,1,0,2,1,0,3,0,2
12,CHOCTAW,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",2129,61,42,114,11,134,32,574,90,18,22,49,164,13,10,1,36,44,22,88,15,34,24,75,83,12,13,35,111,25,52,76,41,8
12,CHOCTAW,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CHOCTAW,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",2459,70,43,18,71,49,140,363,28,46,56,21,82,40,14,46,9,105,187,35,66,96,80,176,16,90,68,7,99,8,51,67,19,193
12,CHOCTAW,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",2179,61,45,118,9,134,32,609,97,18,24,48,162,12,11,1,35,48,22,86,12,30,19,71,85,10,12,34,112,24,56,86,45,11
12,CHOCTAW,COURT OF CIVIL APPEALS,WI,WRITE-IN,5,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CHOCTAW,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",2396,70,42,19,71,48,134,349,29,47,53,23,81,42,14,45,8,103,183,28,63,90,82,171,12,88,67,6,93,11,46,67,20,191
12,CHOCTAW,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",127,5,3,4,0,5,4,32,3,0,2,3,10,0,2,0,0,2,8,6,2,2,0,4,7,0,1,3,8,0,2,4,2,3
12,CHOCTAW,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",2056,57,39,109,10,130,31,580,90,18,26,41,148,12,10,0,37,47,22,85,13,30,18,69,73,11,9,31,108,19,53,80,39,11
12,CHOCTAW,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,CHOCTAW,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",2524,75,43,21,71,49,140,384,28,48,56,23,92,41,15,45,11,104,189,41,62,92,84,179,12,89,69,8,100,7,52,76,24,194
12,CHOCTAW,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",1972,55,41,111,9,129,28,558,90,16,24,39,138,12,9,0,33,45,21,78,14,27,16,62,77,10,8,31,103,22,53,72,32,9
12,CHOCTAW,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,CHOCTAW,SECRETARY OF STATE,DEM,"Worley, Nancy L.",2800,82,46,29,74,63,141,468,47,50,60,29,116,41,15,45,7,110,188,40,65,101,89,192,31,95,72,14,107,12,59,88,31,193
