Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
,,,,,Total Number of Votes,ABSENTEE VOTERS,BOLLING VOTING HOUSE,CENTER HILL - VOTING HOUSE,CENTRAL VOL_ FIRE DEPT_,CHAPMAN POST OFFICE,DUNBAR COMMUNITY CENTER .1,DUNBAR COMMUNITY CENTER .2,FOREST HOME - VOTING HOUSE,FRIENDSHIP,GARLAND - VOTING HOUSE,GEORGIANA ARMORY .1,GEORGIANA ARMORY .2,HARRISON - VOTING HOUSE,HEALTH DEPARTMENT .1,HEALTH DEPARTMENT .2,INDUSTRY,MANNINGHAM - VOTING HOUSE,MCKENZIE TOWN HALL,MCLAINS - VOTING HOUSE,MIDWAY - VOTING HOUSE,MONTEREY-OLD SCHOOL HOUSE,NEW ARMORY .1,NEW ARMORY .2,PROVIDENCE - VOTING HOUSE,ROCKY CREEK - VOTING HOUSE,SEARCY - VOLUNTEER FIRE DEPT_,STEINERS STORE
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,BUTLER,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,6893,274,99,96,352,168,326,338,117,129,189,265,440,168,463,503,126,162,305,341,191,32,192,804,332,221,127,133
07,BUTLER,GOVERNOR,DEM,"Siegelman, Don",3354,156,47,69,206,71,241,251,60,19,85,148,305,52,149,165,29,103,133,112,86,17,103,435,167,62,37,46
07,BUTLER,GOVERNOR,LIB,"Sophocleus, John P.",93,3,1,1,6,2,4,5,3,0,1,6,2,5,3,5,2,1,8,7,2,0,0,13,3,5,4,1
07,BUTLER,GOVERNOR,REP,"Riley, Bob",3376,110,51,25,137,94,74,79,52,108,101,107,131,109,305,329,94,58,162,215,102,15,88,351,156,153,85,85
07,BUTLER,GOVERNOR,WI,WRITE-IN,15,0,0,1,1,0,2,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,2,0,1,0,0
07,BUTLER,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",3951,174,58,71,230,79,243,265,64,51,103,181,320,77,193,242,59,106,176,143,93,22,117,486,197,95,48,58
07,BUTLER,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",75,1,1,2,2,3,3,2,0,1,3,2,2,1,3,8,2,2,7,9,3,0,2,5,7,1,3,0
07,BUTLER,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",2713,92,38,22,104,83,70,63,45,75,72,76,106,88,256,245,64,48,117,178,93,10,71,308,120,119,75,75
07,BUTLER,LIEUTENANT GOVERNOR,WI,WRITE-IN,18,0,1,0,3,0,3,2,1,0,1,0,1,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0
07,BUTLER,UNITED STATES SENATOR,DEM,"Parker, Susan",2833,136,36,61,177,50,215,229,55,30,63,125,262,43,100,131,26,86,131,83,76,16,79,380,139,45,27,32
07,BUTLER,UNITED STATES SENATOR,LIB,"Allen, Jeff",75,0,1,1,2,3,6,3,2,1,0,3,6,2,6,6,2,1,3,4,1,0,2,9,4,3,1,3
07,BUTLER,UNITED STATES SENATOR,REP,"Sessions, Jeff",3845,131,59,34,164,112,96,100,56,93,117,130,155,121,349,358,97,69,167,247,113,16,107,410,182,167,97,98
