Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
27,ESCAMBIA,LIEUTENANT GOVERNOR,WI,WRITE-IN,25,1,0,0,0,0,0,0,0,5,1,0,1,1,1,0,4,0,1,2,0,1,1,0,0,0,0,1,0,0,1,0,0,2,2,0,0
27,ESCAMBIA,UNITED STATES SENATOR,DEM,"Parker, Susan",3135,45,102,66,239,128,15,20,16,452,221,0,33,39,136,12,226,0,70,130,30,108,34,12,75,47,282,27,29,65,66,74,56,89,89,88,14
27,ESCAMBIA,UNITED STATES SENATOR,LIB,"Allen, Jeff",102,0,2,1,1,0,1,1,1,8,6,0,0,5,3,0,3,0,1,8,2,6,5,1,6,4,5,3,1,2,2,3,2,2,10,7,0
27,ESCAMBIA,UNITED STATES SENATOR,REP,"Sessions, Jeff",5556,130,186,195,27,14,73,35,37,548,377,0,150,83,76,11,386,0,232,212,108,240,99,36,272,129,182,129,85,105,110,372,130,92,323,329,43
27,ESCAMBIA,UNITED STATES SENATOR,WI,WRITE-IN,16,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0
27,ESCAMBIA,ATTORNEY GENERAL,DEM,"Whigham, Boyd",3210,48,106,63,242,130,15,15,15,461,234,0,35,44,132,9,219,0,81,130,28,115,46,9,75,46,279,37,32,71,65,81,54,89,94,95,15
27,ESCAMBIA,ATTORNEY GENERAL,LIB,"Myers, Wilson",117,2,4,2,1,0,0,4,1,10,4,0,2,2,4,0,12,0,4,8,0,6,2,1,7,4,7,2,2,3,1,3,3,2,7,6,1
27,ESCAMBIA,ATTORNEY GENERAL,REP,"Pryor, Bill",5266,126,174,191,22,12,71,33,36,521,359,0,144,79,71,13,365,0,206,198,107,224,84,39,253,128,181,120,77,86,103,358,130,91,312,315,37
27,ESCAMBIA,ATTORNEY GENERAL,WI,WRITE-IN,26,0,2,1,0,0,0,0,0,7,0,0,0,0,0,0,3,0,3,3,0,0,0,0,1,0,1,0,0,2,0,0,1,0,2,0,0
27,ESCAMBIA,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",3551,53,121,64,244,131,13,20,17,485,252,0,37,50,137,9,268,0,90,155,34,132,47,15,85,59,313,42,32,77,75,95,60,90,106,125,18
27,ESCAMBIA,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",144,3,4,3,2,0,4,3,0,13,8,0,2,3,3,0,10,0,7,12,2,6,2,0,6,2,8,0,3,6,3,4,9,3,8,4,1
27,ESCAMBIA,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",4816,112,151,187,20,11,68,28,31,481,321,0,140,71,62,13,318,0,194,172,99,205,81,34,243,118,148,109,75,77,91,339,117,84,299,279,38
27,ESCAMBIA,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,11,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
27,ESCAMBIA,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3158,51,110,52,249,131,7,20,14,459,225,0,28,42,132,8,223,0,69,130,29,104,37,11,77,51,282,28,32,77,60,73,58,85,90,98,16
27,ESCAMBIA,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",5062,115,162,193,16,11,75,30,32,496,339,0,146,79,67,13,350,0,203,194,102,226,90,33,241,121,177,117,70,73,102,347,126,84,307,293,32
27,ESCAMBIA,COURT OF CIVIL APPEALS,WI,WRITE-IN,24,1,2,1,0,0,0,0,0,4,1,0,0,0,1,0,4,0,2,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,2,0,0
27,ESCAMBIA,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3089,47,107,52,247,129,6,16,16,449,225,0,24,39,127,11,216,0,65,139,26,102,41,11,65,51,286,26,32,66,53,77,49,94,87,95,13
27,ESCAMBIA,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",310,6,10,11,7,3,6,3,2,22,12,0,6,9,6,1,31,0,15,19,2,11,7,0,12,8,15,5,5,11,5,7,15,8,15,12,3
27,ESCAMBIA,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",4719,112,147,177,11,10,70,29,27,482,327,0,138,72,63,10,318,0,171,164,92,210,78,33,231,111,160,114,66,75,100,335,116,68,288,283,31
27,ESCAMBIA,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,15,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
27,ESCAMBIA,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",3477,61,121,72,245,130,22,20,13,491,250,0,29,49,142,9,262,0,86,152,39,114,48,16,92,49,302,32,38,74,67,84,61,94,93,105,15
27,ESCAMBIA,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",4527,103,135,163,19,12,60,26,30,448,296,0,136,69,54,12,299,0,163,163,79,197,79,31,212,121,158,109,62,76,87,331,116,70,297,282,32
27,ESCAMBIA,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,22,0,5,3,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,2,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
27,ESCAMBIA,SECRETARY OF STATE,DEM,"Worley, Nancy L.",3919,69,142,77,254,133,19,21,16,520,293,0,42,51,142,10,303,0,117,171,50,138,57,15,107,71,308,37,40,80,72,112,68,106,120,141,17
27,ESCAMBIA,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",108,2,4,4,1,1,0,2,0,14,5,0,4,1,3,0,6,0,4,8,2,6,3,1,4,2,5,3,1,1,0,4,5,1,5,4,2
27,ESCAMBIA,SECRETARY OF STATE,REP,"Thomas, Dave",4276,96,126,158,10,8,64,27,28,439,276,0,129,70,56,12,273,0,155,152,76,188,69,30,208,99,152,107,64,73,87,311,108,65,272,257,31
27,ESCAMBIA,SECRETARY OF STATE,WI,WRITE-IN,13,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1
27,ESCAMBIA,STATE TREASURER,DEM,"Black, Stephen Foster",3584,51,132,68,247,132,13,21,18,515,278,0,37,51,135,11,271,0,90,157,37,129,50,18,86,59,298,39,28,76,70,88,63,99,98,104,15
27,ESCAMBIA,STATE TREASURER,LIB,"Garland,Gabe",140,1,4,1,2,1,2,1,0,12,4,0,5,5,6,0,8,0,3,8,3,6,3,1,8,5,10,4,4,7,3,4,4,3,7,5,0
27,ESCAMBIA,STATE TREASURER,REP,"Ivey, Kay",4647,118,139,181,16,9,67,29,28,447,290,0,137,66,62,11,304,0,191,172,92,196,76,26,231,111,153,103,75,72,87,342,115,73,300,293,35
27,ESCAMBIA,STATE TREASURER,WI,WRITE-IN,17,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,3,0,0
27,ESCAMBIA,STATE AUDITOR,DEM,"Gibson, Carolyn",3467,55,121,75,249,130,25,18,19,473,253,0,27,40,142,8,261,0,96,164,37,113,56,13,78,51,300,30,38,74,64,77,64,94,98,106,18
27,ESCAMBIA,STATE AUDITOR,LIB,"Reeves, Franklin",202,2,7,2,2,1,3,3,2,17,16,0,8,6,5,0,15,0,13,5,6,12,2,0,12,3,10,4,3,4,5,4,8,2,11,8,1
27,ESCAMBIA,STATE AUDITOR,REP,"Chapman, Beth",4570,109,141,167,14,11,53,32,26,477,299,0,139,74,54,14,289,0,160,158,90,194,69,31,231,118,153,114,63,77,85,347,111,73,289,279,29
27,ESCAMBIA,STATE AUDITOR,WI,WRITE-IN,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0
27,ESCAMBIA,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",4324,64,143,106,253,133,39,25,30,531,291,0,52,64,155,13,305,0,139,190,86,155,60,24,131,81,331,55,56,91,88,124,77,117,144,153,18
27,ESCAMBIA,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",152,3,4,4,3,3,1,3,0,12,8,0,4,2,4,0,10,0,6,9,1,6,3,1,7,5,7,3,1,5,3,3,7,2,12,6,4
27,ESCAMBIA,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",3763,99,121,135,9,6,44,22,17,410,266,0,118,55,44,9,254,0,127,130,46,170,64,21,173,86,127,90,48,62,67,293,95,53,244,233,25
27,ESCAMBIA,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
27,ESCAMBIA,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",4665,86,158,119,252,134,35,34,28,572,317,0,64,63,169,14,330,0,152,200,81,168,73,21,153,95,334,54,62,94,88,148,86,124,164,165,28
27,ESCAMBIA,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",163,2,3,6,4,1,0,1,1,7,9,0,5,3,2,0,17,0,7,11,3,10,3,1,6,2,9,3,3,5,1,7,7,4,10,10,0
27,ESCAMBIA,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",3587,81,114,128,9,7,46,18,17,403,246,0,110,56,39,9,235,0,119,121,52,160,49,26,170,80,119,93,42,58,76,281,93,48,229,227,26
27,ESCAMBIA,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,ESCAMBIA,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",3136,50,107,58,245,130,13,16,14,461,229,0,31,42,135,12,223,0,63,121,32,106,41,13,71,47,287,26,29,65,59,78,45,86,87,99,15
27,ESCAMBIA,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",154,2,7,3,3,1,1,4,1,16,12,0,5,1,4,0,8,0,6,8,3,6,2,1,5,2,10,3,3,3,0,7,5,1,10,9,2
27,ESCAMBIA,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",5159,117,160,189,17,11,70,35,33,494,335,0,143,81,68,9,358,0,220,204,102,221,85,34,259,129,169,127,79,93,106,346,135,88,310,298,34
27,ESCAMBIA,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,11,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27,ESCAMBIA,"US HOUSE, DISTRICT 1",DEM,"Belk, Judy McClain",3375,52,110,71,243,129,13,17,13,474,230,0,43,44,141,15,237,0,85,139,41,116,41,16,73,51,290,34,40,67,75,93,61,95,95,118,13
27,ESCAMBIA,"US HOUSE, DISTRICT 1",LIB,"Coffee, Dick",63,0,3,1,1,1,2,2,0,7,2,0,1,0,3,0,2,0,0,3,0,3,4,0,4,0,4,2,1,2,1,2,1,0,7,4,0
27,ESCAMBIA,"US HOUSE, DISTRICT 1",REP,"Bonner, Jo",5318,124,173,191,22,12,74,36,42,525,371,0,140,82,68,8,373,0,214,204,99,232,92,33,274,128,176,124,74,100,99,353,128,87,316,301,43
27,ESCAMBIA,"US HOUSE, DISTRICT 1",WI,WRITE-IN,18,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
27,ESCAMBIA,"STATE SENATE, DISTRICT 22",DEM,"Lindsey, Pat",4401,78,141,110,251,130,33,29,28,536,304,0,48,56,152,10,348,0,146,205,59,148,72,23,142,90,307,50,47,98,87,138,81,118,143,163,30
27,ESCAMBIA,"STATE SENATE, DISTRICT 22",REP,"Day, Sheldon A.",4266,97,148,149,15,11,55,26,24,471,297,0,129,64,56,12,266,0,150,134,78,202,68,23,202,87,160,104,64,65,87,306,107,64,267,250,28
27,ESCAMBIA,"STATE SENATE, DISTRICT 22",WI,WRITE-IN,27,1,0,2,0,1,0,0,0,3,1,0,1,1,0,0,0,0,4,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,3,3,0
27,ESCAMBIA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 64",DEM,"Warren, J.E. ""Jimmy""",473,10,0,135,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,62,53,0,0,0,68,0,0,1,71,0,0,0,0,0,0,32
27,ESCAMBIA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 64",REP,"Albritton, Greg",519,8,0,121,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,74,50,0,0,0,108,0,0,4,87,0,0,0,0,0,0,26
27,ESCAMBIA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 64",WI,WRITE-IN,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,ESCAMBIA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 66",DEM,"White, F.P. ""Skippy""",4921,101,212,0,251,136,0,0,0,785,463,0,92,84,0,0,418,0,241,283,0,0,101,34,270,0,349,90,77,0,137,226,111,0,224,236,0
27,ESCAMBIA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 66",WI,WRITE-IN,88,4,9,0,1,0,0,0,0,14,2,0,3,3,0,0,6,0,4,4,0,0,1,0,7,0,9,2,0,0,2,11,0,0,4,2,0
27,ESCAMBIA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 92",DEM,"Hammett, Seth",445,4,0,0,0,0,0,21,31,0,0,0,0,0,158,11,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0
27,ESCAMBIA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 92",REP,"Broxton, Roger",300,13,0,0,0,0,0,29,18,0,0,0,0,0,46,11,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0
27,ESCAMBIA,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 92",WI,WRITE-IN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,ESCAMBIA,STATEWIDE AMENDMENT #1,,YES,5509,123,193,161,104,55,62,26,29,756,453,0,105,81,113,10,372,0,210,208,82,232,75,31,232,118,270,90,68,97,103,258,106,118,270,276,22
27,ESCAMBIA,STATEWIDE AMENDMENT #1,,NO,1314,26,52,46,5,2,16,8,7,110,59,0,48,23,13,6,123,0,48,59,34,50,30,10,56,22,75,33,18,25,39,67,21,21,72,81,9
27,ESCAMBIA,STATEWIDE AMENDMENT #2,,YES,3154,60,109,96,91,43,21,10,14,459,250,0,50,54,75,4,243,0,98,125,22,128,52,18,104,60,201,47,38,62,62,123,60,93,139,130,13
27,ESCAMBIA,STATEWIDE AMENDMENT #2,,NO,3192,71,114,93,16,12,50,16,12,361,237,0,91,46,43,10,217,0,136,133,81,129,47,20,156,76,121,73,43,50,70,185,56,38,182,190,17
27,ESCAMBIA,STATEWIDE AMENDMENT #3,,YES,4256,89,147,127,76,40,54,18,29,624,364,0,87,54,100,9,285,0,139,165,64,178,46,26,166,93,222,66,52,82,79,192,84,107,187,190,15
27,ESCAMBIA,STATEWIDE AMENDMENT #3,,NO,1943,41,75,58,16,12,16,11,7,156,100,0,51,41,21,6,164,0,85,92,38,74,50,14,100,42,98,51,23,32,54,100,37,26,116,119,17
