Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,,,,,Reported Number of Votes,Calculated Number of  Votes,Absentee,Buffalo,Culebra,Cusseta,Fairfax,Five Points,Fredonia,Huguley,Lafayette,Lakeview,Lanett,Langdale,Milltown,Mount Olive,Penton,Rescue,Ridge Grove,River View,Shawmut,Sparkling Springs,Standing Rock,Stroud,Sturkie,Union Hall,Waverly
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,CHAMBERS,GOVERNOR,DEM,"Siegelman, Don",4767,4767,85,92,132,103,581,160,109,279,542,58,1121,293,79,59,35,172,110,229,206,6,45,92,115,36,28
09,CHAMBERS,GOVERNOR,LIB,"Sophocleus, John P.",120,120,4,2,4,2,12,1,7,11,15,1,12,8,2,2,1,5,0,5,9,0,2,3,3,4,5
09,CHAMBERS,GOVERNOR,REP,"Riley, Bob",4837,4837,121,98,27,150,732,59,106,310,348,115,787,358,63,38,93,199,106,209,511,21,68,50,90,98,80
09,CHAMBERS,GOVERNOR,WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,CHAMBERS,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",5597,5597,116,107,138,123,683,159,122,352,623,71,1281,362,81,67,50,200,126,246,303,9,51,95,121,71,40
09,CHAMBERS,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",144,144,3,7,4,3,15,3,7,10,11,4,14,9,5,2,1,6,2,10,10,0,2,4,5,4,3
09,CHAMBERS,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",3819,3819,87,71,23,123,607,55,89,217,260,94,608,272,53,27,72,159,87,182,400,18,63,44,79,60,69
09,CHAMBERS,LIEUTENANT GOVERNOR,WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,CHAMBERS,UNITED STATES SENATOR,DEM,"Parker, Susan",4313,4313,75,89,133,87,488,152,98,235,513,50,1063,266,73,51,32,135,103,194,164,5,43,92,107,34,31
09,CHAMBERS,UNITED STATES SENATOR,LIB,"Allen, Jeff",139,139,1,5,2,3,15,2,8,14,13,3,15,13,2,4,0,6,3,11,6,0,1,4,4,1,3
09,CHAMBERS,UNITED STATES SENATOR,REP,"Sessions, Jeff",5114,5114,131,92,27,161,804,64,114,327,372,114,816,369,60,42,91,225,112,230,546,22,71,50,96,100,78
09,CHAMBERS,UNITED STATES SENATOR,WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,CHAMBERS,ATTORNEY GENERAL,DEM,"Whigham, Boyd",4233,4233,75,85,130,91,478,153,94,226,499,49,1040,262,63,52,39,136,100,201,162,3,35,88,109,38,25
09,CHAMBERS,ATTORNEY GENERAL,LIB,"Myers, Wilson",173,173,4,3,7,4,18,2,15,19,11,4,13,11,3,5,3,7,4,8,8,0,5,7,4,3,5
09,CHAMBERS,ATTORNEY GENERAL,REP,"Pryor, Bill",4930,4930,123,93,26,150,777,58,109,321,377,109,802,356,62,36,76,205,111,218,520,25,72,46,88,90,80
09,CHAMBERS,ATTORNEY GENERAL,WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0
09,CHAMBERS,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",4603,4603,85,86,132,100,548,156,102,260,536,59,1106,290,71,47,35,153,104,209,208,5,40,90,108,46,27
09,CHAMBERS,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",197,197,2,4,2,7,29,2,12,15,19,3,20,13,2,8,2,8,3,12,10,0,5,5,4,4,6
09,CHAMBERS,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",4385,4385,109,85,28,131,681,53,98,279,324,97,711,314,56,34,74,180,98,200,460,23,68,42,87,78,75
09,CHAMBERS,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,CHAMBERS,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",4536,4536,85,82,132,96,526,157,105,249,522,52,1095,303,73,52,34,150,106,217,192,5,39,93,106,36,29
09,CHAMBERS,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",4527,4527,107,96,26,142,711,55,102,296,340,107,708,307,57,37,74,188,94,202,482,22,74,45,92,87,76
09,CHAMBERS,COURT OF CIVIL APPEALS,WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,CHAMBERS,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",4487,4487,82,88,131,91,512,153,97,250,526,55,1098,292,69,49,35,149,102,208,192,4,40,91,102,43,28
09,CHAMBERS,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",272,272,2,5,4,6,34,4,15,33,23,5,26,18,4,9,4,12,7,14,20,0,6,4,6,5,6
09,CHAMBERS,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",4214,4214,102,80,27,137,682,50,94,265,313,96,664,296,49,27,66,170,93,192,452,23,66,41,86,73,70
09,CHAMBERS,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,CHAMBERS,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",4737,4737,85,91,134,102,562,163,111,275,543,58,1125,302,73,49,40,151,109,219,216,5,41,95,109,49,30
09,CHAMBERS,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",4101,4101,97,81,27,129,646,44,89,262,300,91,653,296,45,34,63,172,89,189,439,22,68,44,79,70,72
09,CHAMBERS,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,CHAMBERS,SECRETARY OF STATE,DEM,"Worley, Nancy L.",4922,4922,98,94,133,109,593,157,105,277,561,66,1149,329,74,54,46,165,113,222,236,6,45,93,105,52,40
09,CHAMBERS,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",136,136,1,2,3,1,15,2,5,18,11,1,19,7,3,5,1,5,3,9,9,1,5,3,2,1,4
09,CHAMBERS,SECRETARY OF STATE,REP,"Thomas, Dave",4050,4050,96,80,27,125,632,49,99,260,300,95,649,271,49,30,60,174,93,185,425,21,64,43,88,73,62
09,CHAMBERS,SECRETARY OF STATE,WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,CHAMBERS,STATE TREASURER,DEM,"Black, Stephen Foster",4380,4380,80,84,131,87,491,154,100,243,525,56,1065,277,66,51,36,142,100,200,178,7,40,93,105,44,25
