Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,,,Total Number of Votes,ABSENTEE VOTERS,ASHFORD,BAY SPRINGS,COLUMBIA,COTTONWOOD,COWARTS,DOUG TEW COMMUNITY CENTER .1,DOUG TEW COMMUNITY CENTER .2,DOUG TEW COMMUNITY CENTER .3,DUPREE,ENTERPRISE,FARM CENTER .1,FARM CENTER .2,GORDON,HARMON,HODGESVILLE,JOHNSON HOMES .1,JOHNSON HOMES .2,KINSEY,LIBRARY .1,LIBRARY .2,LINCOLN,LOVETOWN,LUCY,MADRID,PANSEY,REHOBETH,TAYLOR,VAUGHN BLUMBERG,WATER AND ELECTRIC .1,WATER AND ELECTRIC .2,WEBB,WESTGATE .1,WESTGATE .2,WICKSBURG,WIREGRASS PARK .1,WIREGRASS PARK .2
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,HOUSTON,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,25638,713,837,415,545,664,743,1341,924,0,139,288,917,434,166,104,820,370,896,448,804,1634,263,193,158,341,183,716,819,676,2375,795,481,1042,1976,612,1449,357
35,HOUSTON,GOVERNOR,DEM,"Siegelman, Don",9018,330,335,97,234,229,218,422,292,0,43,67,336,163,123,34,211,335,831,143,313,661,179,57,84,114,68,151,208,299,556,199,157,239,459,107,586,138
35,HOUSTON,GOVERNOR,LIB,"Sophocleus, John P.",231,2,5,3,5,5,6,10,11,0,3,4,10,2,0,2,8,2,3,7,7,12,1,2,1,2,1,11,11,15,17,9,7,8,10,10,18,1
35,HOUSTON,GOVERNOR,REP,"Riley, Bob",16183,373,488,312,303,421,516,890,616,0,93,213,564,268,38,68,595,31,59,294,481,947,80,132,72,223,109,549,596,357,1782,582,312,792,1486,487,838,216
35,HOUSTON,GOVERNOR,WI,WRITE-IN,60,0,0,2,0,3,2,5,1,0,1,0,3,0,0,1,2,0,1,0,0,3,0,0,0,1,1,2,1,1,9,3,3,0,8,3,4,0
35,HOUSTON,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",12512,411,531,172,340,347,375,643,454,0,72,134,473,233,136,55,333,344,823,217,412,868,186,86,119,149,109,249,305,359,832,261,241,361,720,188,792,182
35,HOUSTON,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",293,7,7,7,8,7,6,19,13,0,4,5,7,2,2,1,6,2,9,10,12,18,3,2,2,7,0,11,13,16,19,8,4,6,16,10,18,6
35,HOUSTON,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",12546,291,295,231,191,299,352,658,447,0,61,147,429,197,22,47,472,18,49,213,375,731,68,98,36,178,73,447,494,296,1508,510,235,666,1208,407,629,168
35,HOUSTON,LIEUTENANT GOVERNOR,WI,WRITE-IN,64,1,1,1,0,1,1,7,2,0,1,0,1,0,0,0,4,1,0,2,2,2,0,3,0,1,0,4,3,1,2,5,0,4,7,2,4,1
