Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
52,MORGAN,LIEUTENANT GOVERNOR,WI,WRITE-IN,51,2,0,3,0,1,1,1,0,0,0,0,2,0,2,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,4,1,1,0,0,0,3,2,0,0,0,1,0,0,0,4,2,0,1,1,2,3,1,2,1,1,0,0,0,1,1
52,MORGAN,UNITED STATES SENATOR,DEM,"Parker, Susan",14903,311,100,792,201,396,143,222,269,530,83,236,346,135,245,334,145,220,245,301,143,130,119,221,248,168,262,256,76,230,269,281,176,89,172,131,108,442,258,231,128,356,93,186,316,383,457,0,413,402,591,404,135,332,139,264,90,227,240,251,232
52,MORGAN,UNITED STATES SENATOR,LIB,"Allen, Jeff",523,9,6,43,4,8,8,5,2,7,2,0,10,9,6,9,2,10,6,8,3,4,2,6,5,14,11,25,3,4,8,12,4,0,8,4,5,18,3,5,8,19,4,6,19,13,18,0,14,17,24,15,7,11,6,9,5,7,6,10,7
52,MORGAN,UNITED STATES SENATOR,REP,"Sessions, Jeff",20958,456,100,995,225,485,137,270,22,48,53,14,802,220,538,788,199,283,822,389,60,174,125,585,649,270,336,558,84,391,497,470,270,52,187,207,359,631,247,253,209,421,125,350,487,602,438,0,566,551,705,541,243,521,181,429,198,85,342,370,343
52,MORGAN,UNITED STATES SENATOR,WI,WRITE-IN,31,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0
52,MORGAN,ATTORNEY GENERAL,DEM,"Whigham, Boyd",11827,225,82,593,131,305,122,185,263,513,66,229,246,117,203,272,100,170,176,239,126,87,113,175,168,127,212,227,62,171,219,226,136,83,130,105,82,340,157,202,80,260,92,160,233,293,375,0,305,297,418,312,109,278,99,233,80,213,195,224,186
52,MORGAN,ATTORNEY GENERAL,LIB,"Myers, Wilson",834,11,12,53,8,16,11,11,4,15,2,1,12,13,8,19,8,12,16,31,8,5,6,8,10,19,26,32,1,13,15,20,4,1,6,8,4,25,10,8,7,23,6,5,25,23,27,0,28,28,41,18,8,20,11,18,7,9,12,13,13
52,MORGAN,ATTORNEY GENERAL,REP,"Pryor, Bill",22674,512,109,1124,277,535,153,290,24,50,68,18,866,222,555,810,223,320,858,413,65,207,121,610,702,294,342,551,98,424,510,492,298,57,205,223,378,682,326,272,244,482,121,365,539,640,488,0,637,608,819,602,253,540,210,434,199,95,369,381,364
52,MORGAN,ATTORNEY GENERAL,WI,WRITE-IN,43,3,0,3,1,1,0,3,0,0,0,1,1,0,1,1,0,1,1,2,1,0,0,0,1,0,2,1,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,1,0,1,3,0,1,1,0,1,0,4,0,0,0,0,0,0,0
52,MORGAN,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",13985,267,95,706,158,366,143,222,270,525,68,232,322,141,249,332,141,218,248,270,134,109,128,228,252,137,233,290,64,224,262,282,169,94,135,132,118,411,191,226,99,294,98,186,284,345,414,0,370,351,489,368,142,337,123,248,101,221,239,253,231
52,MORGAN,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",912,12,6,50,13,28,14,15,4,8,4,1,14,8,11,16,6,14,13,25,10,6,6,13,12,26,20,35,3,11,19,17,3,3,10,12,3,30,9,12,14,29,7,10,28,29,23,0,32,30,37,25,2,29,11,20,11,8,15,17,13
52,MORGAN,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",20296,469,101,1013,243,457,125,244,17,43,63,16,781,203,503,749,181,263,788,391,55,181,107,546,612,273,322,484,92,368,463,436,267,44,199,186,341,605,293,246,221,438,111,334,480,587,449,0,558,544,742,539,224,457,180,413,172,88,316,348,325
52,MORGAN,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,29,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,2,1,0,0,2,2,0,0,4,0,0,0,0,0,0,0
52,MORGAN,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",12234,259,89,593,150,327,136,188,272,525,68,236,274,115,200,281,107,187,179,251,131,85,115,165,182,134,216,264,57,179,230,230,133,85,123,111,81,339,158,209,80,269,85,170,245,299,388,0,308,290,432,311,128,292,102,239,98,214,194,228,198
52,MORGAN,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",21482,440,109,1094,248,495,138,268,17,49,64,12,799,224,535,763,207,296,836,411,66,196,115,587,647,286,332,496,100,401,486,471,287,56,196,206,358,651,300,264,236,453,127,343,517,616,467,0,614,593,781,575,227,499,198,396,178,89,342,375,350
52,MORGAN,COURT OF CIVIL APPEALS,WI,WRITE-IN,60,2,1,4,1,2,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,4,1,1,3,0,0,1,2,2,0,2,1,2,2,1,2,1,4,0,1,0,1,1,0,1,2,1,1,0,2,0,3,0,0,1,0,1
52,MORGAN,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",11752,238,78,569,136,317,122,176,271,524,61,233,250,115,196,275,107,182,175,240,129,91,109,174,184,106,194,238,60,173,215,237,136,85,107,105,77,320,167,204,78,250,88,157,237,284,356,0,308,288,424,284,113,272,100,222,87,216,192,225,195
52,MORGAN,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",2047,27,17,112,18,59,25,41,4,14,9,4,41,21,29,30,18,39,30,43,13,24,14,25,27,51,43,52,7,31,47,42,19,4,21,21,10,93,33,33,29,50,17,25,52,54,69,0,63,72,93,62,16,54,23,51,15,17,24,40,30
52,MORGAN,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",19351,419,101,973,229,440,124,225,15,36,61,11,757,198,488,717,180,251,785,373,52,157,100,540,602,254,298,472,88,366,442,408,266,50,175,188,354,562,252,235,200,398,99,326,466,562,422,0,544,512,674,521,218,437,171,363,166,71,313,330,314
52,MORGAN,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,35,1,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,2,2,1,0,1,0,0,0,1,1,0,2,3,2,1,0,3,0,1,0,1,0,0,1
52,MORGAN,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",15358,289,113,742,175,421,158,246,274,531,77,236,373,143,294,389,149,225,267,307,144,111,136,262,284,154,247,318,68,240,299,301,163,102,149,137,140,465,219,245,122,335,97,216,348,386,461,0,405,380,562,387,143,383,133,278,106,237,245,294,247
52,MORGAN,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",17572,407,83,887,210,385,112,198,14,37,54,12,668,190,424,637,155,243,724,341,50,162,84,476,525,259,283,426,84,324,398,385,256,37,168,177,303,497,230,222,177,353,102,285,398,498,380,0,497,493,622,475,198,381,163,340,160,66,283,289,285
52,MORGAN,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,70,1,0,4,0,2,1,0,0,1,1,0,2,0,3,2,1,1,1,1,0,1,0,1,3,0,1,1,1,0,1,2,1,0,0,0,0,1,0,2,1,3,1,1,2,2,3,0,2,2,1,3,0,2,2,3,0,1,1,2,2
52,MORGAN,SECRETARY OF STATE,DEM,"Worley, Nancy L.",17466,349,116,892,213,468,173,256,275,532,79,238,464,176,326,457,172,265,339,339,150,130,145,328,407,173,288,325,75,281,341,345,197,104,186,164,180,508,232,267,116,381,115,227,360,464,552,0,481,446,633,445,157,407,144,306,129,239,296,325,288
52,MORGAN,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",694,13,5,38,5,20,10,17,5,7,1,1,11,6,4,12,4,14,14,21,8,8,3,8,12,20,12,24,1,5,11,13,6,3,6,11,4,25,8,7,11,21,4,5,21,22,22,0,17,26,24,21,7,18,9,13,5,7,15,17,6
52,MORGAN,SECRETARY OF STATE,REP,"Thomas, Dave",16621,378,80,802,191,370,101,198,10,34,55,10,632,171,425,617,147,207,689,312,43,149,88,447,461,234,269,429,85,309,387,364,233,34,139,155,279,499,238,203,193,346,91,292,405,456,313,0,451,452,592,444,196,401,156,341,145,68,256,277,272
52,MORGAN,SECRETARY OF STATE,WI,WRITE-IN,29,1,0,3,0,0,0,1,0,2,0,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1
52,MORGAN,STATE TREASURER,DEM,"Black, Stephen Foster",16071,285,113,814,200,433,158,250,274,529,71,239,398,150,283,395,149,239,273,319,141,133,140,278,266,157,274,320,72,257,311,316,201,96,173,136,145,512,230,250,118,368,127,199,355,408,467,0,446,423,590,435,166,396,142,292,117,239,250,300,253
52,MORGAN,STATE TREASURER,LIB,"Garland,Gabe",1119,15,11,75,7,22,8,16,2,7,6,0,23,16,11,21,14,18,15,24,5,7,9,11,17,31,32,30,1,14,12,18,10,4,12,10,9,34,13,19,22,35,12,17,33,33,29,0,37,39,60,36,11,40,16,29,8,12,12,17,12
52,MORGAN,STATE TREASURER,REP,"Ivey, Kay",17405,426,81,838,205,388,110,202,14,40,58,9,669,185,454,646,161,233,741,331,52,150,84,488,580,248,255,437,87,317,407,382,217,42,153,180,301,485,235,205,176,347,77,308,405,502,379,0,466,453,605,437,188,372,151,352,149,64,298,287,293
52,MORGAN,STATE TREASURER,WI,WRITE-IN,37,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0,1,0,0,0,2,1,1,0,0,0,2,1,0,0,1,3,2,2,1,0,2,0,0,0,1,0,0,0,1,0,2,2,2,0,0,0,0,1,1,0
52,MORGAN,STATE AUDITOR,DEM,"Gibson, Carolyn",13842,282,95,684,176,372,139,220,269,528,74,237,306,133,229,324,140,202,219,279,143,116,129,218,216,139,248,275,65,209,252,255,154,93,142,123,107,406,200,225,89,325,99,188,297,347,429,0,374,351,491,341,137,321,126,269,102,221,219,263,230
52,MORGAN,STATE AUDITOR,LIB,"Reeves, Franklin",1317,20,11,72,11,33,12,22,6,14,7,2,23,16,16,21,14,20,15,36,7,14,8,17,20,29,31,43,3,16,25,17,11,4,19,12,13,48,24,19,20,34,21,18,44,41,34,0,38,36,47,39,18,40,16,35,7,10,14,33,21
52,MORGAN,STATE AUDITOR,REP,"Chapman, Beth",18743,407,91,938,214,420,124,215,15,33,55,9,745,195,490,702,158,257,776,348,45,151,91,509,594,265,272,449,92,359,445,434,255,43,163,181,329,544,246,229,193,368,92,311,431,533,396,0,525,510,687,519,204,424,160,342,164,77,313,306,300
52,MORGAN,STATE AUDITOR,WI,WRITE-IN,32,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,2,0,1,0,2,0,0,2,1,0,0,2,2,1,1,0,1,1,1,0,0,0,0,0
52,MORGAN,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",17741,328,127,916,213,448,165,267,273,533,80,238,442,188,316,438,182,268,272,309,148,160,157,268,262,203,336,375,91,274,328,347,240,106,214,137,132,577,287,266,153,418,123,247,404,469,491,0,517,483,681,501,184,424,154,344,146,244,264,299,284
52,MORGAN,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",841,18,4,42,9,16,12,12,5,8,2,2,18,9,8,17,4,14,18,30,7,4,8,13,18,17,22,36,1,13,16,14,5,1,9,14,4,17,2,13,13,26,6,10,28,25,31,0,24,27,38,18,8,19,8,23,5,8,15,19,8
52,MORGAN,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",15330,359,70,731,172,358,95,173,11,31,54,8,589,149,402,584,130,196,709,316,42,120,66,458,546,210,202,362,67,285,370,344,186,33,116,166,305,423,193,189,152,291,87,259,346,425,336,0,390,387,518,380,173,348,145,292,121,58,263,276,263
52,MORGAN,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,21,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0
52,MORGAN,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",15714,310,105,775,196,381,154,222,273,525,80,235,370,148,264,394,157,259,242,293,141,128,140,219,248,191,291,335,74,244,296,307,205,103,185,123,110,472,237,245,129,384,119,208,339,405,450,0,440,415,587,432,166,376,142,312,128,233,239,274,259
52,MORGAN,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",1231,23,11,73,7,31,14,21,6,8,3,2,26,21,19,26,12,14,27,29,11,17,9,13,28,24,27,43,1,17,10,20,9,0,12,18,5,43,16,14,18,37,6,12,39,35,21,0,50,43,55,44,9,31,14,29,10,9,20,22,17
52,MORGAN,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",17677,406,87,875,205,446,114,232,11,42,55,12,696,183,461,655,156,220,755,344,47,145,83,535,585,224,245,398,85,330,424,397,219,38,135,186,338,514,225,218,171,328,89,308,416,488,411,0,464,460,614,443,187,408,152,310,136,68,301,314,283
52,MORGAN,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,2,0,1,0,1,1,0,0,1,0
52,MORGAN,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",11945,262,79,559,145,308,123,182,270,526,65,234,264,107,216,301,88,172,190,235,136,83,115,181,195,109,201,265,72,193,241,245,118,84,105,104,101,287,162,200,72,251,92,161,243,280,376,0,303,284,407,289,115,291,92,234,79,219,203,240,191
52,MORGAN,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",1140,14,10,65,11,26,15,17,3,12,5,3,34,9,20,21,12,15,31,31,10,8,6,22,35,20,23,42,2,14,11,19,8,1,20,11,9,33,7,21,13,32,7,13,36,37,30,0,30,42,43,26,4,28,10,32,8,13,20,25,15
52,MORGAN,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",21416,448,112,1090,242,509,146,269,17,38,66,13,782,234,504,741,225,299,801,401,48,205,110,556,613,305,338,486,86,383,478,455,309,57,216,209,339,717,311,256,243,463,117,353,509,616,469,0,615,589,799,597,245,484,207,405,189,79,330,346,347
52,MORGAN,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,32,1,0,3,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2,0,0,1,0,0,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,0,2,1,1,0,0,0,0,1
52,MORGAN,"US HOUSE, CONGRESSIONAL DISTRICT 4",LIB,"McLendon, Tony Hughes",2133,29,20,0,0,0,0,0,0,0,25,0,0,39,0,0,40,26,65,0,0,38,50,68,75,61,89,132,16,0,0,0,50,0,56,0,36,142,79,0,36,142,41,55,110,151,23,0,0,0,0,138,45,10,43,103,31,0,69,0,0
52,MORGAN,"US HOUSE, CONGRESSIONAL DISTRICT 4",REP,"Aderholt, Robert",12198,218,96,0,0,0,0,0,0,0,74,0,0,257,0,0,243,105,901,0,0,221,143,655,722,343,414,578,108,0,0,0,333,0,241,0,386,788,353,0,262,541,132,414,594,704,77,0,0,0,0,663,284,31,224,473,227,0,393,0,0
52,MORGAN,"US HOUSE, CONGRESSIONAL DISTRICT 4",WI,WRITE-IN,60,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,1,0,3,3,4,2,1,0,0,0,4,0,1,0,3,1,2,0,3,0,1,0,1,6,0,0,0,0,0,3,1,0,5,2,1,0,4,0,0
52,MORGAN,"US HOUSE, CONGRESSIONAL DISTRICT 5",DEM,"Cramer, Bud",14438,344,58,1334,316,661,223,380,286,549,0,243,789,0,540,768,0,259,0,502,168,0,0,0,0,0,0,0,0,440,508,536,0,115,0,255,5,0,0,358,0,0,0,0,0,0,627,0,764,710,960,1,0,604,0,0,0,274,0,448,413
52,MORGAN,"US HOUSE, CONGRESSIONAL DISTRICT 5",LIB,"Barksdale, Alan F.",307,4,1,36,1,13,12,7,3,9,0,1,9,0,5,7,0,7,0,21,6,0,0,0,0,0,0,0,0,10,14,18,0,2,0,5,0,0,0,4,0,0,0,0,0,0,16,0,18,20,27,0,0,13,0,0,0,2,0,10,6
52,MORGAN,"US HOUSE, CONGRESSIONAL DISTRICT 5",REP,"Engel, Stephen P.",4608,129,11,433,107,206,53,108,4,26,0,5,354,0,234,347,0,91,0,172,27,0,0,0,0,0,0,0,0,169,241,203,0,25,0,78,1,0,0,124,0,0,0,0,0,0,142,0,202,224,321,2,0,196,0,0,0,48,0,166,159
52,MORGAN,"US HOUSE, CONGRESSIONAL DISTRICT 5",WI,WRITE-IN,28,1,0,4,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,0,0,2,0,0,0,0,0,2,1
52,MORGAN,"STATE BOE, DISTRICT 6",LIB,"Vines, Patsy",7429,103,43,435,87,187,91,119,62,115,29,50,161,76,133,175,66,113,110,167,78,66,64,96,117,101,152,175,25,126,149,152,78,50,83,72,42,245,93,132,59,201,55,107,180,203,239,0,209,216,323,217,70,184,64,151,70,85,107,143,128
52,MORGAN,"STATE BOE, DISTRICT 6",REP,"Byers, David",20884,459,111,1006,241,482,129,247,20,48,73,16,792,216,506,745,199,289,816,394,56,186,114,574,647,282,318,498,92,388,476,449,284,54,189,200,367,629,308,255,217,433,118,351,507,599,458,0,589,577,742,548,228,489,198,392,172,96,330,352,333
52,MORGAN,"STATE BOE, DISTRICT 6",WI,WRITE-IN,70,2,0,2,0,2,1,0,1,2,0,0,1,1,0,0,1,0,2,0,0,0,0,5,3,1,1,2,1,0,1,2,2,0,1,0,0,6,1,1,0,1,0,0,0,2,1,0,4,0,3,3,1,2,2,2,0,1,2,2,2
52,MORGAN,"STATE SENATE, DISTRICT 3",DEM,"Roberts, Tommy Ed",23533,509,142,1303,298,568,195,319,276,537,100,238,648,208,451,677,233,307,580,465,157,201,176,543,579,255,416,390,91,352,427,461,318,102,258,222,311,726,312,303,172,537,138,287,506,629,647,0,760,698,944,667,192,529,209,410,158,248,394,387,367
52,MORGAN,"STATE SENATE, DISTRICT 3",REP,"Smith, Terry",12142,259,63,505,123,304,87,166,12,43,36,10,494,150,328,434,107,195,474,218,46,97,63,249,308,194,178,388,64,260,323,289,129,36,103,115,158,347,177,183,163,243,78,243,296,345,252,0,223,258,350,286,179,309,119,274,127,68,177,232,205
52,MORGAN,"STATE SENATE, DISTRICT 3",WI,WRITE-IN,64,1,0,2,1,0,0,3,1,0,1,1,2,1,1,3,0,0,0,2,1,1,0,0,2,1,0,3,1,2,3,1,1,0,0,0,1,1,0,3,1,1,0,0,0,1,2,0,0,0,2,2,1,4,0,1,0,1,5,1,2
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 4",DEM,"Hansberry, Cathy",4740,109,106,25,12,0,0,0,0,0,0,0,12,0,119,164,155,254,387,0,0,0,0,356,423,0,0,0,0,40,45,45,0,93,0,0,221,461,0,5,0,0,0,239,330,398,7,0,0,0,0,0,0,427,0,0,0,0,307,0,0
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 4",REP,"Hammon, Micky",5875,134,99,22,11,0,0,0,0,0,0,0,38,0,150,255,182,254,676,0,0,0,0,442,475,0,0,0,0,50,59,74,0,48,0,0,249,595,0,1,0,0,0,297,481,589,4,0,0,0,0,0,0,414,0,0,0,0,276,0,0
52,MORGAN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 4",WI,WRITE-IN,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
