Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,,,,,Total Number of Votes,ABSENTEE VOTERS,ABBEVILLE ARMORY .1,ABBEVILLE ARMORY .2,BLANKENSHIP STORE,BROWNS CROSSROADS,CAPPS POST OFFICE,EDWIN CLUBHOUSE,ESPY FARMS,HALEBURG CITY HALL,HEADLAND ARMORY .1,HEADLAND ARMORY .2,HEBRON COMMUNITY VOTING HOUSE,JUDSON COMMUNITY,LAWRENCEVILLE HIGH SCHOOL,NEWVILLE VOTING HOUSE,SHORTERVILLE HOUSE,TUMBLETON VOTING HOUSE,UNION VT_ HOUSE,WILLIAMS COMM_ VOTING HOUSE,WILLS CROSS ROADS
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,
34,HENRY,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,5555,321,569,539,91,82,183,143,142,136,728,759,82,429,165,354,189,219,179,103,142
34,HENRY,GOVERNOR,DEM,"Siegelman, Don",2684,217,272,379,32,46,100,81,61,58,277,277,17,201,99,222,132,55,70,27,61
34,HENRY,GOVERNOR,LIB,"Sophocleus, John P.",60,3,8,3,0,1,2,2,6,3,8,8,1,3,5,3,0,1,1,0,2
34,HENRY,GOVERNOR,REP,"Riley, Bob",2750,94,280,151,59,35,81,57,75,69,435,469,64,221,59,127,56,159,106,76,77
34,HENRY,GOVERNOR,WI,WRITE-IN,5,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
34,HENRY,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",3330,234,346,400,55,43,132,94,72,80,395,401,27,232,111,254,139,95,89,53,78
34,HENRY,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",72,4,6,7,0,1,1,4,5,3,7,7,1,4,9,7,4,0,0,0,2
34,HENRY,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",2007,60,199,112,34,34,48,40,64,47,312,342,53,185,41,86,39,123,82,49,57
34,HENRY,LIEUTENANT GOVERNOR,WI,WRITE-IN,8,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
34,HENRY,UNITED STATES SENATOR,DEM,"Parker, Susan",1885,182,148,284,21,26,80,65,49,40,180,191,10,147,77,168,103,22,41,18,33
34,HENRY,UNITED STATES SENATOR,LIB,"Allen, Jeff",93,5,8,8,2,1,2,3,2,4,8,17,0,6,8,8,2,1,5,1,2
34,HENRY,UNITED STATES SENATOR,REP,"Sessions, Jeff",3449,113,397,232,66,52,100,70,90,87,531,544,72,267,73,169,80,195,127,82,102
34,HENRY,UNITED STATES SENATOR,WI,WRITE-IN,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
34,HENRY,ATTORNEY GENERAL,DEM,"Whigham, Boyd",2354,193,219,335,38,36,97,83,57,52,230,236,10,186,86,196,110,47,73,20,50
34,HENRY,ATTORNEY GENERAL,LIB,"Myers, Wilson",94,7,5,6,0,2,0,3,6,7,14,13,1,2,7,9,3,2,3,3,1
34,HENRY,ATTORNEY GENERAL,REP,"Pryor, Bill",2836,94,312,167,49,39,77,52,75,66,460,488,68,222,63,131,64,164,89,76,80
34,HENRY,ATTORNEY GENERAL,WI,WRITE-IN,9,0,1,0,0,0,0,0,0,0,2,1,0,3,0,0,1,0,0,0,1
34,HENRY,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",2551,190,241,350,37,40,103,81,66,64,274,290,21,177,95,206,117,52,61,32,54
34,HENRY,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",103,6,16,5,0,4,1,2,4,7,12,13,4,6,6,7,2,4,1,2,1
34,HENRY,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",2485,89,263,141,44,31,67,44,68,52,404,421,54,219,47,114,50,152,92,61,72
34,HENRY,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
34,HENRY,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",2121,188,180,299,21,34,90,69,49,45,212,231,11,174,84,183,114,22,49,16,50
34,HENRY,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",2856,86,315,189,57,39,74,53,82,72,462,475,65,223,63,127,53,173,99,76,73
34,HENRY,COURT OF CIVIL APPEALS,WI,WRITE-IN,10,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0
34,HENRY,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",2091,180,174,292,23,36,92,64,50,44,211,223,12,177,83,173,116,38,44,17,42
34,HENRY,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",251,12,28,26,2,1,6,10,7,12,32,30,2,13,10,24,8,4,13,5,6
34,HENRY,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",2564,85,283,166,48,34,63,47,75,56,425,440,60,199,52,107,43,152,90,68,71
34,HENRY,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,9,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,0,0
34,HENRY,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",2336,193,191,324,28,32,99,73,63,55,248,248,14,181,94,204,115,47,53,30,44
34,HENRY,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",2489,81,291,154,45,37,62,45,67,57,397,428,58,207,52,96,48,140,96,59,69
34,HENRY,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,13,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,1,0,1,0,0
34,HENRY,SECRETARY OF STATE,DEM,"Worley, Nancy L.",2565,200,250,359,33,38,100,85,60,59,264,280,17,198,89,204,124,48,63,40,54
