Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
,,,,,Total Number of Votes,ABSENTEE VOTERS,AUTAUGA COUNTY COURTHOUSE,AUTAUGA COUNTY VOTING SITE,AUTAUGAVILLE VOL_ FIRE DEPT_,BILLINGSLEY GOVERNMENT BLDG_,BOOTH POST OFFICE,CAMELLIA BAPTIST CHURCH,EAST MEMORIAL BAPTIST CHURCH,HAYNES COMMUNITY CENTER,INDEPENDENCE VOTING SITE,JONES COMMUNITY CENTER,MARBURY COMMUNITY CENTER,MULBERRY STATESVILLE COMM_,NATIONAL GUARD ARMORY .1,NATIONAL GUARD ARMORY .2,OLD KINGSTON VOTING SITE,PINE LEVEL COMMUNITY CENTER,PRATTMONT BAPTIST CHURCH,TRINITY UNITED METHODIST .1,TRINITY UNITED METHODIST .2,UPPER KINGSTON COMMUNITY CNTR,WHITE CITY FIRE
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,
01,AUTAUGA,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,14799,349,937,209,392,222,482,990,1337,177,304,200,583,211,809,854,456,1084,1098,1139,1439,1194,333
01,AUTAUGA,GOVERNOR,DEM,"Siegelman, Don",5137,92,583,76,268,41,188,352,348,60,196,84,212,198,225,232,312,291,355,277,366,302,79
01,AUTAUGA,GOVERNOR,LIB,"Sophocleus, John P.",281,5,15,2,6,2,13,22,31,1,4,2,23,3,16,13,9,28,19,19,19,24,5
01,AUTAUGA,GOVERNOR,REP,"Riley, Bob",9345,259,335,130,117,176,276,613,948,116,103,114,343,56,563,605,133,758,713,834,1040,865,248
01,AUTAUGA,GOVERNOR,WI,WRITE-IN,37,2,2,0,0,1,1,2,4,0,0,0,3,0,2,2,1,3,4,4,4,2,0
01,AUTAUGA,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",6388,135,624,89,285,65,230,429,490,62,213,92,268,203,319,319,324,358,429,418,508,416,112
01,AUTAUGA,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",185,2,12,2,4,3,6,18,19,3,3,4,16,1,8,9,4,15,17,11,12,10,6
01,AUTAUGA,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",8097,218,290,114,96,150,234,537,810,109,83,102,293,46,471,516,123,698,641,699,898,761,208
01,AUTAUGA,LIEUTENANT GOVERNOR,WI,WRITE-IN,35,1,2,0,2,0,2,3,2,1,0,0,1,1,1,2,0,4,1,2,4,4,2
01,AUTAUGA,UNITED STATES SENATOR,DEM,"Parker, Susan",3819,67,500,60,230,21,124,259,242,36,172,69,165,174,168,150,276,183,232,178,251,212,50
01,AUTAUGA,UNITED STATES SENATOR,LIB,"Allen, Jeff",199,2,12,2,5,4,8,16,15,2,4,3,10,1,8,15,8,20,18,10,17,13,6
01,AUTAUGA,UNITED STATES SENATOR,REP,"Sessions, Jeff",10687,292,406,142,150,194,342,711,1064,136,123,124,398,78,631,684,167,869,838,943,1159,962,274
01,AUTAUGA,UNITED STATES SENATOR,WI,WRITE-IN,23,0,2,0,0,1,0,1,5,1,1,0,3,0,0,2,0,2,3,1,0,1,0
01,AUTAUGA,ATTORNEY GENERAL,DEM,"Whigham, Boyd",3463,50,480,52,229,24,128,232,192,40,158,70,148,162,156,126,262,146,206,166,204,186,46
01,AUTAUGA,ATTORNEY GENERAL,LIB,"Myers, Wilson",264,4,22,3,6,4,10,23,24,1,6,2,15,2,17,16,8,25,22,20,15,12,7
01,AUTAUGA,ATTORNEY GENERAL,REP,"Pryor, Bill",10803,303,406,145,146,184,331,718,1094,128,127,119,407,80,621,695,174,891,855,936,1189,982,272
01,AUTAUGA,ATTORNEY GENERAL,WI,WRITE-IN,24,0,2,0,0,1,0,2,3,1,0,0,3,0,0,2,1,4,0,1,3,1,0
01,AUTAUGA,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",5039,63,555,70,246,36,167,344,388,50,173,67,192,178,255,252,292,267,331,324,398,313,78
01,AUTAUGA,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",289,6,12,1,4,2,14,20,28,3,4,3,14,1,23,21,10,22,26,20,23,23,9
01,AUTAUGA,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",9021,286,327,125,124,171,283,604,871,116,109,117,353,62,508,554,137,755,712,763,969,840,235
01,AUTAUGA,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,16,0,2,1,0,0,0,1,3,0,0,0,1,0,0,2,1,3,0,0,0,1,1
01,AUTAUGA,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3802,69,517,52,237,27,143,249,234,38,164,73,168,174,165,153,283,177,235,164,197,225,58
01,AUTAUGA,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",10153,271,367,141,127,168,311,700,1007,123,117,109,371,61,605,648,150,834,804,919,1157,910,253
01,AUTAUGA,COURT OF CIVIL APPEALS,WI,WRITE-IN,36,0,4,0,1,0,1,1,6,0,1,1,2,0,1,2,2,4,1,4,2,1,2
01,AUTAUGA,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3602,52,486,47,229,24,121,239,204,43,164,72,163,173,136,138,275,155,224,171,219,209,58
