Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
,,,,,Total Number of Votes,ABSENTEE VOTERS,ANNEX VOTING HOUSE,ANTIOCH VOTING HOUSE,BELLEVILLE FIRE DEPARTMENT,BERMUDA COMMUNITY HOUSE,BROOKLYN MASONIC LODGE,BROWNVILLE FIRE DEPT,CASTLEBERRY FIRE DEPT,DAVID BURT BUILDING,FLAT ROCK FIRE DEPT,HEALTH DEPARTMENT,JOHNSONVILLE FIRE DEPT,LENOX COMMUNITY HOUSE,LITTLE ZION CHURCH,LYEFFION FIRE DEPT,MT_ UNION CHURCH,2ND MT_ ZION CHURCH,NATIONAL GUARD ARMORY,NAZARENE BAPTIST CHURCH,OLD FIELD CHURCH,PAUL FIRE HOUSE,RANGE FIRE DEPARTMENT,REPTON CITY HALL,ROBINSON MILL VOTING HOUSE,SANDCUTT FIRE DEPARTMENT,SKINNERTON VOTING HOUSE,WOOTEN VOTING HOUSE,CHALLENGED
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CONECUH,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,5021,141,104,192,295,131,65,144,407,575,54,218,96,139,133,193,117,113,505,210,193,90,86,276,159,149,50,186,0
18,CONECUH,GOVERNOR,DEM,"Siegelman, Don",2638,66,80,70,206,32,37,51,206,184,18,154,91,25,82,59,43,94,382,157,113,42,22,153,113,26,22,110,0
18,CONECUH,GOVERNOR,LIB,"Sophocleus, John P.",60,2,1,4,7,1,1,0,7,5,1,2,0,1,1,3,0,1,5,2,0,1,1,5,1,6,1,1,0
18,CONECUH,GOVERNOR,REP,"Riley, Bob",2276,73,22,114,77,97,27,92,192,382,35,59,3,113,48,129,72,15,114,49,80,47,62,116,45,113,27,73,0
18,CONECUH,GOVERNOR,WI,WRITE-IN,12,0,0,3,0,0,0,,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,1,0
18,CONECUH,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",3342,94,87,110,226,55,48,80,288,323,28,173,91,37,101,120,67,103,413,159,135,52,36,164,118,66,33,135,0
18,CONECUH,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",48,0,0,2,4,2,1,1,8,4,0,1,0,2,1,0,3,1,5,5,0,1,1,5,1,0,0,0,0
18,CONECUH,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",1480,39,13,75,59,71,16,58,104,238,23,34,3,94,25,69,43,5,74,40,52,33,45,100,33,74,15,45,0
18,CONECUH,LIEUTENANT GOVERNOR,WI,WRITE-IN,15,0,0,1,0,0,0,1,0,1,0,3,0,2,0,0,0,0,1,1,2,0,0,0,0,2,1,0,0
18,CONECUH,UNITED STATES SENATOR,DEM,"Parker, Susan",2345,50,70,53,195,20,37,50,206,156,11,145,88,14,82,42,41,81,347,139,101,29,21,117,107,22,22,99,0
18,CONECUH,UNITED STATES SENATOR,LIB,"Allen, Jeff",85,1,0,4,11,1,1,1,11,12,1,2,1,2,1,4,0,3,5,2,1,3,1,6,3,5,0,3,0
18,CONECUH,UNITED STATES SENATOR,REP,"Sessions, Jeff",2442,76,29,130,84,107,27,89,180,398,39,64,5,118,45,141,71,26,141,64,87,54,64,144,44,111,27,77,0
18,CONECUH,UNITED STATES SENATOR,WI,WRITE-IN,10,0,0,2,0,1,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
18,CONECUH,ATTORNEY GENERAL,DEM,"Whigham, Boyd",2430,53,70,62,200,23,32,47,194,168,12,146,86,26,86,47,41,80,369,141,104,30,23,135,106,32,21,96,0
18,CONECUH,ATTORNEY GENERAL,LIB,"Myers, Wilson",86,1,1,3,7,2,2,2,13,9,1,3,0,3,2,5,1,2,9,4,2,1,0,5,2,0,2,4,0
18,CONECUH,ATTORNEY GENERAL,REP,"Pryor, Bill",2244,72,23,120,79,102,29,84,176,378,38,59,7,106,37,127,68,22,110,57,81,52,62,125,42,99,22,67,0
18,CONECUH,ATTORNEY GENERAL,WI,WRITE-IN,11,0,0,1,0,0,1,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
18,CONECUH,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",2572,60,73,63,199,30,34,59,219,192,15,152,90,28,82,55,41,89,375,147,105,36,34,141,108,29,20,96,0
18,CONECUH,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",98,1,0,1,8,3,1,2,16,8,1,5,0,7,2,8,4,2,5,1,3,2,2,6,1,4,0,5,0
18,CONECUH,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",1981,57,23,116,79,89,25,73,145,331,34,49,5,93,39,109,61,11,101,48,69,43,47,114,38,97,24,61,0
18,CONECUH,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,CONECUH,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",2404,53,70,64,202,19,34,53,206,155,15,152,91,10,83,53,38,83,359,147,98,37,20,128,100,16,21,97,0
18,CONECUH,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",2022,56,23,107,80,92,26,67,154,329,30,48,3,115,37,104,61,16,108,48,77,41,55,120,40,105,22,58,0
18,CONECUH,COURT OF CIVIL APPEALS,WI,WRITE-IN,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0
18,CONECUH,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",2359,48,71,55,199,18,33,45,187,146,15,146,91,20,82,49,37,83,359,146,98,32,25,128,103,24,24,95,0
18,CONECUH,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",224,4,1,7,12,6,4,10,26,28,2,9,0,11,5,11,3,6,23,6,6,4,3,16,5,7,2,7,0
18,CONECUH,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",1792,55,21,103,69,85,19,64,135,308,24,45,3,91,31,94,60,11,86,43,70,39,48,98,34,83,17,56,0
18,CONECUH,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,12,0,,3,0,0,1,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
18,CONECUH,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",2567,51,71,65,208,29,33,52,204,199,18,151,91,22,85,62,42,86,374,150,109,35,28,146,102,30,26,98,0
18,CONECUH,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",1796,56,22,91,72,75,25,69,150,297,26,45,2,92,35,88,57,12,100,44,64,39,47,92,39,83,16,58,0
18,CONECUH,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,10,0,0,1,0,0,0,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
18,CONECUH,SECRETARY OF STATE,DEM,"Worley, Nancy L.",2890,71,73,86,216,39,38,58,247,227,22,164,91,36,92,80,52,94,403,162,115,40,35,157,114,40,25,113,0
18,CONECUH,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",73,2,0,2,6,2,1,1,11,8,1,4,0,3,1,3,1,0,5,3,1,2,0,7,0,7,1,1,0
18,CONECUH,SECRETARY OF STATE,REP,"Thomas, Dave",1589,42,20,89,62,75,21,66,116,272,22,35,3,87,29,81,53,8,71,34,62,37,44,88,30,76,16,50,0
18,CONECUH,SECRETARY OF STATE,WI,WRITE-IN,5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,CONECUH,STATE TREASURER,DEM,"Black, Stephen Foster",2519,49,74,66,205,29,33,46,215,171,16,154,92,28,79,47,38,91,377,151,105,35,33,141,100,29,22,93,0
18,CONECUH,STATE TREASURER,LIB,"Garland,Gabe",87,2,1,1,3,4,0,2,11,10,1,4,0,5,1,10,2,1,11,3,1,1,2,4,0,4,0,3,0
18,CONECUH,STATE TREASURER,REP,"Ivey, Kay",1993,68,18,111,76,90,26,79,145,337,31,47,2,98,41,112,64,12,92,45,66,46,44,114,49,94,22,64,0
18,CONECUH,STATE TREASURER,WI,WRITE-IN,9,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
18,CONECUH,STATE AUDITOR,DEM,"Gibson, Carolyn",2642,60,72,75,203,29,35,56,211,232,20,157,91,23,84,61,51,91,368,151,105,38,30,142,104,27,24,102,0
18,CONECUH,STATE AUDITOR,LIB,"Reeves, Franklin",136,2,0,2,8,6,2,5,17,9,4,7,1,4,2,8,3,1,15,4,3,4,1,7,2,12,1,6,0
18,CONECUH,STATE AUDITOR,REP,"Chapman, Beth",1761,54,24,103,72,79,24,63,143,271,19,41,3,96,35,94,48,11,91,44,66,38,48,105,39,84,17,49,0
18,CONECUH,STATE AUDITOR,WI,WRITE-IN,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
18,CONECUH,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",3278,74,77,121,225,56,39,74,275,307,31,175,91,50,107,117,63,92,421,167,134,49,34,168,116,55,41,119,0
18,CONECUH,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",88,3,0,2,8,1,1,6,11,15,0,1,1,2,1,0,3,2,7,3,1,4,1,8,1,2,0,4,0
18,CONECUH,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",1233,44,17,56,49,59,21,46,86,196,14,32,2,74,17,55,38,5,55,28,45,28,44,77,31,69,5,40,0
18,CONECUH,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
18,CONECUH,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",3432,87,84,123,235,72,45,83,287,310,32,178,93,53,104,116,72,96,411,168,129,62,34,187,125,68,40,138,0
18,CONECUH,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",82,2,0,2,7,3,0,2,12,16,0,4,0,4,0,3,0,0,8,2,1,1,1,6,4,3,0,1,0
18,CONECUH,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",1166,36,13,56,45,46,18,43,76,208,16,27,1,67,22,58,34,8,63,28,50,20,45,63,23,61,6,33,0
18,CONECUH,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18,CONECUH,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",2325,48,68,45,195,19,34,42,181,146,15,154,90,13,80,43,39,86,355,144,101,32,24,131,105,23,16,96,0
18,CONECUH,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",87,5,1,3,6,1,0,4,9,10,1,3,0,7,1,4,1,1,8,5,1,1,0,9,2,1,0,3,0
18,CONECUH,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",2253,68,28,132,85,102,29,84,183,378,30,50,4,105,42,125,68,16,120,51,79,50,56,120,44,106,29,69,0
18,CONECUH,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,12,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0
18,CONECUH,"US HOUSE, DISTRICT 2",DEM,"Woods, Charles",2301,46,71,48,204,22,30,44,195,128,14,140,88,17,81,46,32,79,348,142,97,32,21,131,99,28,18,100,0
18,CONECUH,"US HOUSE, DISTRICT 2",LIB,"Shackelford, Floyd",67,1,0,2,6,0,1,1,10,10,0,1,0,5,3,3,0,2,6,3,2,2,0,7,0,2,0,0,0
18,CONECUH,"US HOUSE, DISTRICT 2",REP,"Everett, Terry",2355,78,26,137,75,102,33,91,164,408,36,62,6,108,42,135,80,23,134,53,87,49,57,120,51,94,29,75,0
18,CONECUH,"US HOUSE, DISTRICT 2",WI,WRITE-IN,10,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0
18,CONECUH,"STATE SENATE, DISTRICT 22",DEM,"Lindsey, Pat",466,2,0,81,0,0,37,0,126,0,0,0,0,37,0,0,49,0,0,0,0,44,34,0,0,56,0,0,0
18,CONECUH,"STATE SENATE, DISTRICT 22",REP,"Day, Sheldon A.",550,8,0,97,0,0,28,0,114,0,0,0,0,79,0,0,58,0,0,0,0,39,44,0,0,83,0,0,0
18,CONECUH,"STATE SENATE, DISTRICT 22",WI,WRITE-IN,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,CONECUH,"STATE SENATE, DISTRICT 23",DEM,"Sanders, Hank",2543,72,80,0,232,48,0,69,135,232,24,164,91,10,98,69,0,95,408,170,127,0,2,171,111,0,22,113,0
18,CONECUH,"STATE SENATE, DISTRICT 23",LIB,"Motes, Richard",707,25,4,0,36,37,0,41,12,180,16,19,1,4,15,92,0,7,57,11,29,0,1,49,27,0,18,26,0
18,CONECUH,"STATE SENATE, DISTRICT 23",WI,WRITE-IN,20,0,0,0,0,2,0,3,0,2,0,2,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,4,0
18,CONECUH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 64",DEM,"Warren, J.E. ""Jimmy""",632,13,0,0,0,0,0,0,277,0,0,0,0,61,0,0,0,0,0,164,0,0,38,0,0,79,0,0,0
18,CONECUH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 64",REP,"Albritton, Greg",339,3,0,0,0,0,0,0,128,0,0,0,0,56,0,0,0,0,0,44,0,0,43,0,0,65,0,0,0
18,CONECUH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 64",WI,WRITE-IN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CONECUH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 68",DEM,"Jackson, Thomas E.",1365,27,0,0,234,51,0,0,0,0,0,161,0,8,0,0,0,0,420,0,128,0,2,184,119,0,0,31,0
18,CONECUH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 68",WI,WRITE-IN,11,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0
18,CONECUH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 90",DEM,"Newton, Charles",1233,32,81,118,0,0,36,76,0,258,29,8,91,0,96,87,66,88,0,0,0,50,0,0,0,0,32,85,0
18,CONECUH,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 90",WI,WRITE-IN,9,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
18,CONECUH,STATEWIDE AMENDMENT #1,,YES,3022,78,68,103,206,79,37,91,269,337,27,132,35,84,87,101,78,58,369,135,110,46,50,179,83,68,24,88,0
18,CONECUH,STATEWIDE AMENDMENT #1,,NO,777,16,3,44,30,17,14,28,67,109,13,27,1,30,17,46,17,20,52,18,28,20,12,40,22,41,12,33,0
18,CONECUH,STATEWIDE AMENDMENT #2,,YES,2183,38,62,53,167,39,25,60,192,206,15,106,33,35,72,54,49,49,325,110,81,25,29,138,72,43,26,79,0
18,CONECUH,STATEWIDE AMENDMENT #2,,NO,1438,48,8,82,61,42,26,53,132,217,22,45,3,76,31,82,43,23,87,40,55,34,29,72,26,59,6,36,0
18,CONECUH,STATEWIDE AMENDMENT #3,,YES,2701,51,65,111,185,61,37,87,234,308,24,113,33,66,80,94,65,51,334,125,96,39,27,163,76,53,31,92,0
18,CONECUH,STATEWIDE AMENDMENT #3,,NO,916,33,7,29,41,30,10,29,85,109,16,32,2,35,21,51,26,21,75,29,40,24,26,47,22,43,5,28,0
