Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
08,CALHOUN,UNITED STATES SENATOR,WI,WRITE-IN,54,54,2,3,0,3,0,1,1,0,0,1,1,2,1,0,4,0,1,0,0,0,2,0,0,4,1,0,0,0,1,0,1,1,0,1,0,1,1,2,2,0,0,1,1,0,2,2,1,3,1,2,1,2,1
08,CALHOUN,ATTORNEY GENERAL,DEM,"Whigham, Boyd",11658,11656,187,191,234,391,397,304,396,102,272,425,367,240,188,65,432,242,110,167,72,151,177,92,168,194,293,124,210,117,278,172,200,380,307,336,147,172,163,239,204,149,189,172,114,111,90,434,232,110,159,352,112,123,403
08,CALHOUN,ATTORNEY GENERAL,LIB,"Myers, Wilson",784,784,11,28,27,28,5,18,8,12,9,12,27,13,21,2,37,5,9,7,7,13,12,14,12,22,15,8,6,9,27,26,19,12,17,20,10,10,6,16,10,9,17,16,9,9,15,37,17,7,17,32,4,19,6
08,CALHOUN,ATTORNEY GENERAL,REP,"Pryor, Bill",19825,19810,455,470,467,973,20,413,77,268,29,88,967,638,414,79,950,186,272,144,190,457,294,200,355,685,421,163,43,200,823,268,593,80,479,507,316,300,311,667,483,103,266,260,142,303,227,1065,547,586,319,596,272,338,41
08,CALHOUN,ATTORNEY GENERAL,WI,WRITE-IN,71,71,0,2,2,1,0,1,1,1,0,1,2,1,1,1,4,2,2,1,1,1,1,0,1,5,0,2,0,0,6,2,1,2,1,3,1,0,0,2,1,1,0,0,0,1,3,4,1,1,3,1,2,0,1
08,CALHOUN,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",15377,15374,242,280,335,555,401,415,427,171,282,453,552,358,263,77,590,269,146,195,95,206,234,134,242,323,370,166,233,145,484,217,288,413,386,434,210,229,224,345,274,163,230,241,148,172,129,594,332,228,228,495,154,173,424
08,CALHOUN,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",755,755,12,15,22,25,2,17,5,14,4,4,26,22,22,1,50,6,9,6,9,15,9,14,14,27,22,5,5,13,27,28,14,9,24,19,13,14,8,21,14,7,6,8,10,12,10,37,10,6,17,17,7,18,4
08,CALHOUN,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",16043,16029,396,393,370,789,15,306,50,198,23,63,777,499,338,71,782,159,229,116,167,391,241,161,272,563,341,128,19,170,620,215,503,58,395,411,251,236,245,557,404,88,230,190,107,236,196,910,441,461,256,469,223,280,20
08,CALHOUN,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,34,34,1,0,0,5,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,4,0,2,1,0,1
08,CALHOUN,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",13378,13372,226,242,285,437,400,364,419,129,282,447,427,279,206,70,499,262,117,190,82,173,201,106,192,230,346,141,231,141,386,213,238,403,331,373,166,202,207,290,215,155,211,201,137,134,110,525,280,148,209,427,121,142,424
08,CALHOUN,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",17544,17532,392,421,408,864,15,338,53,232,22,72,874,566,386,70,873,161,247,115,181,423,259,188,309,637,364,144,20,169,694,246,540,63,444,460,288,258,258,599,447,98,233,217,117,270,208,947,478,514,264,508,250,309,19
08,CALHOUN,COURT OF CIVIL APPEALS,WI,WRITE-IN,75,75,1,1,2,3,0,1,3,1,0,1,3,2,1,0,2,1,0,1,0,1,2,2,3,3,0,0,0,0,5,2,1,1,0,5,3,2,1,4,1,0,1,0,0,2,3,3,0,1,0,2,2,1,1
08,CALHOUN,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",12633,12630,209,227,257,438,397,330,414,104,279,444,395,263,211,66,485,244,116,179,77,165,191,102,171,244,314,139,232,119,340,193,227,399,319,358,165,196,191,267,209,152,198,181,123,118,107,471,264,117,179,388,114,122,420
08,CALHOUN,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",2034,2034,29,45,67,83,9,47,16,14,9,15,63,34,54,10,121,25,28,15,26,37,31,29,37,57,49,23,14,32,58,37,36,18,67,61,23,32,33,58,42,22,36,45,21,29,20,117,49,24,45,84,18,32,8
08,CALHOUN,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",15894,15882,377,382,363,749,13,319,42,238,18,59,818,530,323,56,763,145,215,112,158,381,233,159,285,554,329,124,9,154,670,221,506,51,383,403,258,228,236,558,404,76,202,187,104,249,194,873,432,511,250,450,230,283,15
08,CALHOUN,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,39,39,1,2,1,1,0,2,1,1,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1,1,1
08,CALHOUN,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",14519,14514,249,263,315,489,408,381,416,126,286,458,455,299,253,79,562,263,133,196,91,200,210,126,209,301,371,151,236,154,403,244,269,416,377,422,187,219,222,318,259,171,224,223,142,148,134,576,314,170,209,472,131,155,429
08,CALHOUN,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",15397,15387,354,370,351,745,9,297,52,216,21,53,788,508,320,56,771,148,219,103,162,373,235,162,271,532,314,127,17,146,636,204,480,48,380,385,253,222,226,537,380,75,201,181,101,246,184,847,421,471,240,437,223,275,14
08,CALHOUN,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,86,86,1,3,1,2,0,4,1,0,0,0,3,3,0,0,7,0,0,1,1,3,1,2,1,3,3,0,1,1,6,3,2,1,2,3,1,1,1,2,2,0,2,1,1,2,2,4,2,1,0,1,1,3,0
08,CALHOUN,SECRETARY OF STATE,DEM,"Worley, Nancy L.",15509,15504,261,283,344,559,405,419,432,159,280,462,519,340,261,89,601,280,142,216,94,189,224,135,250,301,394,164,238,167,495,230,282,414,375,413,210,238,237,344,280,172,235,239,151,169,142,620,326,244,214,506,153,178,429
08,CALHOUN,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",671,671,13,23,15,24,5,18,5,10,3,6,24,14,16,0,39,8,14,3,10,11,15,8,4,23,13,4,7,8,20,19,11,9,19,22,5,7,6,21,15,8,11,13,9,6,7,30,17,10,15,25,4,13,6
08,CALHOUN,SECRETARY OF STATE,REP,"Thomas, Dave",15164,15152,350,358,348,747,9,276,42,200,24,51,774,500,333,57,746,133,218,91,161,393,232,157,255,559,307,122,10,146,589,204,494,47,386,403,244,220,222,532,383,74,201,174,97,242,184,852,419,426,249,417,217,264,13
08,CALHOUN,SECRETARY OF STATE,WI,WRITE-IN,65,65,1,2,0,2,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,2,0,2,1,0,0,1,1,1,4,4,3,1,2,2,2,1,6,3,1,0,1,0,1,0,1,2,1,3,2,2,1,2,1
08,CALHOUN,STATE TREASURER,DEM,"Black, Stephen Foster",15100,15095,228,293,337,521,397,406,428,172,284,454,529,362,260,75,593,274,129,205,105,209,229,128,249,296,375,152,236,146,464,218,298,405,377,418,183,238,233,328,276,166,223,221,144,167,126,581,290,235,212,481,147,168,424
08,CALHOUN,STATE TREASURER,LIB,"Garland,Gabe",819,819,12,25,15,36,4,20,4,12,7,11,17,9,26,2,47,10,17,6,16,10,15,12,7,25,26,11,3,6,31,29,10,10,30,24,8,8,9,20,15,12,15,15,7,8,12,39,22,10,21,28,8,11,6
08,CALHOUN,STATE TREASURER,REP,"Ivey, Kay",15828,15818,387,358,367,793,18,298,50,193,15,55,783,505,336,71,759,146,232,106,148,388,234,162,262,565,325,130,19,177,611,212,492,59,383,411,272,224,232,558,394,78,223,197,111,247,192,892,454,446,262,459,227,283,17
08,CALHOUN,STATE TREASURER,WI,WRITE-IN,50,50,2,0,0,4,0,1,0,0,0,0,5,2,0,1,0,0,1,0,0,3,1,0,0,1,1,2,0,1,2,3,1,0,0,1,2,0,1,0,0,1,1,1,0,0,1,3,1,2,0,0,3,1,1
08,CALHOUN,STATE AUDITOR,DEM,"Gibson, Carolyn",13839,13833,236,254,301,466,399,359,421,113,282,451,435,285,237,76,524,267,121,190,81,172,215,116,214,256,344,150,237,145,390,216,254,410,350,395,182,204,215,307,239,163,216,224,141,138,113,529,279,163,203,440,130,154,431
08,CALHOUN,STATE AUDITOR,LIB,"Reeves, Franklin",1276,1276,16,36,30,44,6,35,9,21,8,12,36,24,31,2,83,12,22,9,21,21,23,15,20,33,29,8,7,14,48,33,22,9,53,44,19,23,6,35,33,14,23,24,13,11,11,57,33,22,23,48,13,25,7
08,CALHOUN,STATE AUDITOR,REP,"Chapman, Beth",15818,15807,369,376,364,781,11,308,48,222,15,55,810,532,337,64,763,142,222,106,163,398,219,163,263,583,336,133,9,155,639,202,504,51,375,392,248,232,246,549,397,78,204,166,97,255,202,892,438,480,253,450,226,272,12
08,CALHOUN,STATE AUDITOR,WI,WRITE-IN,53,53,1,2,2,1,1,2,0,0,1,0,3,1,1,0,2,0,0,0,0,0,1,1,2,1,0,0,1,0,2,4,3,1,0,1,2,0,0,0,0,0,0,2,2,0,1,3,1,1,0,2,3,1,1
08,CALHOUN,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",15993,15988,256,313,361,637,402,394,425,118,283,458,515,324,300,91,671,275,148,215,113,233,244,140,260,327,400,174,237,170,405,237,294,424,390,468,214,241,241,390,301,183,248,247,164,201,136,642,349,164,246,523,174,195,427
08,CALHOUN,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",960,960,15,28,30,35,8,30,11,15,6,11,36,19,15,2,49,10,12,9,14,16,12,16,14,25,23,10,10,11,39,29,23,9,34,18,8,8,13,22,15,7,10,17,6,11,13,49,17,19,18,47,4,26,6
08,CALHOUN,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",13841,13829,346,312,295,632,10,269,40,226,16,45,727,489,291,50,647,129,201,89,133,344,201,136,226,506,288,101,6,127,626,187,442,34,345,347,231,202,209,481,345,66,187,154,83,192,176,764,380,476,216,362,193,237,12
08,CALHOUN,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,49,49,1,1,0,3,0,2,0,0,0,0,2,2,0,0,7,1,1,0,1,1,0,0,0,1,0,0,0,0,2,3,1,1,2,2,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,0,1
08,CALHOUN,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",16866,16861,304,318,372,663,402,408,436,135,281,456,563,364,297,103,682,279,167,211,117,253,257,138,266,393,408,181,240,171,453,229,323,421,414,486,228,269,267,420,346,171,252,259,164,195,152,713,371,204,262,563,194,212,428
08,CALHOUN,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",979,979,12,26,28,37,4,26,6,18,7,10,33,20,19,2,56,12,12,11,8,11,15,18,18,31,22,8,5,17,36,34,24,12,32,23,11,10,7,24,21,10,15,19,9,6,16,48,19,10,27,36,8,22,8
08,CALHOUN,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",13584,13572,312,322,309,619,11,284,41,212,17,56,712,479,295,38,650,136,194,92,142,337,198,142,225,457,289,103,10,135,603,198,432,40,341,344,221,194,201,457,313,76,189,153,84,212,162,727,370,465,196,356,178,233,10
08,CALHOUN,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,35,35,1,1,0,3,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,0,1,2,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,0,2,0,1
08,CALHOUN,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",12767,12763,204,233,270,415,399,364,410,142,275,454,428,280,198,66,448,242,112,182,74,159,174,99,180,248,340,128,231,101,397,188,252,399,326,361,159,195,175,283,213,145,193,176,119,120,101,475,253,192,166,360,111,125,423
08,CALHOUN,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",1078,1078,26,31,28,40,8,25,8,26,10,11,44,27,19,5,59,16,17,8,15,11,15,14,13,28,33,9,7,10,45,31,22,20,33,32,6,11,11,29,14,8,13,17,12,11,14,56,26,18,24,29,6,19,8
08,CALHOUN,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",17858,17846,412,411,421,898,11,329,62,201,22,60,839,559,397,73,896,168,248,128,178,441,286,189,317,607,345,156,16,216,670,238,511,52,433,455,305,272,290,604,454,106,256,239,129,287,220,985,497,474,305,579,262,323,14
08,CALHOUN,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,56,56,3,0,1,2,0,2,1,0,0,0,2,1,0,1,7,1,0,0,1,1,0,0,0,2,1,1,0,0,3,4,1,1,0,3,1,0,1,2,1,0,0,0,2,0,1,1,2,0,2,0,1,2,1
08,CALHOUN,"US HOUSE, DISTRICT 3",DEM,"Turnham, Joe",12748,12743,220,230,257,453,386,358,389,136,276,424,435,262,198,66,500,247,122,161,79,153,180,91,188,244,324,116,202,123,385,194,217,382,336,373,169,197,191,267,220,144,195,179,116,134,106,428,238,183,193,409,134,128,405
08,CALHOUN,"US HOUSE, DISTRICT 3",LIB,"Crispin, George",475,475,10,16,10,17,1,10,3,2,2,6,15,11,8,1,24,4,13,5,5,11,7,11,8,19,9,2,2,8,13,15,6,6,20,18,4,3,4,8,12,8,11,11,6,5,6,19,12,2,12,12,4,14,4
08,CALHOUN,"US HOUSE, DISTRICT 3",REP,Rogers. Mike,19932,19920,436,464,481,969,34,378,98,259,34,107,951,639,435,85,936,197,262,157,200,469,321,211,358,680,415,182,58,213,764,264,617,95,467,495,311,294,298,673,488,113,282,268,146,290,234,1135,565,530,316,592,261,349,44
08,CALHOUN,"US HOUSE, DISTRICT 3",WI,WRITE-IN,48,48,1,2,3,3,1,0,0,0,0,0,1,2,1,0,2,0,2,0,0,1,1,0,0,1,1,1,1,0,0,2,1,1,0,1,1,0,1,2,1,1,0,3,0,0,1,0,1,2,0,1,2,2,1
08,CALHOUN,"STATE SENATE, DISTIRCT 11",DEM,"Preuitt, Jim",3625,3623,56,0,0,0,387,0,402,0,278,419,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,392,0,0,265,298,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385
08,CALHOUN,"STATE SENATE, DISTIRCT 11",REP,"Bradford, Ralph, Sr.",1120,1120,18,0,0,0,32,0,81,0,31,106,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,77,0,0,199,173,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
08,CALHOUN,"STATE SENATE, DISTIRCT 11",WI,WRITE-IN,23,23,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
08,CALHOUN,"STATE SENATE, DISTIRCT 12",DEM,"Gray, Preston R., Jr.",11114,11110,189,267,315,530,0,384,0,123,0,0,505,331,291,80,512,44,139,188,89,190,218,118,243,264,368,152,0,162,447,226,275,0,368,392,0,0,0,294,254,169,229,234,136,164,149,566,295,203,231,444,156,176,0
08,CALHOUN,"STATE SENATE, DISTIRCT 12",REP,"Marsh, Del",16431,16420,388,411,421,852,0,350,0,266,0,0,875,567,334,66,909,26,245,128,181,434,274,186,295,657,362,139,0,170,686,234,540,0,441,464,0,0,0,631,445,93,239,210,124,257,186,979,494,500,271,554,232,304,0
08,CALHOUN,"STATE SENATE, DISTIRCT 12",WI,WRITE-IN,89,89,1,3,0,5,0,2,0,1,0,0,1,3,0,1,11,0,2,0,0,1,2,0,0,3,0,0,0,1,6,3,4,0,2,5,0,0,0,5,0,0,2,0,2,1,3,4,0,4,0,6,2,3,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 32",DEM,"Boyd, Barbara Bigsby",3678,3676,61,0,0,0,390,428,382,172,285,389,0,0,0,0,50,267,0,0,0,0,240,0,0,0,0,0,229,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 32",REP,"Little, Benjamin L.",1500,1500,38,0,0,0,35,291,113,213,26,153,0,0,0,0,80,162,0,0,0,0,199,0,0,0,0,0,37,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 32",WI,WRITE-IN,6,6,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 35",DEM,"Hurst, Steve",3443,3442,43,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,249,290,296,451,359,0,0,0,0,0,0,0,0,0,0,602,0,0,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 35",REP,"Sims, Larry P.",3007,3007,57,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,226,195,195,485,355,0,0,0,0,0,0,0,0,0,0,397,0,0,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 35",WI,WRITE-IN,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 36",DEM,"Chandler, Wayne",2945,2943,68,236,262,0,0,0,0,0,0,0,501,336,0,0,0,0,0,173,105,0,13,0,0,0,0,144,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,237,226,0,0,0,0,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 36",REP,"Wood, Randy",5832,5829,159,462,480,0,0,0,0,0,0,0,865,556,0,0,0,0,0,145,168,0,26,0,0,0,0,158,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,574,473,0,0,0,0,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 36",WI,WRITE-IN,10,10,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 40",DEM,"Fite, Lea",6259,6257,104,0,0,731,0,0,0,0,0,0,0,0,268,91,0,0,198,0,0,267,0,127,248,0,416,0,0,202,510,245,0,0,413,481,0,0,0,0,0,162,293,285,163,193,173,0,0,0,252,0,195,240,0
08,CALHOUN,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 40",IND,"Cobb, Frank E.",848,845,14,0,0,68,0,0,0,0,0,0,0,0,44,26,0,0,14,0,0,25,0,26,37,0,28,0,0,24,51,38,0,0,29,36,0,0,0,0,0,54,74,74,62,22,17,0,0,0,36,0,18,28,0
