Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,,,,,Total Number of Votes,ABSENTEE VOTERS,AYCOCK BUILDING  18-1,BOARD OF EDUCATION  25-1,CADDO - FIRE STATION  33-1,CADDO SENIOR CITIZEN SITE 34-1,CHALYBEATE-FIRE STATION  17-1,COURTLAND MCCARLEY CENTER  6-1,DONALD CHURCH  7-1 & 8-1,FAIRFIELD - CHURCH 22-1 & 30-1,FAITH BAPTIST CHURCH  36-1,FLAT ROCK NEW ZION BAPTIST  11-1,FREEMAN BAPTIST CHURCH  26-1,HATTON MASONIC HALL  13-1,HILLSBORO V_F_D_  4-1,HILLSBORO CITY HALL 1-1,KITCHENS MILL 29-1 & 35-1,LANDERSVILLE METHODIST  12-1,LINDSEY HALL CHURCH  31-1,LOOSIER-CHURCH OF CHRIST  16-1,LAWRENCE HEALTH DPT MOULTON  19-1,MOULTON - CITY HALL  24-1,MT_ HOPE - FIRE STATION  9-1,MT_ MORIAH FELLOW_ 15-1 & 21-1,N_ COURTLAND SENIOR C_C_  2-1,PINEY GROVE CHURCH  32-1,PLEASANT GRV CH. 20-1 23-1 27-1,RED BANK - FIRE STATION  3-1,SPEAKE VOL FIRE 28-1,TOWN CREEK SR_ CITIZENS  5-1,WOLF SPRINGS COMM CENTER 10-1,WOODARD BUILDING  14-1,CHALLENGED
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LAWRENCE,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,10629,227,382,847,735,678,510,269,278,149,343,157,125,620,315,346,405,277,586,42,216,178,303,423,351,67,378,297,440,291,366,28,0
40,LAWRENCE,GOVERNOR,DEM,"Siegelman, Don",6192,135,206,435,330,336,238,161,169,92,167,66,120,350,200,303,188,159,16,160,316,90,177,256,325,37,171,261,282,243,189,14,0
40,LAWRENCE,GOVERNOR,LIB,"Sophocleus, John P.",188,2,5,14,16,21,8,4,3,5,5,3,0,15,8,4,13,6,1,1,10,3,1,6,0,6,8,5,10,0,5,0,0
40,LAWRENCE,GOVERNOR,REP,"Riley, Bob",4100,89,165,387,378,314,254,100,102,50,167,84,5,255,102,34,196,107,25,53,246,82,117,154,26,22,192,30,140,46,164,14,0
40,LAWRENCE,GOVERNOR,WI,WRITE-IN,27,0,3,1,3,2,2,1,1,0,0,1,0,0,2,0,2,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0
40,LAWRENCE,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",6610,158,222,491,382,353,252,170,186,89,181,88,115,366,201,294,214,161,24,159,345,103,187,290,325,34,210,263,292,241,198,16,0
40,LAWRENCE,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",172,1,5,11,12,18,11,5,2,4,8,1,0,10,8,6,6,7,1,2,9,1,6,4,0,2,9,4,15,1,3,0,0
40,LAWRENCE,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",3617,67,146,325,331,291,225,85,86,52,152,64,3,229,95,43,177,102,16,52,213,72,100,122,24,27,150,28,125,45,158,12,0
40,LAWRENCE,LIEUTENANT GOVERNOR,WI,WRITE-IN,18,1,0,0,2,4,1,0,0,1,0,1,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0
40,LAWRENCE,UNITED STATES SENATOR,DEM,"Parker, Susan",5793,137,167,391,315,279,225,147,156,84,156,71,109,343,184,280,187,155,20,141,281,80,165,255,315,32,185,257,267,219,178,12,0
40,LAWRENCE,UNITED STATES SENATOR,LIB,"Allen, Jeff",142,0,7,10,12,15,9,3,5,3,3,2,1,5,9,4,7,5,2,0,6,2,2,6,4,5,3,1,6,2,3,0,0
40,LAWRENCE,UNITED STATES SENATOR,REP,"Sessions, Jeff",4542,89,202,435,404,376,267,110,116,60,182,81,8,261,117,56,207,108,20,74,291,95,127,159,29,27,186,37,156,67,179,16,0
40,LAWRENCE,UNITED STATES SENATOR,WI,WRITE-IN,14,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0
40,LAWRENCE,ATTORNEY GENERAL,DEM,"Whigham, Boyd",5185,111,154,348,270,276,185,121,153,63,134,55,104,287,160,265,160,129,16,120,260,72,155,210,315,29,157,244,226,218,171,17,0
40,LAWRENCE,ATTORNEY GENERAL,LIB,"Myers, Wilson",204,1,8,13,19,18,9,9,3,3,9,2,2,14,7,4,14,6,1,2,8,0,3,10,4,2,7,4,16,2,4,0,0
40,LAWRENCE,ATTORNEY GENERAL,REP,"Pryor, Bill",4771,105,203,446,421,354,285,126,107,71,187,91,11,288,135,68,222,121,22,85,291,103,120,184,30,31,192,47,181,67,166,11,0
40,LAWRENCE,ATTORNEY GENERAL,WI,WRITE-IN,15,0,0,2,1,0,2,0,0,0,0,0,0,2,2,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
40,LAWRENCE,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",5668,125,166,388,311,290,196,138,159,79,144,68,110,320,178,282,187,139,19,136,290,84,164,228,319,36,184,253,250,230,175,20,0
40,LAWRENCE,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",213,1,6,14,19,16,15,10,4,4,7,1,1,15,9,4,13,6,1,5,9,5,3,14,2,1,8,2,12,2,4,0,0
40,LAWRENCE,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",4279,96,192,397,384,347,269,108,104,56,174,77,4,258,111,48,194,109,22,69,263,87,115,162,28,25,164,33,156,53,166,8,0
40,LAWRENCE,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,12,0,1,1,1,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
40,LAWRENCE,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",5316,127,157,338,274,297,188,131,151,62,123,51,107,304,174,274,170,134,16,133,270,73,142,229,314,32,162,246,241,222,162,12,0
40,LAWRENCE,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",4342,78,190,414,401,333,259,108,106,66,188,84,6,245,114,58,210,109,21,74,254,87,104,161,32,29,167,45,155,60,169,15,0
40,LAWRENCE,COURT OF CIVIL APPEALS,WI,WRITE-IN,22,0,0,1,3,1,0,0,0,0,0,0,0,3,5,0,1,2,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0
40,LAWRENCE,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",5249,126,169,326,270,281,186,130,155,71,130,55,106,310,164,269,167,124,16,127,262,69,142,216,318,26,145,245,240,225,168,11,0
40,LAWRENCE,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",556,4,21,37,59,45,33,15,12,6,20,7,4,26,26,18,20,19,3,13,32,8,12,24,5,4,15,8,37,8,14,1,0
40,LAWRENCE,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",3712,70,149,369,347,296,218,88,85,49,163,69,3,203,95,43,186,94,17,62,222,83,87,141,23,31,158,35,122,46,145,13,0
