Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
47,MARION,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,10,0,0,0,1,0,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,2
47,MARION,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",4329,169,61,99,280,103,257,119,580,535,445,268,74,25,57,149,49,26,88,137,132,36,640
47,MARION,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",5173,135,75,106,373,121,208,155,738,648,600,266,87,16,69,174,76,48,76,148,115,44,895
47,MARION,COURT OF CIVIL APPEALS,WI,WRITE-IN,16,0,0,0,4,0,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,3
47,MARION,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",4266,170,59,104,247,116,257,115,559,533,454,270,70,25,52,143,48,29,90,142,124,43,616
47,MARION,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",494,7,8,9,45,10,24,12,67,73,43,37,8,2,10,21,12,4,7,12,14,5,64
47,MARION,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",4659,123,69,87,358,103,178,144,684,578,531,225,78,12,65,152,62,38,65,130,109,35,833
47,MARION,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,23,0,0,0,0,1,2,0,2,2,3,1,2,0,0,1,0,0,1,0,2,1,5
47,MARION,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",4896,180,63,110,305,127,284,130,668,615,509,313,83,24,62,166,57,30,92,162,126,45,745
47,MARION,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",4414,116,69,87,333,95,167,136,623,556,513,217,73,14,59,148,62,39,71,124,119,35,758
47,MARION,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,20,0,0,0,3,0,1,0,1,1,4,2,1,0,0,0,0,1,0,0,1,0,5
47,MARION,SECRETARY OF STATE,DEM,"Worley, Nancy L.",5197,195,71,123,337,129,300,130,724,642,527,331,90,29,64,178,64,30,101,161,143,48,780
47,MARION,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",199,4,4,7,15,6,12,5,19,25,22,9,5,1,4,12,3,3,1,7,4,3,28
47,MARION,SECRETARY OF STATE,REP,"Thomas, Dave",4231,111,62,80,316,98,157,143,588,533,504,208,69,14,59,133,57,40,68,122,102,33,734
47,MARION,SECRETARY OF STATE,WI,WRITE-IN,19,0,0,1,0,0,0,0,2,0,4,2,2,0,0,1,0,0,0,1,0,1,5
47,MARION,STATE TREASURER,DEM,"Black, Stephen Foster",5098,181,62,112,325,125,282,137,723,632,520,326,90,29,73,178,57,34,92,163,142,52,763
47,MARION,STATE TREASURER,LIB,"Garland,Gabe",268,5,6,5,21,10,9,8,31,36,19,23,1,2,10,11,4,2,7,9,10,3,36
47,MARION,STATE TREASURER,REP,"Ivey, Kay",4381,121,70,92,329,103,184,139,603,544,516,214,79,15,51,137,68,39,68,120,107,33,749
47,MARION,STATE TREASURER,WI,WRITE-IN,19,0,0,0,2,0,1,0,2,0,4,1,1,0,0,1,0,0,1,0,0,0,6
47,MARION,STATE AUDITOR,DEM,"Gibson, Carolyn",4971,186,69,119,292,144,294,137,676,617,511,307,83,27,64,166,61,31,94,156,145,48,744
47,MARION,STATE AUDITOR,LIB,"Reeves, Franklin",410,5,5,6,36,10,10,9,51,61,43,34,5,2,7,20,6,3,6,13,7,5,66
47,MARION,STATE AUDITOR,REP,"Chapman, Beth",4163,116,58,83,327,78,162,131,591,518,492,201,73,11,59,134,56,37,67,116,99,29,725
47,MARION,STATE AUDITOR,WI,WRITE-IN,13,0,0,0,1,0,1,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,5
47,MARION,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",5814,198,86,150,364,165,309,166,797,711,597,370,101,30,81,191,70,39,114,176,172,57,870
47,MARION,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",223,4,1,5,20,5,12,2,32,36,17,12,3,3,2,16,2,1,1,6,8,3,32
47,MARION,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",3626,104,49,65,279,64,148,114,518,453,433,173,67,8,46,114,53,31,54,111,79,28,635
47,MARION,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,7,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1
47,MARION,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",5620,206,76,122,369,149,312,146,762,697,577,341,102,30,77,192,74,40,108,164,167,53,856
47,MARION,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",311,4,3,8,23,8,16,8,43,54,20,16,5,3,5,10,1,2,5,10,10,4,53
47,MARION,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",3777,103,59,81,278,79,146,131,545,453,459,195,61,11,49,123,51,34,61,113,80,27,638
47,MARION,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,11,0,0,0,2,1,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1,0,1
47,MARION,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",4043,170,57,96,254,117,230,113,524,484,442,261,62,20,55,145,39,27,76,127,119,39,586
47,MARION,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",208,5,2,5,18,9,12,6,21,28,19,11,7,2,2,8,3,1,2,5,4,4,34
47,MARION,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",5561,140,76,116,404,121,238,168,809,703,603,298,103,22,76,177,88,47,94,162,135,43,938
47,MARION,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,16,0,1,1,2,0,0,0,2,3,1,1,1,0,0,1,0,0,0,1,0,0,2
47,MARION,"US HOUSE, CONGRESSIONAL DISTRICT 4",LIB,"McLendon, Tony Hughes",1059,27,19,24,64,34,52,27,149,136,125,59,20,4,17,31,6,11,25,30,38,8,153
47,MARION,"US HOUSE, CONGRESSIONAL DISTRICT 4",REP,"Aderholt, Robert",7435,196,98,164,542,159,340,213,1031,954,778,447,139,33,113,248,112,55,118,207,186,68,1234
47,MARION,"US HOUSE, CONGRESSIONAL DISTRICT 4",WI,WRITE-IN,32,1,0,0,1,0,0,0,5,8,3,5,0,0,0,1,0,0,0,0,2,0,6
47,MARION,"STATE SENATE, DISTRICT 6",DEM,"Bedford, Roger",5393,196,56,129,358,150,225,110,747,710,526,372,97,31,78,196,63,32,92,194,161,55,815
47,MARION,"STATE SENATE, DISTRICT 6",REP,"Frazier, Betty",4762,128,85,105,354,104,267,178,641,554,553,231,90,17,62,145,73,46,86,117,117,38,771
47,MARION,"STATE SENATE, DISTRICT 6",WI,WRITE-IN,25,0,0,2,1,0,0,0,9,0,2,0,1,0,0,0,0,1,0,1,0,1,7
47,MARION,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 17",DEM,"Millican, Mike",5355,202,54,142,354,165,215,119,797,757,533,339,104,35,78,183,64,32,97,185,161,48,691
47,MARION,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 17",REP,"Westbrooks, Mike",4822,119,87,99,353,90,278,171,610,506,548,260,87,12,59,155,71,46,82,126,119,47,897
47,MARION,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 17",WI,WRITE-IN,14,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,6
47,MARION,STATEWIDE AMENDMENT #1,,YES,5708,207,77,111,366,114,248,164,836,741,649,299,97,31,62,171,78,48,89,171,139,67,943
47,MARION,STATEWIDE AMENDMENT #1,,NO,2338,60,32,51,169,67,130,66,289,305,247,127,39,11,52,83,37,19,43,76,66,13,356
47,MARION,STATEWIDE AMENDMENT #2,,YES,3553,139,40,66,218,64,178,113,517,478,435,191,50,28,31,108,51,27,64,97,91,34,533
47,MARION,STATEWIDE AMENDMENT #2,,NO,4014,113,61,81,289,106,184,104,535,501,433,205,73,10,74,133,56,29,59,128,103,39,698
47,MARION,STATEWIDE AMENDMENT #3,,YES,4536,162,65,85,340,96,215,144,600,553,563,254,71,31,57,142,68,35,58,137,106,48,706
47,MARION,STATEWIDE AMENDMENT #3,,NO,3032,82,42,66,173,79,151,69,441,411,301,141,54,8,51,104,43,23,59,96,87,29,522
