Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
,,,,,Total Number of Votes,ABSENTEE VOTERS,BACCUS,BARNSVILLE,BEAR CREEK,BEXAR,BRILLIANT,CLARK,E_T_ SIMS JR_ BUILDING .1,E_T_ SIMS JR_ BUILDING .2,GUIN,HACKLEBURG,HOWELL,KEMP,KIMBROUGH .1,KIMBROUGH .2,PEARCES MILL,PIKEVILLE,RYE,SHILOH,SHOTTSVILLE,WIGINTON,WINFIELD
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,
47,MARION,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,10404,329,142,245,721,262,509,293,1439,1287,1103,612,197,53,141,346,138,82,183,317,286,95,1624
47,MARION,GOVERNOR,DEM,"Siegelman, Don",5303,189,80,126,338,129,308,135,726,654,517,358,89,25,67,173,62,35,102,167,150,54,819
47,MARION,GOVERNOR,LIB,"Sophocleus, John P.",164,7,0,4,20,5,7,5,27,29,14,7,3,1,2,5,1,0,0,3,0,0,24
47,MARION,GOVERNOR,REP,"Riley, Bob",4770,132,60,109,351,126,184,149,658,579,558,237,99,22,71,165,73,46,79,139,127,40,766
47,MARION,GOVERNOR,WI,WRITE-IN,25,0,1,2,2,0,2,0,7,1,0,2,0,0,0,0,1,0,1,1,1,1,3
47,MARION,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",5529,204,75,135,361,147,308,142,776,710,543,345,102,27,69,181,63,33,109,166,150,55,828
47,MARION,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",139,2,2,3,12,4,7,3,12,19,13,11,2,2,2,5,3,2,1,5,6,2,21
47,MARION,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",4443,119,60,92,333,99,175,144,621,527,527,227,82,19,64,153,69,45,67,130,110,36,744
47,MARION,LIEUTENANT GOVERNOR,WI,WRITE-IN,38,0,2,0,1,1,2,0,5,2,2,4,1,0,3,1,0,0,1,1,4,0,8
47,MARION,UNITED STATES SENATOR,DEM,"Parker, Susan",4265,169,54,115,278,120,235,114,580,513,416,269,81,23,58,149,44,29,92,136,131,48,611
47,MARION,UNITED STATES SENATOR,LIB,"Allen, Jeff",160,3,3,4,11,9,5,3,13,30,15,14,1,1,1,6,1,1,2,4,5,3,25
47,MARION,UNITED STATES SENATOR,REP,"Sessions, Jeff",5760,153,84,112,418,127,254,174,820,714,657,311,109,25,81,187,92,51,87,163,131,42,968
47,MARION,UNITED STATES SENATOR,WI,WRITE-IN,21,0,0,0,1,1,0,0,4,5,2,2,0,0,0,0,0,0,0,0,2,0,4
47,MARION,ATTORNEY GENERAL,DEM,"Whigham, Boyd",4046,167,53,96,244,107,224,112,536,510,415,254,70,23,53,146,45,28,84,129,123,38,589
47,MARION,ATTORNEY GENERAL,LIB,"Myers, Wilson",262,6,2,5,16,12,11,6,36,48,25,16,4,2,3,7,3,3,4,11,7,2,33
47,MARION,ATTORNEY GENERAL,REP,"Pryor, Bill",5588,146,82,113,435,116,246,167,800,673,631,301,108,22,77,175,83,45,84,152,133,51,948
47,MARION,ATTORNEY GENERAL,WI,WRITE-IN,20,0,1,1,0,0,0,0,3,1,1,3,0,0,2,0,0,0,0,1,0,0,7
47,MARION,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",4747,175,64,105,313,133,262,133,629,576,524,272,77,29,63,164,55,29,92,145,138,48,721
47,MARION,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",225,5,3,7,22,8,14,3,36,26,24,15,1,1,2,6,3,1,5,8,3,3,29
47,MARION,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",4864,135,70,100,348,97,205,150,694,627,520,282,97,14,69,162,71,42,77,139,111,38,816
