Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
,,,,,Total Number of Votes,ABSENTEE VOTERS,ANTIOCH FIRE STATION,BASHI - METHODIST CHURCH,CHOCTAW BLUFF FIRE STATION,COFFEEVILLE HIGH SCHOOL GYM,GOOD HOPE AME CHRCH GAINSTOWN,GOSPORT FIRE STATION,GROVE HILL - COURTHOUSE,GROVE HILL-CITY HALL,GROVE HILL-NATIONAL GUARD,HELLWESTERN FIRE STATION,HOPEWELL CHURCH - CHILTON,JACKSON CITY HALL,JACKSON-FIRE STATION NO_2,JACKSON-NATIONAL GUARD ARMORY,JACKSON-SKIPPERS FIRE STATION,MORNING STAR BAPTIST CHURCH,MORVIN CAMP MORVIN,NETTLESBORO FIRE STATION,OLD FULTON SCHOOL,OVERSTREET GROCERY,SALITPA-ALABAMA SANDBLASTING,SALTWORKS VOTING HOUSE-CARLTON,SPRINGFIELD UNITED METHODIST,TALLAHATTA SPR_-COMM_ HOUSE,THOMASVILLE FIRE STATION,THOMASVILLE FIRE STATION .2,THOMASVILLE-NATIONAL GUARD,WHATLEY - GARRICKS STORE,WINN & ZIMCO-FIRE STATION
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CLARKE,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,8939,173,227,64,200,457,258,148,364,388,220,199,86,851,437,533,493,135,126,117,482,252,133,116,198,86,546,388,921,160,181
13,CLARKE,GOVERNOR,DEM,"Siegelman, Don",4245,57,97,23,151,213,220,125,137,101,163,38,14,546,125,169,192,110,102,49,183,156,79,78,19,10,183,87,594,91,133
13,CLARKE,GOVERNOR,LIB,"Sophocleus, John P.",67,0,4,0,1,2,3,2,2,0,4,1,1,6,6,2,8,0,0,1,3,3,3,0,3,0,4,2,3,1,2
13,CLARKE,GOVERNOR,REP,"Riley, Bob",4563,116,122,40,48,241,34,21,224,284,51,159,71,294,299,358,284,25,24,67,293,92,51,38,174,76,349,296,321,67,44
13,CLARKE,GOVERNOR,WI,WRITE-IN,20,0,1,1,0,1,0,0,1,2,0,1,0,4,0,0,1,0,0,0,1,0,0,0,1,0,4,0,1,1,0
13,CLARKE,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",4244,60,102,22,153,221,204,126,139,111,161,55,9,555,139,163,202,109,88,52,181,158,81,88,21,6,175,74,551,106,132
13,CLARKE,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",54,0,1,0,1,2,7,3,1,1,2,1,1,9,3,0,4,0,1,0,1,1,0,0,3,0,1,2,4,1,4
13,CLARKE,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",4458,112,118,42,44,225,34,16,220,264,53,138,72,278,285,362,272,20,33,64,283,89,50,27,169,79,359,309,349,51,41
