Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,,,Total Number of Votes,ABSENTEE VOTERS,BASIN,BLUFF SPRINGS,CHESTNUT GROVE,COOL SPRINGS,DAMASCUS,DANLEYS CROSS ROADS,EANON,ELBA MULBERRY HEIGHTS,ELBA RESERVE ARMORY,ENTERPRISE CIVIC CENTER,ENTERPRISE RECREATION CENTER 1,ENTERPRISE RECREATION CENTER 2,ENTERPRISE YMCA 1,ENTERPRISE YMCA 2,FAIRVIEW,FRESCO,GOODMAN,HERITAGE CHURCH - ENTERPRISE,HOLLEYS STORE,INO COMMUNITY,JOHNS CHAPEL AME CHURCH 1,JOHNS CHAPEL AME CHURCH 2,KINSTON,LEE COMMUNITY,MOUNT PLEASANT,NATIONAL GUARD ARMORY - ELBA,NEW BROCKTON FARM CENTER,NEW BROCKTON NATIONAL GUARD,NEWBIA,PERRYS STORE,PINE LEVEL,PLEASANT RIDGE,VICTORIA,WISE MILL CHURCH,WISE MILL SCHOOL VOTING HOUSE,ZION CHAPEL
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,COFFEE,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,13056,339,124,47,94,317,365,126,200,211,574,715,1510,633,679,1214,43,278,274,618,44,128,914,0,223,144,441,774,394,285,62,144,114,343,217,75,88,305
16,COFFEE,GOVERNOR,DEM,"Siegelman, Don",5839,137,61,28,26,111,147,80,55,198,320,320,494,202,234,435,12,143,100,266,24,39,703,0,112,66,145,445,128,178,30,56,74,129,118,24,49,150
16,COFFEE,GOVERNOR,LIB,"Sophocleus, John P.",211,7,3,1,5,1,5,2,8,4,9,12,20,7,7,21,0,4,5,11,2,5,7,0,3,1,10,7,9,2,5,2,3,8,3,1,3,8
16,COFFEE,GOVERNOR,REP,"Riley, Bob",6846,191,57,18,61,203,204,41,135,8,227,377,976,419,438,747,31,128,167,339,17,83,198,0,104,47,286,314,254,104,27,85,37,203,94,50,33,143
16,COFFEE,GOVERNOR,WI,WRITE-IN,24,0,0,0,1,0,2,0,1,0,0,2,6,2,0,3,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
16,COFFEE,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",6943,171,71,37,45,134,189,88,76,193,374,355,642,265,277,526,19,173,148,282,33,64,716,0,127,78,203,486,177,200,42,77,77,172,122,44,62,198
16,COFFEE,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",221,5,4,0,5,6,4,1,7,7,6,16,17,9,13,19,0,2,4,15,0,4,21,0,1,0,4,15,10,2,5,2,2,5,4,0,1,5
16,COFFEE,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",5633,157,47,8,41,166,165,33,113,10,165,335,834,354,382,655,24,99,117,314,10,57,158,0,90,32,225,252,202,81,14,59,32,163,87,31,22,99
16,COFFEE,LIEUTENANT GOVERNOR,WI,WRITE-IN,31,1,0,0,0,1,2,0,1,0,2,2,4,1,4,2,0,1,0,0,0,1,5,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0
16,COFFEE,UNITED STATES SENATOR,DEM,"Parker, Susan",3664,117,41,17,22,50,84,59,36,174,188,178,246,99,118,280,13,104,65,149,14,34,563,0,56,36,66,236,72,145,23,41,40,82,72,18,40,86
