Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
,,,,,Total Number of Votes,ABSENTEE VOTERS,BELGREEN,CHUCKIE MULLINS CENTER,COLLEGE AVENUE ELEMENTARY,COURTHOUSE,FRANKFORT,HALLTOWN,HODGES,JONESBORO,LAWLERS,MT. STAR HILLS,NEWBURG,PHIL CAMPBELL,PLEASANT SITE,RED BAY #1,RED BAY #2,ROCKWOOD,RUSSELLVILLE ELECTRIC WRHS,RUSSELLVILLE HIGH SCHOOL,SPRUCE PINE,ST. CROSS ROAD,THARPTOWN,TRAPPTOWN-E. FRANKLIN JR. HIGH,UNION,VINA COMMUNITY CENTER,WACO CHURCH OF CHRIST,CHALLENGED
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,FRANKLIN,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,8642,169,430,311,443,365,120,309,199,273,269,235,130,680,97,863,0,317,533,825,394,165,304,415,304,273,219,0
30,FRANKLIN,GOVERNOR,DEM,"Siegelman, Don",4688,88,234,277,280,203,57,115,96,137,135,125,100,431,44,388,0,194,319,421,213,82,147,210,138,126,128,0
30,FRANKLIN,GOVERNOR,LIB,"Sophocleus, John P.",127,0,8,1,13,8,7,4,2,3,7,4,2,12,2,7,0,5,3,8,6,2,2,6,9,5,1,0
30,FRANKLIN,GOVERNOR,REP,"Riley, Bob",3708,80,177,29,135,148,54,186,99,127,124,105,27,230,51,458,0,115,207,385,170,80,151,192,152,139,87,0
30,FRANKLIN,GOVERNOR,WI,WRITE-IN,22,1,0,0,6,1,0,0,2,0,1,0,0,0,0,2,0,0,0,4,1,0,1,1,1,0,1,0
30,FRANKLIN,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",4893,96,260,266,274,218,68,121,98,143,130,126,94,430,51,410,0,199,330,440,225,92,167,228,154,139,134,0
30,FRANKLIN,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",105,0,5,4,15,4,3,3,1,2,2,3,1,13,1,5,0,7,4,6,5,0,2,8,3,3,5,0
30,FRANKLIN,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",3386,70,153,34,138,135,40,163,97,121,122,100,31,229,40,429,0,101,189,362,149,68,128,168,135,115,69,0
30,FRANKLIN,LIEUTENANT GOVERNOR,WI,WRITE-IN,24,1,1,0,0,3,0,3,0,0,1,0,1,1,1,3,0,0,2,1,1,0,2,0,0,1,2,0
30,FRANKLIN,UNITED STATES SENATOR,DEM,"Parker, Susan",3952,85,195,244,218,182,51,113,86,122,117,96,95,338,37,337,0,154,264,342,170,69,123,175,111,122,106,0
30,FRANKLIN,UNITED STATES SENATOR,LIB,"Allen, Jeff",102,3,4,2,12,4,3,5,2,3,5,4,3,7,0,10,0,6,5,6,5,0,1,2,4,3,3,0
30,FRANKLIN,UNITED STATES SENATOR,REP,"Sessions, Jeff",4422,79,221,59,201,170,62,179,110,145,143,127,30,321,56,500,0,153,261,466,214,93,177,230,179,145,101,0
30,FRANKLIN,UNITED STATES SENATOR,WI,WRITE-IN,16,0,0,0,0,1,0,1,0,0,0,2,0,1,0,3,0,1,0,0,1,0,1,2,2,0,1,0
30,FRANKLIN,ATTORNEY GENERAL,DEM,"Whigham, Boyd",3797,84,191,246,211,167,48,105,83,115,115,109,83,325,32,313,0,162,260,315,169,63,119,167,92,116,107,0
30,FRANKLIN,ATTORNEY GENERAL,LIB,"Myers, Wilson",170,1,8,6,13,6,6,5,3,5,5,7,1,19,3,22,0,3,12,12,12,1,4,4,3,6,3,0
30,FRANKLIN,ATTORNEY GENERAL,REP,"Pryor, Bill",4227,77,198,51,196,175,57,171,106,139,134,109,37,313,54,480,0,139,246,463,189,92,164,223,186,134,94,0
30,FRANKLIN,ATTORNEY GENERAL,WI,WRITE-IN,13,1,2,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,1,0
30,FRANKLIN,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",4153,83,204,259,236,182,59,112,88,124,121,111,88,369,33,354,0,176,277,370,175,73,137,178,107,120,117,0
30,FRANKLIN,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",179,1,9,3,14,6,5,4,8,7,7,3,2,17,1,20,0,6,5,7,11,2,7,10,11,6,7,0
30,FRANKLIN,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",3762,79,184,38,163,152,46,158,92,123,121,110,31,257,51,440,0,121,228,408,179,77,145,196,162,125,76,0
30,FRANKLIN,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,6,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,FRANKLIN,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3932,85,192,253,218,177,53,106,86,120,112,96,79,361,34,347,0,166,258,317,172,68,123,180,101,121,107,0
30,FRANKLIN,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",3908,73,189,46,183,157,53,168,100,126,113,121,38,271,48,443,0,132,236,442,176,82,154,183,156,130,88,0
30,FRANKLIN,COURT OF CIVIL APPEALS,WI,WRITE-IN,17,0,1,0,1,1,0,0,0,2,0,1,0,0,0,5,0,0,1,2,1,0,0,0,1,0,1,0
30,FRANKLIN,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3851,83,191,251,211,170,47,104,87,119,104,98,82,342,37,354,0,154,253,319,170,67,125,171,92,112,108,0
