Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
,,,,,Reported Number of Votes,ABSENTEE VOTERS,ALBERTA OLD ELEMENTARY SCHOOL,ALLENTON GW WATTS ELEMENTARY,ARLINGTON COMMUNITY CENTER,BOYKIN NUTRITION CENTER,BRIDGEPORT NATIONAL GUARD,CALEDONIA EM JONES,CLIFTON,COY PUBLIC SCHOOL HOUSE,FURMAN BARLOW STORE,GRAMPIN HILLS NATIONAL GUARD,LOWER PEACHTREE COMMUNITY CNTR,MAGNOLIA PEBBLE HOLY CROSS,NATIONAL GUARD ARMORY CAMDEN,OLD CANTON BEND SCHOOL,MILLER'S FERRY RIVERVIEW BAPTIST,PINE APPLE FIRE STATION,PINE HILL CITY HALL,PINE HILL MIDDLE SCHOOL,PRAIRIE BLUFF-CATHERINE-STORE,SEDAN PORTABLE BUILDING,SHADY ACRES,SNOW HILL ST_ PAUL AME CHURCH,SOUTHEAST CAMDEN CRTHS ANNEX,SUNNY SOUTH COUNTY ROAD 1,VOL_ BLDG_ - ANNEMANIE,WESTGATE PARK,YELLOW BLUFF CITY HALL
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,WILCOX,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,4601,240,244,109,186,165,97,70,28,179,109,16,161,312,84,351,125,153,455,131,161,86,215,98,307,115,129,103,172
66,WILCOX,GOVERNOR,DEM,"Siegelman, Don",3284,197,238,85,111,160,39,58,26,140,93,6,155,282,97,112,27,58,204,122,127,54,154,90,192,78,125,102,152
66,WILCOX,GOVERNOR,LIB,"Sophocleus, John P.",22,0,0,0,2,0,0,2,0,0,1,0,1,0,5,0,0,4,0,0,3,0,0,0,0,3,0,1,0
66,WILCOX,GOVERNOR,REP,"Riley, Bob",1302,52,6,22,70,5,58,10,2,33,15,10,2,28,244,13,57,87,251,9,39,34,61,6,134,35,3,0,16
66,WILCOX,GOVERNOR,WI,WRITE-IN,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,,0,0,1
66,WILCOX,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",3306,200,219,91,114,157,44,61,26,125,90,10,150,276,128,110,34,64,211,110,125,53,153,91,215,76,124,96,153
66,WILCOX,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",33,1,6,0,2,1,0,1,0,1,1,0,0,1,2,0,0,2,4,4,3,0,0,1,0,1,0,2,0
66,WILCOX,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",1179,47,10,16,65,6,52,7,2,28,17,6,2,29,219,12,49,85,234,10,36,31,54,4,108,34,3,2,11
66,WILCOX,LIEUTENANT GOVERNOR,WI,WRITE-IN,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
66,WILCOX,UNITED STATES SENATOR,DEM,"Parker, Susan",2928,180,213,83,101,151,36,52,26,103,88,7,143,268,44,97,16,60,180,108,107,46,125,84,183,74,124,83,146
66,WILCOX,UNITED STATES SENATOR,LIB,"Allen, Jeff",38,0,1,0,4,0,0,0,0,2,0,0,2,2,4,2,1,4,9,1,2,0,1,0,1,0,0,2,0
66,WILCOX,UNITED STATES SENATOR,REP,"Sessions, Jeff",1572,68,26,25,76,13,61,16,2,55,19,9,7,39,300,23,67,88,260,19,53,41,82,13,138,35,3,14,20
66,WILCOX,UNITED STATES SENATOR,WI,WRITE-IN,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66,WILCOX,ATTORNEY GENERAL,DEM,"Whigham, Boyd",2869,183,201,84,101,149,31,51,26,107,89,5,144,254,59,98,17,59,162,103,103,46,125,81,175,72,123,82,139
66,WILCOX,ATTORNEY GENERAL,LIB,"Myers, Wilson",78,2,6,0,4,1,1,1,0,4,1,0,1,7,4,2,3,3,9,3,6,0,2,0,4,2,0,9,3
66,WILCOX,ATTORNEY GENERAL,REP,"Pryor, Bill",1502,63,23,24,76,11,64,14,2,35,16,11,5,42,280,22,63,86,273,11,46,34,77,14,142,35,3,8,22
66,WILCOX,ATTORNEY GENERAL,WI,WRITE-IN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66,WILCOX,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",3059,196,218,87,107,150,39,53,26,112,92,7,145,270,87,100,18,60,177,110,111,55,130,83,194,74,123,91,144
66,WILCOX,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",45,0,0,0,1,2,1,2,0,2,1,0,0,4,3,2,0,2,10,1,6,0,1,1,4,0,0,2,0
66,WILCOX,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",1290,50,8,20,71,8,56,11,2,29,12,7,3,27,250,17,61,81,250,10,38,27,63,10,121,34,3,4,17
66,WILCOX,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,WILCOX,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",2878,192,202,85,100,152,32,52,26,103,89,4,142,262,60,101,13,51,160,103,106,44,121,84,170,73,123,88,140
66,WILCOX,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",1441,54,23,22,76,9,62,10,2,40,16,11,8,38,263,18,63,87,258,15,49,34,67,10,140,34,4,8,20
