Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
,,,,,Total Number of Votes,Absentee,AL Industrial Devel. Training,AL State University,AL Technacenter,Alcazar Shrine Temple,Aldersgate UMC,AUM,Bell Rd. YMCA,Bellingrath Comm. Ctr.,Beulah Baptist Church,Bryant Missionary Bapt.,Capitol Heights Comm. Ctr.,Carver High Sch.,Catoma Elem. Sch.,Chesser Comm. Ctr. ,Chisholm Comm. Ctr.,Cleveland Ave. YMCA,Cloverdale Comm. Ctr.,Coliseum Blvd. Pub. Library,Eastdale Bapt. Ch.,Fire Station No. 14,First Southern Bapt. Ch.,Fitzpatrick Elem. Sch.,Flowers Elem. Sch.,Franklin Boys & Girls Club,Georgia Washington Jr. Hi. Sch.,Goodwyn Comm. Ctr.,Hamner Hall Fire Station,Wm. Harrison Elem. Sch.,Hayneville Rd. Comm. Ctr.,Highland Ave. Elem. Sch.,Highland Gardens Comm. Ctr.,Houston Hill Comm. Ctr.,Hunter Station Comm. Center,King Hill Comm. Ctr.,Lagoon Park Fire Station,McIntyre Comm. Ctr.,Montgomery Boys Club,Museum of Fine Arts,Newtown Comm. Ctr.,No. Montgomery Comm. Ctr.,Peter Crump Sch.,Peterson Elem.,Pike Rd. Public Library,Pintlala Vol. Fire Dept.,Ramer Public Library,Seth Johnson Elem. Sch.,Snowdoun Women's Club,So. Montgomery Co. Vol. Fire/Dublin,So. Montgomery Co. Vol. Fire/Pine Lev.,Southeast YMCA,Southlawn Elem. Sch.,Strata Church of Christ,Union Academy Bapt. Ch.,Union Chapel AME Zion Ch.,Vaughn Forest Bapt. Church,Vaughn Pk. Ch. Of Christ,Wares Ferry Rd. Elem. Sch.,Challenged
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,MONTGOMERY,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
51,MONTGOMERY,STATE AUDITOR,REP,"Chapman, Beth",30181,1302,183,101,1154,442,660,1117,1659,18,63,348,626,14,383,97,251,74,1891,1411,686,117,147,537,1650,18,533,2153,43,32,40,232,431,16,85,233,1559,17,44,1044,47,126,125,25,580,506,170,255,160,152,161,1631,68,99,36,69,1703,2199,653,5
51,MONTGOMERY,STATE AUDITOR,WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,MONTGOMERY,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",33908,736,1748,1017,484,289,941,499,679,444,1849,1124,332,701,229,62,309,798,888,475,582,958,103,1252,602,504,676,705,253,409,501,204,280,443,223,356,653,676,200,716,393,1229,1115,170,306,330,159,1135,126,114,97,732,1426,81,59,279,441,1076,727,13
51,MONTGOMERY,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",1036,30,27,19,18,20,30,24,34,2,15,29,25,3,18,2,20,9,55,32,29,6,6,22,56,4,16,36,8,4,3,25,18,8,4,20,31,11,9,38,6,16,20,3,13,8,2,17,0,6,4,50,15,3,2,7,27,55,16,0
51,MONTGOMERY,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",28815,1298,172,106,1120,415,655,1096,1613,18,72,344,540,16,319,93,227,71,1952,1298,653,119,123,529,1444,17,505,2044,48,27,40,183,387,13,80,225,1447,24,42,967,41,111,121,27,560,443,145,219,143,126,152,1607,67,89,32,63,1698,2222,603,4
51,MONTGOMERY,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,MONTGOMERY,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",34736,765,1721,1012,492,337,980,512,690,450,1897,1171,333,723,255,67,319,790,888,477,542,951,104,1297,671,517,724,757,262,414,514,214,322,454,205,352,690,701,221,757,390,1284,1139,181,306,328,141,1161,112,122,110,723,1479,78,66,305,461,1038,751,13
51,MONTGOMERY,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",1371,41,31,34,27,22,39,37,51,4,17,45,43,4,17,3,22,13,90,50,44,9,3,34,69,2,20,65,8,4,6,23,22,6,5,21,37,12,5,49,8,25,18,1,25,15,4,19,2,6,4,47,10,6,2,4,42,75,22,2
51,MONTGOMERY,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",29114,1316,191,102,1134,378,647,1084,1617,19,60,344,555,13,299,90,224,74,1956,1344,660,118,129,508,1469,15,491,2074,45,23,34,203,380,13,90,226,1451,16,38,989,42,118,134,22,554,479,166,238,145,128,145,1709,72,87,31,62,1678,2287,594,4
51,MONTGOMERY,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MONTGOMERY,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",28530,569,1640,968,352,256,796,349,445,413,1786,1025,207,688,143,41,229,773,705,240,444,892,63,1119,293,485,625,410,241,390,454,150,185,439,189,316,389,673,170,553,366,1182,1032,153,215,234,91,1010,70,74,72,526,1375,61,52,262,283,778,578,11
51,MONTGOMERY,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",1437,44,45,33,33,18,45,29,49,6,24,38,36,8,14,2,19,8,75,43,37,16,5,49,59,6,22,62,11,9,5,22,27,10,5,20,40,20,7,41,6,19,35,4,26,25,8,35,1,5,3,60,21,3,3,6,40,65,28,2
51,MONTGOMERY,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",35361,1495,287,156,1278,477,825,1288,1883,44,139,477,676,36,444,115,337,93,2202,1625,823,157,167,660,1847,35,563,2479,60,47,63,273,528,20,121,274,1768,37,71,1219,72,207,204,37,655,560,221,341,204,172,182,1927,125,109,42,83,1861,2515,750,5
51,MONTGOMERY,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MONTGOMERY,"US HOUSE, CONGRESSIONAL DISTRICT 2",DEM,"Woods, Charles",13487,285,1546,54,0,253,756,0,83,0,0,1035,166,0,142,0,241,0,615,200,0,879,6,0,271,477,712,363,235,0,481,0,177,0,192,290,341,719,183,541,363,1183,0,165,291,0,0,0,0,0,0,470,0,0,49,256,0,728,456,5
51,MONTGOMERY,"US HOUSE, CONGRESSIONAL DISTRICT 2",LIB,"Shackelford, Floyd",690,15,36,5,0,12,26,0,2,0,0,23,22,0,22,0,15,0,66,40,0,11,0,0,44,4,13,52,7,0,5,0,25,0,5,19,35,9,8,25,3,23,0,1,12,0,0,0,0,0,0,54,0,0,1,8,0,58,18,0
51,MONTGOMERY,"US HOUSE, CONGRESSIONAL DISTRICT 2",REP,"Everett, Terry",23738,1054,346,21,0,524,890,0,194,0,0,497,660,0,455,0,326,0,2310,1689,0,169,45,0,1973,32,526,2513,59,0,64,0,531,0,122,287,1896,25,72,1261,76,191,0,42,612,0,0,0,0,0,0,2050,0,0,41,98,0,2687,558,5
51,MONTGOMERY,"US HOUSE, CONGRESSIONAL DISTRICT 2",WI,WRITE-IN,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MONTGOMERY,"US HOUSE, CONGRESSIONAL DISTRICT 3",DEM,"Turnham, Joe",16364,308,0,969,460,0,0,512,496,456,1906,0,43,728,0,53,0,809,0,0,528,20,66,1239,0,0,0,0,0,407,0,184,0,464,0,17,0,0,0,0,0,0,1120,0,0,261,108,1088,89,78,83,0,1461,62,0,0,448,0,168,11
51,MONTGOMERY,"US HOUSE, CONGRESSIONAL DISTRICT 3",LIB,"Crispin, George",331,8,0,22,18,0,0,21,22,3,18,0,3,4,0,1,0,8,0,0,21,1,1,25,0,0,0,0,0,5,0,17,0,5,0,0,0,0,0,0,0,0,19,0,0,8,5,15,1,4,4,0,12,1,0,0,22,0,3,0
51,MONTGOMERY,"US HOUSE, CONGRESSIONAL DISTRICT 3",REP,Rogers. Mike,12037,512,0,89,1238,0,0,1168,1633,21,84,0,67,16,0,111,0,86,0,0,794,16,115,627,0,0,0,0,0,40,0,254,0,12,0,8,0,0,0,0,0,0,158,0,0,557,216,308,195,171,177,0,87,106,0,0,1809,0,197,2
51,MONTGOMERY,"US HOUSE, CONGRESSIONAL DISTRICT 3",WI,WRITE-IN,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,MONTGOMERY,"STATE SENATE, DISTRICT 25",DEM,"Cox, Hobson",7018,222,0,53,322,257,0,322,270,0,0,0,152,0,0,0,102,0,576,217,484,0,0,20,265,0,173,417,0,0,0,145,159,0,0,0,356,0,0,541,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0,268,768,425,4
51,MONTGOMERY,"STATE SENATE, DISTRICT 25",LIB,"Hayden, Mark",718,22,0,2,28,15,0,31,32,0,0,0,26,0,0,0,19,0,54,37,30,0,0,1,76,0,6,47,0,0,0,21,27,0,0,0,45,0,0,25,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,38,55,16,0
51,MONTGOMERY,"STATE SENATE, DISTRICT 25",REP,"Dixon, Larry",26809,1232,0,20,1337,523,0,1337,1485,0,0,0,575,0,0,0,218,0,1973,1650,802,0,0,21,1857,0,333,2448,0,0,0,282,521,0,0,0,1822,0,0,1261,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,0,0,1940,2637,531,4
51,MONTGOMERY,"STATE SENATE, DISTRICT 25",WI,WRITE-IN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MONTGOMERY,"STATE SENATE, DISTRICT 26",DEM,"Ross, Quinton T.",23587,374,1731,1012,0,0,934,0,201,446,1912,1185,55,733,183,53,149,825,93,0,0,969,77,1255,0,531,499,0,261,420,521,0,21,469,219,352,0,711,208,0,401,1292,1130,172,278,270,133,1124,95,98,86,0,1464,66,58,290,0,0,218,13
51,MONTGOMERY,"STATE SENATE, DISTRICT 26",REP,"Love, Beverly Ray",9113,310,355,115,0,0,765,0,397,58,186,452,124,57,430,92,79,126,306,0,0,179,161,607,0,32,243,0,68,53,61,0,8,30,110,263,0,82,57,0,67,205,218,46,610,534,186,330,175,152,171,0,170,105,40,105,0,0,192,1
51,MONTGOMERY,"STATE SENATE, DISTRICT 26",WI,WRITE-IN,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 73",REP,"Grimes, David",9918,477,0,0,0,0,871,0,1829,0,0,0,0,0,0,0,0,0,991,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,1855,0,0,0,0,0,2418,0,2
52,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 73",WI,WRITE-IN,22,7,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
52,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 74",DEM,"Ott, Ruth Mitchell",3667,124,0,0,0,312,0,0,0,0,0,0,285,0,0,0,287,0,0,403,0,0,0,0,562,0,0,687,0,0,0,0,252,0,0,215,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
52,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 74",REP,"Love, Jay, Jr.",9712,348,0,0,0,467,0,0,0,0,0,0,657,0,0,0,285,0,0,1536,0,0,0,0,1746,0,0,2307,0,0,0,0,478,0,0,168,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 74",WI,WRITE-IN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 75",REP,"Brewbaker, Dick L.",6103,287,0,0,1288,0,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,604,1
53,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 75",WI,WRITE-IN,6,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 76",DEM,"McClammy, Thad",7367,84,1712,0,0,0,0,0,0,461,692,0,0,0,0,36,0,0,0,0,0,0,0,688,0,0,680,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,1114,0,237,0,87,1036,91,81,81,0,44,0,0,0,0,0,0,6
54,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 76",LIB,"McCoy, Horace",449,4,131,0,0,0,0,0,0,19,21,0,0,0,0,4,0,0,0,0,0,0,0,34,0,0,21,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,88,0,27,0,6,62,4,8,3,0,5,0,0,0,0,0,0,0
54,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 76",REP,"Grant, Tanner",3035,100,177,0,0,0,0,0,0,15,27,0,0,0,0,111,0,0,0,0,0,0,0,342,0,0,531,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,128,0,580,0,223,243,171,179,176,0,21,0,0,0,0,0,0,1
55,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 76",WI,WRITE-IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 77",DEM,"Knight, John",7920,177,0,1088,0,0,0,0,0,0,0,1276,0,0,0,0,0,856,866,0,0,0,0,0,0,0,0,0,278,0,0,251,0,484,0,167,0,0,0,0,412,1334,0,0,0,0,0,66,0,0,0,0,0,0,67,320,0,0,269,9
55,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 77",WI,WRITE-IN,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 78",DEM,"Holmes, Alvin",7839,104,0,0,0,0,0,0,0,0,1242,0,0,758,194,0,0,0,0,0,0,1016,95,0,0,535,0,0,0,178,525,0,0,0,205,0,0,763,222,0,0,0,0,196,0,281,0,0,0,0,0,0,1458,64,0,0,0,0,0,3
56,MONTGOMERY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 78",WI,WRITE-IN,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,MONTGOMERY,"CIRCUIT COURT, DISTRICT 15, PLACE #4",DEM,"Price, Charles",41607,1065,1879,1090,758,425,1176,741,1094,475,1957,1281,448,741,277,70,350,852,1429,680,766,1018,124,1447,882,526,848,1142,273,431,531,262,371,469,240,412,967,750,222,985,410,1330,1217,194,423,366,160,1200,128,132,135,1145,1509,80,66,321,884,1550,888,15
57,MONTGOMERY,"CIRCUIT COURT, DISTRICT 15, PLACE #4",WI,WRITE-IN,24,6,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
57,MONTGOMERY,"CIRCUIT COURT, DISTRICT 15, PLACE #6",DEM,"Reese, Gene",41332,1065,1833,1076,775,428,1174,763,1100,452,1901,1255,465,718,274,71,359,819,1456,714,778,986,120,1425,906,514,832,1162,272,417,505,272,378,462,230,401,999,694,222,1009,409,1276,1183,185,431,360,162,1181,138,125,129,1150,1462,82,63,304,900,1589,906,15
57,MONTGOMERY,"CIRCUIT COURT, DISTRICT 15, PLACE #6",WI,WRITE-IN,19,6,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
58,MONTGOMERY,"CIRCUIT COURT, DISTRICT 15, PLACE #9",DEM,"Hardwick, Johnny",32928,646,1850,1053,386,309,951,440,559,466,1939,1213,282,752,199,55,270,830,843,300,562,976,80,1286,393,541,695,524,276,407,535,192,239,471,220,350,513,752,210,628,392,1309,1191,184,267,271,120,1151,83,100,86,633,1511,65,62,309,359,936,691,15
58,MONTGOMERY,"CIRCUIT COURT, DISTRICT 15, PLACE #9",REP,"James, Randy",32777,1454,190,117,1242,456,743,1215,1754,22,84,377,627,17,382,93,274,86,2114,1511,742,126,152,602,1769,18,531,2365,48,29,39,232,469,14,104,254,1664,16,57,1167,57,157,141,26,615,521,191,262,171,153,167,1875,80,105,33,69,1844,2470,679,5
58,MONTGOMERY,"CIRCUIT COURT, DISTRICT 15, PLACE #9",WI,WRITE-IN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,MONTGOMERY,"DISTRICT COURT, MONTGOMERY CO., PLACE #1",DEM,"Bright, Lynn Clardy",40932,1071,1818,1057,744,406,1158,770,1085,457,1898,1223,455,719,270,69,358,812,1461,701,737,993,117,1413,864,512,828,1177,268,424,510,273,365,454,222,404,998,723,211,967,410,1262,1170,184,429,360,152,1180,137,120,129,1165,1434,81,59,305,916,1553,879,15
59,MONTGOMERY,"DISTRICT COURT, MONTGOMERY CO., PLACE #1",WI,WRITE-IN,16,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
51,MONTGOMERY,STATEWIDE AMENDMENT #1,,YES,38181,1612,1257,763,1070,470,1045,1031,1441,243,989,893,508,442,307,88,302,477,1799,980,790,593,122,1090,1122,311,733,1605,136,198,311,252,318,245,159,290,1325,332,111,1113,245,771,847,97,487,428,154,815,144,128,131,1541,842,64,37,181,1409,2126,857,4
51,MONTGOMERY,STATEWIDE AMENDMENT #1,,NO,11836,326,188,86,356,162,273,353,524,52,113,250,234,49,155,32,125,76,655,484,255,98,61,279,600,26,225,754,40,42,41,92,185,44,62,102,532,52,16,365,29,144,124,14,228,186,84,164,57,54,64,554,107,48,29,58,488,758,280,2
51,MONTGOMERY,STATEWIDE AMENDMENT #2,,YES,23387,889,1098,675,450,248,661,534,686,221,903,652,270,402,172,40,211,393,784,413,463,513,72,851,486,278,466,668,109,177,294,149,194,245,120,168,535,301,85,596,212,675,719,85,261,231,82,672,61,83,66,640,745,31,33,160,643,970,543,3
51,MONTGOMERY,STATEWIDE AMENDMENT #2,,NO,24884,933,307,163,948,369,620,788,1167,60,167,446,448,90,288,69,204,141,1598,963,555,165,108,490,1144,37,445,1597,66,59,55,176,301,43,91,202,1221,72,39,883,53,225,234,23,427,364,137,288,124,91,124,1340,172,72,30,78,1185,1837,560,2
51,MONTGOMERY,STATEWIDE AMENDMENT #3,,YES,33635,1157,1084,636,913,401,843,875,1264,230,898,739,452,395,309,80,273,406,1610,912,695,528,121,989,1028,258,637,1463,124,173,282,226,314,230,133,260,1132,297,98,974,232,689,716,86,471,430,156,716,143,139,144,1379,737,81,37,159,1268,1900,710,3
51,MONTGOMERY,STATEWIDE AMENDMENT #3,,NO,13650,536,307,187,452,199,372,421,586,54,182,337,249,76,152,31,135,105,697,461,303,121,62,346,572,48,273,761,48,62,62,109,172,53,73,112,577,71,26,477,30,199,215,22,221,174,60,230,50,41,49,536,163,28,27,66,531,779,359,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,*** Note:,County Did Not Report Total Ballots Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
