Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
,,,,,Total Number of Votes,Absentee,1-1 Brick,1-2 Hatton School,2-1 Calvery,2-2 Tuscumbia Utilities Bldg.,2-3 Tuscumbia Multi-purpose Center,2-4 Hope Haven,2-5 Thompson School,3-1 Barton First Baptist Church,4-1 Cherokee Lion Den,4-2 Cherokee City Hall,6-1 Margerum Methodist Church,7-1 Rock Creek Booth,8-1 HWY 247 Fire Dept.,9-1 New Bethel Fire Dept.,10-1 LaGrange Fire Department,11-1 Leighton Civic Center,11-2 Leighton Fire Station,12-1 Littleville City Hall,13-1 Locust Shores Fire Station,14-1 Spring Valley Fire Dept.,14-2 County Highway Dept.,14-3 Listerhill Credit Union,15-1 Harris Store,16-1 Sheffield Board of Education,16-3 Sheffield Fire Station,16-4 Sheffield Michael Center,16-5 Sheffield Recreation Center,16-6 Sheffield Fire Station Mont. Ave,16-7 Park Terrace Cumberland,17-1 First Southern Baptist Ch.,17-2 Muscle Shoals - Fire Station,17-3 Muscle Shoals - South Gate,17-4 Muscle Shoals - Webster Sch.,17-5 Muscle Shoals First Baptist Ch.,18-1 Colbert Heights School
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,COLBERT,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
17,COLBERT,GOVERNOR,DEM,"Siegelman, Don",9783,184,434,414,191,531,436,312,129,280,255,146,78,25,40,187,157,286,227,275,267,176,209,142,26,164,382,357,352,103,368,422,435,495,313,589,396
17,COLBERT,GOVERNOR,LIB,"Sophocleus, John P.",248,5,13,6,5,8,14,5,4,2,2,5,2,2,1,9,7,8,2,2,6,8,5,0,3,10,12,3,10,5,11,7,10,13,8,16,19
17,COLBERT,GOVERNOR,REP,"Riley, Bob",7069,168,393,156,122,173,328,283,126,137,140,86,74,34,49,170,147,160,40,260,226,112,279,10,50,122,170,7,314,55,366,536,423,360,215,470,308
17,COLBERT,GOVERNOR,WI,WRITE-IN,36,1,2,1,0,0,2,4,1,1,0,0,0,0,0,2,0,0,1,2,0,0,1,0,1,0,1,0,2,0,1,0,0,5,2,4,2
17,COLBERT,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",10154,187,439,419,203,542,432,332,138,288,277,155,89,27,52,196,172,299,236,300,274,183,228,142,29,166,376,360,336,115,383,463,460,535,321,601,399
17,COLBERT,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",246,6,12,10,5,6,13,5,2,3,5,2,2,1,1,7,2,5,3,4,9,8,3,0,4,12,16,1,11,5,9,11,11,16,7,15,14
17,COLBERT,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",6592,164,376,146,109,157,325,260,119,122,112,76,62,30,37,163,136,145,31,231,213,96,255,9,43,119,168,4,324,43,350,482,393,320,206,467,309
