Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,,,,Total Number of Votes,ABSENTEE VOTERS,CANE CREEK-GAP OF MT_ FIRE,CLANTON FACILITY BLDG_,COLLINS CHAPEL-FIRE STATION,COURTHOUSE-CLANTON,ENTERPRISE-FIRE STATION,FAIRVIEW-FIRE STATION,ISABELLA-FIRE STATION,JEMISON FIRE DEPARTMENT,LIBRARY-CLANTON,MAPLESVILLE-NEW FIRE STATION,MARS HILL-W CHILTON FIRE,PROVIDENCE-E CHILTON FIRE,PROVIDENCE-N CHILTON FIRE,SOUTH CHILTON FIRE STATION,THORSBY TOWN HALL,UNION GROVE-FIRE STATION,VERBENA-FIRE STATION,VETERANS CLUB-CLANTON
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,
11,CHILTON,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,13811,515,505,1403,284,830,702,470,449,1339,953,534,565,706,457,536,885,808,778,1092
11,CHILTON,GOVERNOR,DEM,"Siegelman, Don",5679,284,226,472,99,287,235,149,186,628,311,299,245,282,171,154,330,312,318,691
11,CHILTON,GOVERNOR,LIB,"Sophocleus, John P.",197,5,5,20,4,11,11,3,7,26,12,1,11,19,9,2,17,17,13,4
11,CHILTON,GOVERNOR,REP,"Riley, Bob",7787,220,267,895,177,520,452,313,248,675,619,228,307,399,274,370,524,468,443,388
11,CHILTON,GOVERNOR,WI,WRITE-IN,35,2,2,1,0,4,3,2,2,4,2,0,2,2,2,1,2,2,0,2
11,CHILTON,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",5353,280,207,448,100,305,258,135,183,580,274,292,206,250,131,141,281,287,319,676
11,CHILTON,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",170,2,6,20,1,6,8,7,5,20,10,6,12,12,6,6,11,7,16,9
11,CHILTON,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",8079,222,280,919,179,507,429,322,255,717,655,225,340,435,311,379,578,500,436,390
11,CHILTON,LIEUTENANT GOVERNOR,WI,WRITE-IN,28,1,1,1,2,2,2,0,1,1,2,1,0,1,3,1,2,3,1,3
11,CHILTON,UNITED STATES SENATOR,DEM,"Parker, Susan",4074,259,148,299,66,217,165,99,137,487,180,242,162,185,85,93,197,224,226,603
11,CHILTON,UNITED STATES SENATOR,LIB,"Allen, Jeff",225,4,19,2,2,15,9,7,5,21,11,5,9,18,7,2,21,15,23,12
11,CHILTON,UNITED STATES SENATOR,REP,"Sessions, Jeff",9278,242,320,1067,213,586,521,360,299,809,742,272,380,487,356,436,650,556,520,462
11,CHILTON,UNITED STATES SENATOR,WI,WRITE-IN,29,0,2,1,0,1,0,1,0,1,4,2,1,6,1,1,2,1,1,4
11,CHILTON,ATTORNEY GENERAL,DEM,"Whigham, Boyd",3771,230,132,272,57,177,145,95,139,477,146,238,161,169,77,103,175,183,230,565
11,CHILTON,ATTORNEY GENERAL,LIB,"Myers, Wilson",272,5,3,26,7,17,16,7,10,21,11,9,19,24,12,7,17,19,24,18
11,CHILTON,ATTORNEY GENERAL,REP,"Pryor, Bill",9275,263,327,1066,213,599,515,357,288,796,755,262,366,497,353,409,664,567,500,478
11,CHILTON,ATTORNEY GENERAL,WI,WRITE-IN,21,0,0,2,0,5,0,1,0,0,0,2,1,0,0,0,1,3,4,2
11,CHILTON,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",5039,272,167,403,87,264,215,138,157,567,261,267,210,242,133,126,289,287,301,653
11,CHILTON,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",277,4,10,29,2,23,14,7,8,17,18,5,18,33,11,6,22,16,23,11
11,CHILTON,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",7883,216,277,911,184,498,447,307,260,691,634,232,317,410,290,388,540,470,427,384
11,CHILTON,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,16,1,1,1,0,6,0,2,0,1,0,0,0,0,0,1,0,1,0,2
11,CHILTON,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",4134,253,125,278,68,212,182,103,140,490,169,250,171,204,92,113,209,223,253,599
11,CHILTON,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",8538,226,303,1010,191,541,462,331,279,755,672,238,355,464,325,387,604,503,467,425
11,CHILTON,COURT OF CIVIL APPEALS,WI,WRITE-IN,25,0,1,1,0,2,1,1,1,1,1,2,0,1,0,2,5,1,1,4
11,CHILTON,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",4119,257,136,285,72,221,169,103,131,475,178,248,173,175,99,104,214,223,245,611
