Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
11,CHILTON,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",697,9,30,69,15,46,40,28,12,58,61,21,28,52,23,21,43,54,40,47
11,CHILTON,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",7754,211,265,912,170,490,433,300,275,686,591,215,328,432,296,369,548,444,434,355
11,CHILTON,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,20,0,1,2,0,2,0,2,1,2,1,1,0,3,1,0,1,0,0,3
11,CHILTON,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",4584,262,149,346,84,236,197,135,152,507,207,268,196,224,109,127,251,253,265,616
11,CHILTON,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",7785,216,273,904,163,505,432,286,264,696,597,219,320,432,293,362,537,461,444,381
11,CHILTON,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,24,0,3,3,0,2,0,1,1,2,2,1,0,3,0,0,2,1,1,2
11,CHILTON,SECRETARY OF STATE,DEM,"Worley, Nancy L.",5179,284,178,430,90,269,238,142,161,570,267,295,213,240,125,140,294,280,300,663
11,CHILTON,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",239,4,16,18,4,14,6,8,5,32,10,5,13,23,10,8,18,12,20,13
11,CHILTON,SECRETARY OF STATE,REP,"Thomas, Dave",7394,194,249,848,171,492,414,285,253,644,584,199,303,411,283,354,504,443,409,354
11,CHILTON,SECRETARY OF STATE,WI,WRITE-IN,21,1,1,1,0,0,0,0,0,2,2,1,1,0,2,0,4,0,4,2
11,CHILTON,STATE TREASURER,DEM,"Black, Stephen Foster",5156,269,181,433,102,261,207,146,172,581,274,275,210,256,117,142,287,286,300,657
11,CHILTON,STATE TREASURER,LIB,"Garland,Gabe",327,2,17,26,5,25,14,8,9,38,24,9,14,24,16,11,19,27,22,17
11,CHILTON,STATE TREASURER,REP,"Ivey, Kay",7521,218,255,866,163,497,430,290,247,649,580,216,311,398,295,359,526,434,420,367
11,CHILTON,STATE TREASURER,WI,WRITE-IN,17,2,1,0,1,0,2,1,1,1,2,0,0,2,0,0,2,0,0,2
11,CHILTON,STATE AUDITOR,DEM,"Gibson, Carolyn",4760,273,168,359,88,247,199,126,164,545,219,283,196,224,114,133,253,248,269,652
11,CHILTON,STATE AUDITOR,LIB,"Reeves, Franklin",497,8,20,62,15,28,23,15,12,40,30,11,22,39,16,14,40,42,28,32
11,CHILTON,STATE AUDITOR,REP,"Chapman, Beth",7410,198,252,861,156,484,414,291,248,645,600,198,311,403,287,356,514,433,425,334
11,CHILTON,STATE AUDITOR,WI,WRITE-IN,27,2,0,1,0,4,4,0,0,0,2,1,1,2,0,1,3,1,3,2
11,CHILTON,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",5898,287,201,499,122,292,257,172,183,659,320,299,264,284,147,209,331,344,331,697
11,CHILTON,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",286,6,12,16,6,18,13,7,9,30,24,8,11,35,12,2,25,18,16,18
11,CHILTON,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",6569,191,228,774,140,458,383,260,231,547,504,187,254,350,260,293,453,371,387,298
11,CHILTON,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,17,0,0,1,0,0,0,1,1,1,2,0,0,3,1,2,1,1,0,3
11,CHILTON,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",6231,313,221,569,129,342,290,186,197,658,390,317,238,274,165,200,345,333,329,735
11,CHILTON,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",339,8,13,40,6,26,17,11,8,25,22,5,18,30,15,13,21,20,23,18
11,CHILTON,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",6382,172,215,711,128,407,356,248,217,564,460,179,281,248,375,298,453,398,387,285
11,CHILTON,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,14,0,0,1,0,0,1,0,1,3,0,0,1,0,0,0,2,1,1,3
11,CHILTON,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",3861,250,129,289,66,188,186,89,131,457,158,234,151,71,178,102,184,192,217,589
11,CHILTON,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",315,11,11,30,7,27,20,6,4,26,20,9,14,13,29,3,26,23,23,13
11,CHILTON,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",8904,231,325,1005,199,565,469,355,288,779,711,263,375,343,474,413,615,535,509,450
11,CHILTON,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,35,1,1,2,0,0,1,0,0,4,4,2,1,3,1,0,7,2,0,6
11,CHILTON,"US HOUSE, DISTRICT 6",LIB,"McAllister, J. Holden",1713,72,63,144,21,126,85,65,67,197,81,105,67,1,39,60,96,101,110,216
11,CHILTON,"US HOUSE, DISTRICT 6",REP,"Bachus, Spencer",9794,256,351,1126,227,616,540,354,308,897,761,278,416,556,374,418,687,598,516,515
11,CHILTON,"US HOUSE, DISTRICT 6",WI,WRITE-IN,43,2,0,2,1,5,1,1,1,4,2,2,2,5,1,2,4,2,1,5
11,CHILTON,"STATE SENATE, DISTRICT 14",REP,"Erwin, Henry E. ""Hank"", Jr.",9547,268,344,1070,215,612,524,354,312,854,704,294,398,557,351,408,647,558,538,539
11,CHILTON,"STATE SENATE, DISTRICT 14",WI,WRITE-IN,143,3,3,13,2,9,4,9,2,19,7,3,6,14,10,6,8,7,5,13
11,CHILTON,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 42",DEM,"Martin, James M. ""Jimmy""",8000,352,279,851,161,504,347,264,257,754,541,396,317,328,252,304,451,406,414,822
11,CHILTON,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 42",REP,"Caton, Allen",5575,148,219,530,117,311,346,202,186,567,399,125,240,358,200,224,409,386,354,254
11,CHILTON,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 42",WI,WRITE-IN,11,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,3,0,0,2
11,CHILTON,STATEWIDE AMENDMENT #1,,YES,8323,311,273,854,194,504,402,273,299,789,559,346,323,488,287,311,564,453,484,609
11,CHILTON,STATEWIDE AMENDMENT #1,,NO,3251,119,143,338,52,189,202,123,81,314,227,79,157,156,97,129,200,235,182,228
11,CHILTON,STATEWIDE AMENDMENT #2,,YES,4603,192,125,411,96,262,216,149,168,509,280,222,177,282,136,145,311,216,250,456
11,CHILTON,STATEWIDE AMENDMENT #2,,NO,6450,226,273,715,140,402,360,223,195,557,454,188,283,336,228,268,409,439,390,364
11,CHILTON,STATEWIDE AMENDMENT #3,,YES,6832,255,215,684,161,399,367,250,260,637,441,287,252,395,233,265,428,368,399,536
11,CHILTON,STATEWIDE AMENDMENT #3,,NO,4181,156,184,434,66,259,205,149,106,411,291,117,206,219,125,164,295,285,239,270
11,CHILTON,LOCAL AMENDMENT #1,,YES,7435,311,221,741,169,440,358,242,252,748,496,297,299,463,252,242,478,410,435,581
11,CHILTON,LOCAL AMENDMENT #1,,NO,4348,148,200,476,80,276,246,163,121,387,296,133,204,180,144,198,295,291,231,279
