Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
,,,,,Total Number of Votes,ABSENTEE VOTERS,ASPEL,BISHOP SWAFFORDS STORE,BRIDGEPORT #1,BRIDGEPORT #2,BRYANT,COLLINS,CROW,DEANS CHAPEL,DUTTON,FACKLER,FLAT ROCK,GARTH,GROSS SPRINGS <CHRISTIAN HOME>,HAMBRICK,HIGDON <SAND MTN HIGH SCHOOL>,HOLLY SPRINGS BAPTIST CHURCH,HOLLYTREE,HOLLYWOOD,HYTOP,LANGSTON,LARKINSVILLE,LIMROCK,LONG ISLAND,MACEDONIA,MINK CREEK,PAINT ROCK,PISGAH,PLEASANT GROVES FIRE HALL,PRINCETON,ROSALIE,SCOTTSBORO NATIONAL GUARD #1,SCOTTSBORO NATIONAL GUARD #2,SCOTTSBORO NATIONAL GUARD #3,SECTION,SKYLINE,STEVENSON #1,STEVENSON #2,TRENTON FIRE HALL,TUPELO,WININGER,WOODVILLE CITY HALL
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,JACKSON,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,12584,349,106,43,339,356,419,42,79,218,611,220,223,80,126,16,332,52,78,434,95,65,167,115,57,418,197,151,558,114,51,432,1678,816,1213,523,390,212,553,38,168,124,326
36,JACKSON,GOVERNOR,DEM,"Siegelman, Don",7007,191,52,31,220,225,163,14,41,121,361,110,105,49,82,9,194,23,37,262,67,32,103,80,24,264,117,85,351,64,41,267,856,423,597,326,190,149,343,19,73,56,190
36,JACKSON,GOVERNOR,LIB,"Sophocleus, John P.",224,2,3,0,4,5,7,2,1,4,9,2,2,0,3,0,2,5,5,10,3,1,2,3,0,5,2,1,10,3,0,6,28,11,31,14,14,2,4,0,1,3,14
36,JACKSON,GOVERNOR,REP,"Riley, Bob",5216,150,44,12,115,124,246,25,34,91,237,106,116,31,40,7,134,24,34,157,24,31,62,26,32,147,77,64,193,37,7,153,777,374,577,178,180,58,199,19,93,63,118
36,JACKSON,GOVERNOR,WI,WRITE-IN,28,1,1,0,0,2,3,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,3,3,3,1,1,0,0,0,0,0,1
36,JACKSON,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",7251,198,63,31,219,234,160,19,37,125,341,122,108,51,84,9,210,20,48,290,58,34,105,83,27,250,114,83,360,72,37,282,887,446,647,354,190,152,353,23,72,59,194
36,JACKSON,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",219,3,2,0,4,9,10,1,3,4,11,3,7,1,1,0,3,5,4,7,2,0,3,4,1,6,3,4,7,2,0,8,24,14,27,8,6,2,8,0,4,1,7
36,JACKSON,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",4847,141,37,12,111,108,230,19,35,86,244,92,103,25,39,7,104,25,22,126,31,30,57,25,28,144,80,64,185,35,10,134,743,346,526,153,185,49,178,13,87,62,116
36,JACKSON,LIEUTENANT GOVERNOR,WI,WRITE-IN,28,1,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,5,1,3,0,3,0,2,0,1,0,1
36,JACKSON,UNITED STATES SENATOR,DEM,"Parker, Susan",5772,131,39,33,186,205,138,15,35,102,279,94,88,47,73,8,179,18,33,245,50,27,78,76,22,190,96,62,315,39,39,231,666,331,471,262,155,135,311,17,61,49,141
36,JACKSON,UNITED STATES SENATOR,LIB,"Allen, Jeff",236,1,3,0,12,7,18,0,1,3,12,1,4,0,2,0,3,4,6,6,4,1,5,5,1,6,4,3,15,3,0,10,20,9,20,12,7,3,10,1,6,1,7
36,JACKSON,UNITED STATES SENATOR,REP,"Sessions, Jeff",6319,209,60,10,132,138,253,26,42,109,309,118,123,31,50,8,134,26,37,175,36,34,81,31,33,206,98,86,221,63,10,180,963,464,705,241,223,71,218,20,99,73,173
36,JACKSON,UNITED STATES SENATOR,WI,WRITE-IN,26,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,5,1,1,1,0,0,2,0,1,0,0
36,JACKSON,ATTORNEY GENERAL,DEM,"Whigham, Boyd",5742,146,40,30,196,204,144,16,35,95,286,98,89,42,72,9,184,18,38,234,45,23,87,69,22,195,93,60,313,36,32,257,656,317,447,270,139,125,301,20,61,50,148
36,JACKSON,ATTORNEY GENERAL,LIB,"Myers, Wilson",310,7,3,2,10,12,13,1,2,4,18,6,7,0,5,0,4,2,3,16,3,0,4,7,1,9,3,5,11,1,1,11,33,21,30,11,6,8,11,0,8,0,11
36,JACKSON,ATTORNEY GENERAL,REP,"Pryor, Bill",5926,187,51,11,114,125,235,23,39,110,282,108,113,35,45,7,117,27,28,167,36,38,68,29,32,183,93,82,220,61,12,143,931,446,679,219,223,63,217,15,92,67,153
36,JACKSON,ATTORNEY GENERAL,WI,WRITE-IN,21,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,4,1,0,0,2,0,0,0,0
36,JACKSON,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",6179,162,42,29,202,215,150,18,43,111,314,101,99,47,73,8,187,19,40,253,59,23,90,70,22,219,99,64,320,45,33,255,718,364,480,296,155,130,325,18,69,48,164
36,JACKSON,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",310,6,2,1,10,7,17,1,1,5,18,6,7,2,6,0,5,4,7,13,2,0,2,5,0,8,4,15,10,0,3,9,32,13,35,13,8,4,9,1,5,2,12
36,JACKSON,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",5313,169,47,12,104,111,221,19,29,93,245,98,98,27,41,8,108,24,23,138,27,35,69,27,32,159,78,67,206,49,9,138,846,398,622,196,203,59,183,13,83,68,131
36,JACKSON,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,20,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,2,0,0,0,1
36,JACKSON,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",5953,161,43,29,196,206,144,17,35,108,294,104,98,45,75,9,178,16,41,259,48,23,89,66,22,212,93,68,312,38,35,247,693,331,472,287,152,129,309,18,60,44,147
36,JACKSON,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",5464,167,47,12,116,123,246,20,37,93,259,102,98,29,45,7,122,31,27,141,35,33,66,29,32,148,87,74,205,41,9,143,841,412,618,195,196,61,194,14,93,66,150
36,JACKSON,COURT OF CIVIL APPEALS,WI,WRITE-IN,17,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,0,0,2,0,0,0,0
36,JACKSON,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",5789,161,40,29,199,206,133,17,35,104,286,101,84,45,75,8,182,12,37,240,49,24,86,64,23,202,95,59,315,37,33,240,682,331,433,279,151,125,296,18,58,47,148
36,JACKSON,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",636,8,7,1,8,17,27,3,6,10,30,10,15,3,8,0,10,9,11,24,6,1,7,7,1,19,8,12,18,2,2,21,79,43,79,28,18,5,32,1,11,5,24
36,JACKSON,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",4842,157,37,10,99,109,226,18,28,86,226,89,92,26,35,8,108,26,20,128,27,31,59,26,29,132,74,69,169,38,8,119,755,374,556,166,177,57,175,13,82,58,120
36,JACKSON,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,20,0,0,0,1,0,2,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,1,0,1
36,JACKSON,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",6318,166,45,29,204,219,153,20,41,117,318,112,97,48,82,8,184,19,42,257,50,26,99,71,23,212,92,74,332,43,35,259,755,360,500,304,164,131,307,19,71,51,179
36,JACKSON,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",4803,159,38,11,99,103,226,17,26,80,218,91,91,26,36,8,108,28,26,136,29,31,52,22,27,127,85,63,170,32,8,117,742,377,553,161,175,56,187,14,80,57,111
36,JACKSON,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,25,0,0,0,1,1,3,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,3,1,2,2,0,0,1,0,0,0,1
36,JACKSON,SECRETARY OF STATE,DEM,"Worley, Nancy L.",6860,188,51,32,209,224,158,19,38,116,337,119,103,50,86,9,196,19,42,273,53,30,109,79,23,237,105,73,350,56,37,267,832,417,597,326,188,141,335,23,70,57,186
36,JACKSON,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",241,3,3,0,5,1,10,1,3,4,16,4,7,1,3,0,5,4,5,4,3,0,0,5,1,9,6,10,7,0,3,8,38,12,22,7,8,1,8,1,6,0,7
36,JACKSON,SECRETARY OF STATE,REP,"Thomas, Dave",4613,142,38,8,105,119,224,19,32,84,221,89,91,24,33,7,108,24,25,127,28,30,49,22,30,122,79,59,169,31,7,122,694,342,498,158,160,52,175,12,82,54,118
36,JACKSON,SECRETARY OF STATE,WI,WRITE-IN,14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,1,1,0,0,0,0,0,0
36,JACKSON,STATE TREASURER,DEM,"Black, Stephen Foster",6680,174,51,31,204,217,147,17,42,114,350,113,98,46,78,8,191,22,43,268,53,25,100,71,21,245,97,71,347,55,35,270,796,386,557,342,194,141,322,18,72,56,192
36,JACKSON,STATE TREASURER,LIB,"Garland,Gabe",309,3,5,1,10,11,14,1,1,4,22,8,9,3,4,0,5,4,5,9,5,2,2,4,1,10,3,9,15,1,4,8,36,17,33,11,3,2,12,1,2,3,6
36,JACKSON,STATE TREASURER,REP,"Ivey, Kay",4734,160,38,8,101,104,228,21,28,88,195,89,94,26,38,8,111,22,23,131,26,32,54,23,32,119,86,64,169,34,6,116,753,371,530,146,163,53,187,14,85,50,108
36,JACKSON,STATE TREASURER,WI,WRITE-IN,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
36,JACKSON,STATE AUDITOR,DEM,"Gibson, Carolyn",6327,169,50,31,208,220,144,17,42,115,316,112,101,45,79,8,187,20,40,267,50,25,96,71,24,219,100,67,332,39,34,260,749,365,498,299,169,134,315,18,68,52,172
