Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,,,,,Total Number of Votes,ABSENTEE VOTERS,ADRIANS STORE,AMERICAN LEGION BUILDING .1,AMERICAN LEGION BUILDING .2,BARRETTS CHAPEL FELLOWSHIP,BLANCHE CLUBHOUSE,BROOMTOWN FIRE DEPARTMENT,CEDAR BLUFF COMMUNITY CENTER,CURTIS VAUGHN STORE,DANIELS CHAPEL FELLOWSHIP HALL,ELLISVILLE CLUBHOUSE,FRIENDSHIP BAPTIST FELLOWSHIP,GAYLESVILLE CITY HALL,GOSHEN METHODIST CHURCH,LEESBURG CLUBHOUSE,LINDSEYS STORE,MAYS STORE,MCCORDS CROSSROADS FIRE HALL,MILL CREEK BAPTIST CHURCH,MT CALVARY BAPT_ CHURCH  PAPER,MT_ SPRINGS FELLOWSHIP HALL,MT_ WEISNER FIRE HALL,NEW HOPE METHODIST CHURCH,PLEASANT VALLEY BAPTIST .2,ROCK RUN CHURCH,SAND ROCK TOWN HALL,SCHOONHOVEN STORE PAPER,SLACKLAND CLUBHOUSE,SPRING CREEK FIRE HALL,SPRING GARDEN FIRE STATION,TUCKERS CHAPEL FIRE DEPARTMENT,WATSONS CHAPEL
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CHEROKEE,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,6079,163,123,667,988,68,105,96,600,136,81,94,70,125,117,527,93,186,159,42,0,65,119,182,100,72,375,0,79,257,237,74,79
10,CHEROKEE,GOVERNOR,DEM,"Siegelman, Don",3500,88,87,377,575,39,40,34,352,107,49,44,28,66,68,331,62,127,81,14,20,29,60,101,59,46,219,12,47,149,122,35,32
10,CHEROKEE,GOVERNOR,LIB,"Sophocleus, John P.",99,4,1,11,20,1,1,1,12,1,1,3,0,1,3,6,0,1,1,1,1,2,2,1,3,1,3,0,1,8,5,1,2
10,CHEROKEE,GOVERNOR,REP,"Riley, Bob",2489,70,32,271,387,28,64,59,231,28,30,44,39,58,44,188,31,58,76,27,19,34,55,80,38,23,147,15,31,93,108,37,44
10,CHEROKEE,GOVERNOR,WI,WRITE-IN,8,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
10,CHEROKEE,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",3532,91,82,390,599,39,44,36,351,106,46,47,30,59,67,321,65,137,82,13,17,23,59,102,56,45,214,12,55,147,130,38,29
10,CHEROKEE,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",127,3,1,14,19,0,4,2,21,1,1,2,0,2,2,12,2,2,3,1,0,1,5,4,2,3,6,0,1,5,4,2,2
10,CHEROKEE,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",2367,66,37,249,351,25,57,54,218,26,31,43,39,62,47,189,25,47,70,27,20,38,54,73,42,23,146,13,21,93,100,33,48
