Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,,,,Total Number of Votes,ABSENTEE VOTERS,BRANTLEY COMMUNITY CENTER,BUSHS GROCERY - BRANTLEY,CHAPEL HILL COMMUNITY CENTER,COUNTY COURTHOUSE,DANIELVILLE SCHOOL HOUSE,DOZIER CITY HALL,GLENWOOD CITY HALL,HARBIN FARM CENTER - LUVERNE,HIGHLAND HOME - NEW FIRE DEPT_,HONORAVILLE FIRE STATION,LILLERS STORE - BRANTLEY,PANOLA COMMUNITY CENTER,PATSBURG DEPOT BUILDING,PETREY COMMUNITY CENTER,PLEASANT HOME SCHOOL-RUTLEDGE,RUTLEDGE COMMUNITY CENTER,VIDETTE COMMUNITY CENTER,WEEDS STORE BRANTLEY
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,
21,CRENSHAW,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,4445,98,455,127,137,693,232,101,219,272,393,311,156,177,124,357,79,275,99,140
21,CRENSHAW,GOVERNOR,DEM,"Siegelman, Don",1931,32,210,64,49,228,63,57,82,226,151,96,57,72,34,288,46,109,15,52
21,CRENSHAW,GOVERNOR,LIB,"Sophocleus, John P.",82,5,4,3,8,4,6,2,5,3,5,9,3,6,2,4,0,8,2,3
21,CRENSHAW,GOVERNOR,REP,"Riley, Bob",2386,61,238,58,78,450,156,41,131,42,233,202,95,95,87,65,32,156,82,84
21,CRENSHAW,GOVERNOR,WI,WRITE-IN,10,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21,CRENSHAW,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",2562,41,256,74,76,354,125,55,106,236,204,145,87,97,52,312,63,163,47,69
21,CRENSHAW,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",58,3,7,3,2,4,3,4,3,4,4,4,0,5,5,1,1,3,0,2
21,CRENSHAW,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",1721,53,178,46,56,320,91,37,99,31,172,156,68,74,66,41,13,103,50,67
21,CRENSHAW,LIEUTENANT GOVERNOR,WI,WRITE-IN,10,0,2,0,0,3,0,1,0,0,0,0,0,1,0,1,0,1,0,1
21,CRENSHAW,UNITED STATES SENATOR,DEM,"Parker, Susan",1585,30,146,59,38,164,59,47,62,208,101,81,43,63,27,267,38,96,15,41
21,CRENSHAW,UNITED STATES SENATOR,LIB,"Allen, Jeff",49,2,10,4,3,3,1,2,3,0,4,5,2,4,0,0,1,4,0,1
21,CRENSHAW,UNITED STATES SENATOR,REP,"Sessions, Jeff",2722,66,289,62,94,511,160,48,142,64,277,219,107,110,97,88,38,171,83,96
21,CRENSHAW,UNITED STATES SENATOR,WI,WRITE-IN,8,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1
21,CRENSHAW,ATTORNEY GENERAL,DEM,"Whigham, Boyd",1458,22,132,53,30,154,60,54,52,200,93,52,31,56,22,257,38,96,18,38
21,CRENSHAW,ATTORNEY GENERAL,LIB,"Myers, Wilson",62,5,7,2,1,4,2,0,3,3,5,7,2,7,3,5,0,1,4,1
21,CRENSHAW,ATTORNEY GENERAL,REP,"Pryor, Bill",2720,70,295,68,101,513,148,40,142,62,270,234,116,110,96,83,33,171,73,95
21,CRENSHAW,ATTORNEY GENERAL,WI,WRITE-IN,11,0,0,0,0,3,0,2,1,0,1,0,0,0,0,2,0,1,0,1
21,CRENSHAW,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",1795,29,173,55,46,238,65,49,84,207,124,82,49,63,27,270,41,117,25,51
21,CRENSHAW,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",54,3,2,1,0,5,3,2,1,2,5,6,1,6,4,0,1,7,3,2
21,CRENSHAW,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",2277,62,239,67,82,405,134,38,111,51,225,196,94,95,87,77,30,138,67,79
21,CRENSHAW,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,5,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
21,CRENSHAW,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",1641,31,153,53,42,176,59,50,70,207,115,68,47,66,17,284,43,100,17,43
21,CRENSHAW,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",2257,57,247,63,70,444,120,38,114,48,213,193,93,93,95,58,23,141,69,78
21,CRENSHAW,COURT OF CIVIL APPEALS,WI,WRITE-IN,11,0,1,0,2,1,0,1,0,0,3,0,0,1,0,1,0,1,0,0
21,CRENSHAW,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",1546,32,148,53,31,170,47,49,64,210,97,66,41,56,25,259,40,102,15,41
21,CRENSHAW,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",215,4,26,2,8,21,19,3,10,5,20,16,14,17,11,10,2,11,8,8
21,CRENSHAW,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",2029,51,214,60,74,390,111,32,108,41,204,171,83,86,72,62,23,116,58,73
21,CRENSHAW,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,7,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,2,0,0
21,CRENSHAW,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",2110,37,194,62,54,277,108,59,84,220,172,102,60,85,44,289,47,128,33,55
21,CRENSHAW,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",1684,49,186,53,54,314,74,23,94,36,162,143,76,74,62,51,18,103,49,63
21,CRENSHAW,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,9,0,1,0,0,2,0,2,1,0,1,0,0,0,1,0,0,1,0,0
21,CRENSHAW,SECRETARY OF STATE,DEM,"Worley, Nancy L.",2215,43,216,73,57,280,109,60,89,231,177,118,69,79,46,286,53,137,30,62
21,CRENSHAW,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",61,3,4,2,1,8,1,1,4,3,2,8,0,7,4,4,1,3,4,1
21,CRENSHAW,SECRETARY OF STATE,REP,"Thomas, Dave",1758,45,191,48,61,344,87,28,102,25,174,147,74,75,63,54,17,108,55,60
21,CRENSHAW,SECRETARY OF STATE,WI,WRITE-IN,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
21,CRENSHAW,STATE TREASURER,DEM,"Black, Stephen Foster",1749,34,177,61,43,189,69,51,72,213,112,89,55,61,29,274,40,113,17,50
21,CRENSHAW,STATE TREASURER,LIB,"Garland,Gabe",82,4,9,3,2,7,2,1,3,1,7,6,2,7,2,6,1,8,6,5
21,CRENSHAW,STATE TREASURER,REP,"Ivey, Kay",2256,57,233,58,77,453,127,38,120,45,229,180,88,98,83,63,32,137,66,72
21,CRENSHAW,STATE TREASURER,WI,WRITE-IN,12,0,1,0,0,2,2,2,1,1,2,0,0,0,0,0,0,0,1,0
21,CRENSHAW,STATE AUDITOR,DEM,"Gibson, Carolyn",1964,37,195,68,40,263,79,60,91,217,118,88,60,63,34,278,42,126,39,66
21,CRENSHAW,STATE AUDITOR,LIB,"Reeves, Franklin",106,6,15,3,4,12,2,1,4,4,11,11,3,6,7,3,1,7,3,3
21,CRENSHAW,STATE AUDITOR,REP,"Chapman, Beth",1989,51,194,49,76,364,123,29,99,37,212,176,80,97,72,61,29,128,49,63
21,CRENSHAW,STATE AUDITOR,WI,WRITE-IN,6,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
21,CRENSHAW,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",2444,45,230,75,74,331,122,64,101,229,188,154,83,88,43,299,50,145,47,76
21,CRENSHAW,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",64,1,4,4,2,3,5,1,6,2,5,5,3,6,5,3,0,7,1,1
21,CRENSHAW,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",1505,45,169,42,50,290,68,27,79,28,152,119,58,69,63,39,16,99,42,50
21,CRENSHAW,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,10,0,0,0,0,3,1,1,0,0,0,1,1,0,0,0,1,0,2,0
21,CRENSHAW,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",2850,52,304,64,81,409,139,68,125,238,232,170,92,99,54,314,67,199,55,88
21,CRENSHAW,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",85,5,7,2,3,10,3,2,6,2,6,4,5,10,5,4,0,3,3,5
21,CRENSHAW,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",1289,40,128,58,42,243,65,28,68,26,131,110,51,59,57,30,7,67,37,42
21,CRENSHAW,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,6,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0
21,CRENSHAW,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",1354,19,130,47,24,143,41,47,48,201,76,60,28,57,10,254,37,83,13,36
21,CRENSHAW,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",73,4,10,1,4,9,2,0,2,2,6,4,0,6,4,8,2,4,2,3
21,CRENSHAW,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",2748,71,291,73,98,504,165,50,147,56,280,220,121,105,101,82,31,178,81,94
21,CRENSHAW,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,14,0,0,0,1,4,0,2,0,0,2,3,1,0,1,0,0,0,0,0
21,CRENSHAW,"US HOUSE, DISTRICT 2",DEM,"Woods, Charles",1292,22,128,53,26,104,39,49,49,192,77,60,25,47,14,245,38,80,9,35
21,CRENSHAW,"US HOUSE, DISTRICT 2",LIB,"Shackelford, Floyd",61,3,5,0,2,5,4,2,3,4,4,5,2,6,2,3,1,3,3,4
21,CRENSHAW,"US HOUSE, DISTRICT 2",REP,"Everett, Terry",2917,72,306,70,104,560,171,46,150,68,289,235,124,118,105,98,36,186,83,96
21,CRENSHAW,"US HOUSE, DISTRICT 2",WI,WRITE-IN,7,0,0,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0
21,CRENSHAW,"STATE SENATE, DISTRICT 30",DEM,"Mitchell, ""Walking"" Wendell",3425,69,365,101,92,540,146,79,162,246,271,216,116,127,87,324,72,239,66,107
21,CRENSHAW,"STATE SENATE, DISTRICT 30",WI,WRITE-IN,41,3,3,4,1,9,5,0,0,0,6,0,0,2,1,1,0,4,1,1
21,CRENSHAW,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 90",DEM,"Newton, Charles",3095,56,327,93,89,463,147,72,145,242,228,198,101,118,69,314,67,213,61,92
21,CRENSHAW,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 90",WI,WRITE-IN,26,2,2,2,0,4,2,0,1,0,6,0,0,2,0,0,0,3,2,0
21,CRENSHAW,STATEWIDE AMENDMENT #1,,YES,2497,58,246,86,78,437,104,42,115,200,167,150,72,95,67,248,33,170,63,66
21,CRENSHAW,STATEWIDE AMENDMENT #1,,NO,908,18,61,20,27,107,62,20,41,23,124,84,59,43,36,43,15,64,20,41
21,CRENSHAW,STATEWIDE AMENDMENT #2,,YES,1552,28,158,58,40,218,53,39,71,168,101,78,55,45,33,188,28,115,35,41
21,CRENSHAW,STATEWIDE AMENDMENT #2,,NO,1652,39,131,40,58,298,99,24,80,46,183,129,64,83,60,96,18,101,45,58
