Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,,,,Total Number of Votes,Absentee,Ashland National Guard 17,Ashland National Guard 18A,Ashland National Guard 18B,Ashland National Guard 21,Barfield Volunteer,Bluff Springs F.D.,Coleta Valley F.D.,Cragford F.D.,Delta Community Center,Highland/Coppermine FD,Highland/Coppermine FD 2,Hipine F.D.,Hollins Community Center,Idaho F.D.,Lineville Armory,Lineville National Guard 15,Lineville National Guard 20,Mellow Valley High 01,Mellow Valley High 02,Millerville F.D. 08,Millerville F.D. 22,Tri-Community F.D. 10,Tri-Community F.D. 23,Challenged
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CLAY,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,6066,292,790,214,112,296,491,337,113,221,207,143,207,112,241,226,401,351,410,66,246,137,193,136,124,0
14,CLAY,GOVERNOR,DEM,"Siegelman, Don",2094,96,233,48,32,165,178,107,27,64,79,53,64,20,109,65,117,103,243,22,73,26,70,49,51,0
14,CLAY,GOVERNOR,LIB,"Sophocleus, John P.",69,2,8,3,2,2,8,4,6,1,2,3,3,1,1,2,6,1,2,2,1,1,2,3,3,0
14,CLAY,GOVERNOR,REP,"Riley, Bob",3176,151,477,140,65,91,241,188,69,139,88,72,123,81,96,144,237,200,69,38,158,100,82,72,55,0
14,CLAY,GOVERNOR,WI,WRITE-IN,11,0,1,0,0,0,1,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
14,CLAY,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",2639,114,326,71,41,183,236,123,41,91,98,68,83,33,108,77,207,154,249,22,90,45,70,46,63,0
14,CLAY,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",79,2,7,3,1,1,8,10,2,6,5,2,4,1,2,4,3,2,1,2,2,3,3,3,2,0
14,CLAY,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",2473,114,366,107,53,68,178,157,59,98,63,57,98,64,86,130,148,145,55,34,134,75,69,72,43,0
14,CLAY,LIEUTENANT GOVERNOR,WI,WRITE-IN,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CLAY,UNITED STATES SENATOR,DEM,"Parker, Susan",1791,72,241,50,16,158,169,78,28,55,53,42,46,25,59,45,125,100,209,16,67,19,59,20,39,0
14,CLAY,UNITED STATES SENATOR,LIB,"Allen, Jeff",87,3,5,4,1,1,4,13,4,5,3,2,3,1,1,3,6,2,5,1,3,4,6,3,4,0
14,CLAY,UNITED STATES SENATOR,REP,"Sessions, Jeff",3329,159,454,131,84,95,246,197,70,138,108,83,137,73,139,164,225,198,85,43,157,103,81,98,61,0
14,CLAY,UNITED STATES SENATOR,WI,WRITE-IN,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
14,CLAY,ATTORNEY GENERAL,DEM,"Whigham, Boyd",1525,65,198,41,21,143,150,59,22,36,48,33,34,18,57,40,101,84,199,14,38,19,51,15,39,0
14,CLAY,ATTORNEY GENERAL,LIB,"Myers, Wilson",111,2,12,4,3,4,7,14,3,4,1,4,8,2,4,6,3,4,9,3,4,2,5,2,1,0
14,CLAY,ATTORNEY GENERAL,REP,"Pryor, Bill",3298,148,465,122,69,100,250,202,70,143,104,84,128,74,126,152,232,205,82,36,161,94,85,103,63,0
14,CLAY,ATTORNEY GENERAL,WI,WRITE-IN,7,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
14,CLAY,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",2080,85,259,59,32,161,197,99,29,67,73,46,62,31,85,56,139,121,226,14,68,26,61,37,47,0
14,CLAY,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",124,9,11,2,4,6,13,14,9,5,4,2,6,3,5,1,5,1,2,3,2,6,5,4,2,0
14,CLAY,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",2742,117,402,110,55,80,195,162,58,114,79,71,103,62,97,144,203,168,61,37,138,84,73,75,54,0
14,CLAY,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,CLAY,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",1747,79,213,42,16,151,170,77,26,47,57,41,37,28,60,45,129,98,209,14,59,26,48,27,48,0
14,CLAY,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",2925,122,427,114,67,84,213,164,66,120,94,76,127,62,114,149,199,175,75,38,137,83,79,86,54,0
14,CLAY,COURT OF CIVIL APPEALS,WI,WRITE-IN,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,CLAY,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",1711,70,218,37,23,155,174,71,26,46,64,37,33,23,58,42,117,104,210,13,58,17,48,27,40,0
