Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
14,CLAY,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",269,10,31,6,3,12,26,16,8,11,4,11,13,7,13,8,22,13,11,7,8,12,8,6,3,0
14,CLAY,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",2552,108,370,107,54,64,174,145,60,104,74,66,118,52,100,136,187,155,61,31,118,73,67,73,55,0
14,CLAY,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
14,CLAY,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",1898,83,233,54,23,161,186,78,25,45,67,46,44,28,70,52,131,122,228,17,56,25,56,30,38,0
14,CLAY,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",2563,100,388,95,58,68,176,156,67,115,74,68,113,54,94,135,184,143,52,34,115,77,62,75,60,0
14,CLAY,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,7,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
14,CLAY,SECRETARY OF STATE,DEM,"Worley, Nancy L.",2222,97,280,65,26,166,214,90,29,69,75,50,56,29,78,62,169,144,230,24,79,40,61,38,51,0
14,CLAY,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",108,2,13,4,4,1,10,9,5,3,3,1,3,4,3,4,10,3,6,3,1,6,5,4,1,0
14,CLAY,SECRETARY OF STATE,REP,"Thomas, Dave",2344,99,351,84,54,68,160,149,60,98,70,66,102,53,94,126,152,131,52,27,108,62,59,69,50,0
14,CLAY,SECRETARY OF STATE,WI,WRITE-IN,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
14,CLAY,STATE TREASURER,DEM,"Black, Stephen Foster",2339,110,305,76,40,180,213,109,39,67,73,62,58,32,68,65,146,140,235,20,87,47,59,49,59,0
14,CLAY,STATE TREASURER,LIB,"Garland,Gabe",129,7,17,2,3,3,10,11,5,5,2,1,3,6,5,7,11,3,6,3,5,3,4,5,2,0
14,CLAY,STATE TREASURER,REP,"Ivey, Kay",2361,92,325,87,47,62,171,143,53,106,76,60,107,54,103,129,178,138,50,32,112,64,71,60,41,0
14,CLAY,STATE TREASURER,WI,WRITE-IN,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
14,CLAY,STATE AUDITOR,DEM,"Gibson, Carolyn",2015,92,252,50,26,158,189,90,30,58,69,47,46,25,66,56,150,130,230,18,72,23,60,32,46,0
14,CLAY,STATE AUDITOR,LIB,"Reeves, Franklin",167,4,18,6,5,4,15,11,3,6,6,9,9,5,7,5,9,7,4,4,2,5,9,9,5,0
14,CLAY,STATE AUDITOR,REP,"Chapman, Beth",2455,100,367,95,54,70,175,142,60,102,69,61,107,57,101,133,169,136,54,31,123,78,59,64,48,0
14,CLAY,STATE AUDITOR,WI,WRITE-IN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,CLAY,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",2479,114,296,71,32,184,234,116,38,78,87,47,62,33,99,74,178,147,243,26,96,47,66,48,63,0
14,CLAY,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",144,3,23,5,3,2,14,9,4,9,5,4,5,8,6,5,13,2,4,5,6,3,4,2,0,0
14,CLAY,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",2088,86,315,78,51,52,140,128,50,90,56,67,94,48,74,114,138,136,39,22,99,58,56,59,38,0
14,CLAY,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
14,CLAY,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",2624,111,339,70,35,180,254,120,42,84,88,59,66,38,98,81,198,162,247,30,90,46,77,47,62,0
14,CLAY,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",157,5,22,5,4,7,14,14,8,3,5,4,7,5,4,4,9,2,6,3,9,6,3,6,2,0
14,CLAY,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",1993,94,289,86,48,52,129,118,45,83,54,59,90,44,85,110,131,114,40,18,99,55,57,56,37,0
14,CLAY,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
14,CLAY,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",1608,73,163,95,18,145,165,56,21,36,51,39,34,22,61,37,108,86,213,12,44,15,52,22,40,0
14,CLAY,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",124,6,11,4,3,3,7,14,3,5,5,4,7,3,4,6,10,6,5,4,3,4,2,3,2,0
14,CLAY,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",3088,130,471,127,73,89,222,190,72,142,96,79,133,70,120,158,218,91,76,41,158,91,90,91,60,0
14,CLAY,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CLAY,"US HOUSE, CONGRESSIONAL DISTRICT 3",DEM,"Turnham, Joe",1832,91,237,55,23,166,167,68,33,49,49,34,42,23,71,50,117,108,232,16,55,20,55,23,48,0
14,CLAY,"US HOUSE, CONGRESSIONAL DISTRICT 3",LIB,"Crispin, George",87,1,8,2,1,4,10,12,3,3,1,3,4,2,1,5,6,1,0,2,7,2,4,5,0,0
14,CLAY,"US HOUSE, CONGRESSIONAL DISTRICT 3",REP,Rogers. Mike,3291,143,463,126,73,85,245,214,65,150,116,87,140,74,121,153,233,189,70,43,164,99,86,94,58,0
14,CLAY,"US HOUSE, CONGRESSIONAL DISTRICT 3",WI,WRITE-IN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
14,CLAY,"STATE BOE, DISTRICT 2",DEM,"Williams, Charlotte Kirkland",2087,95,263,60,25,165,203,85,27,70,72,44,51,27,72,54,151,127,234,22,58,31,73,33,45,0
14,CLAY,"STATE BOE, DISTRICT 2",REP,"Peters, Betty",2422,96,347,85,55,65,157,154,63,94,68,74,106,55,95,136,175,136,47,29,123,71,64,75,52,0
14,CLAY,"STATE BOE, DISTRICT 2",WI,WRITE-IN,12,0,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0
14,CLAY,"STATE SENATE, DISTRICT 13",DEM,"Dial, Gerald",4134,192,548,126,61,218,349,211,71,157,147,95,137,68,153,159,291,267,288,50,168,91,113,82,92,0
14,CLAY,"STATE SENATE, DISTRICT 13",WI,WRITE-IN,122,4,22,4,6,3,13,7,6,6,4,6,3,3,3,9,5,3,2,1,3,1,2,5,1,0
14,CLAY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 37",DEM,"Laird, Gerald",3665,162,475,129,62,193,317,164,55,146,111,97,103,78,137,110,273,241,266,46,161,82,113,69,75,0
14,CLAY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 37",REP,"Creed, Wayne J.",1440,65,207,50,32,54,98,116,43,55,44,28,82,22,58,95,79,61,30,16,58,38,37,47,25,0
14,CLAY,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 37",WI,WRITE-IN,8,0,0,0,2,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
14,CLAY,STATEWIDE AMENDMENT #1,,YES,3353,141,463,112,54,156,276,156,72,107,112,82,117,53,140,120,247,219,237,36,122,72,116,73,70,0
14,CLAY,STATEWIDE AMENDMENT #1,,NO,1592,79,218,59,33,90,134,104,22,64,55,46,67,36,51,67,88,72,89,16,67,33,38,40,24,0
14,CLAY,STATEWIDE AMENDMENT #2,,YES,2127,94,258,59,37,120,147,116,42,89,68,48,54,32,110,66,133,129,194,19,84,43,84,54,47,0
14,CLAY,STATEWIDE AMENDMENT #2,,NO,2610,112,380,99,48,119,237,123,49,84,88,80,120,51,77,118,185,146,133,32,100,59,67,62,41,0
14,CLAY,STATEWIDE AMENDMENT #3,,YES,2663,128,341,92,53,117,183,146,55,88,94,77,93,35,117,110,169,179,195,28,107,50,78,64,64,0
14,CLAY,STATEWIDE AMENDMENT #3,,NO,2038,83,283,71,28,121,188,99,34,82,62,47,78,66,63,74,146,95,124,22,77,48,71,46,30,0
