Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,,,,,Total Number of Votes,ABSENTEE VOTERS,BENEVOLENT HALL CALHOUN CUTOFF,BETHEL CHURCH,OLD MASONIC HALL,FORT DEPOSIT NATL GUARD ARMORY,G_E_ COMMUNITY BUILDING,HAYNEVILLE COURTHOUSE,LETOHATCHEE OLD STORE,LOWNDESBORO TOWN HALL,MOSSESS TOWN HALL,NEW PLEASANT VALLEY CHURCH,SANDY RIDGE COMMUNITY HALL,WHITEHALL TOWN HALL,OLD STORE
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,
43,LOWNDES,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,5502,579,295,261,359,615,356,564,146,358,668,288,296,681,36
43,LOWNDES,GOVERNOR,DEM,"Siegelman, Don",4084,509,282,209,268,383,246,419,99,120,646,132,147,615,9
43,LOWNDES,GOVERNOR,LIB,"Sophocleus, John P.",40,1,0,2,0,5,7,4,0,8,1,3,2,4,3
43,LOWNDES,GOVERNOR,REP,"Riley, Bob",1347,62,14,54,88,220,100,133,46,228,21,151,149,57,24
43,LOWNDES,GOVERNOR,WI,WRITE-IN,9,0,1,0,1,1,2,1,0,1,0,1,0,1,0
43,LOWNDES,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",4047,507,262,197,250,406,259,417,98,156,569,150,181,584,11
43,LOWNDES,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",61,10,3,2,1,3,6,5,0,7,9,4,1,10,0
43,LOWNDES,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",1111,41,18,50,77,189,89,98,37,186,19,119,111,56,21
43,LOWNDES,LIEUTENANT GOVERNOR,WI,WRITE-IN,4,1,0,0,0,0,0,1,0,0,2,0,0,0,0
43,LOWNDES,UNITED STATES SENATOR,DEM,"Parker, Susan",3361,465,238,159,197,305,212,338,69,101,508,88,125,552,4
43,LOWNDES,UNITED STATES SENATOR,LIB,"Allen, Jeff",62,5,1,5,5,4,3,8,1,5,5,4,3,13,0
43,LOWNDES,UNITED STATES SENATOR,REP,"Sessions, Jeff",1740,90,38,80,117,278,132,165,58,249,72,184,162,90,25
43,LOWNDES,UNITED STATES SENATOR,WI,WRITE-IN,6,1,0,0,0,2,0,1,0,0,0,1,1,0,0
43,LOWNDES,ATTORNEY GENERAL,DEM,"Whigham, Boyd",3154,448,226,164,173,285,191,314,59,95,470,89,121,516,3
43,LOWNDES,ATTORNEY GENERAL,LIB,"Myers, Wilson",114,6,4,7,13,20,5,6,2,7,20,4,6,14,0
43,LOWNDES,ATTORNEY GENERAL,REP,"Pryor, Bill",1699,89,31,65,111,273,146,169,55,237,63,178,163,93,26
43,LOWNDES,ATTORNEY GENERAL,WI,WRITE-IN,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0
43,LOWNDES,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",3363,437,229,181,205,330,211,311,61,132,476,123,132,528,7
43,LOWNDES,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",67,7,0,3,3,9,6,8,2,5,8,4,0,12,0
43,LOWNDES,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",1387,83,24,52,80,230,101,164,42,199,36,138,151,66,21
43,LOWNDES,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
43,LOWNDES,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",3242,455,219,166,184,312,212,333,57,98,460,97,126,518,5
43,LOWNDES,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",1442,69,17,62,92,238,111,135,40,224,46,161,153,73,21
43,LOWNDES,COURT OF CIVIL APPEALS,WI,WRITE-IN,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0
43,LOWNDES,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",3124,448,218,165,179,295,200,325,53,82,443,90,115,507,4
43,LOWNDES,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",185,10,6,10,13,23,15,19,2,18,30,12,10,17,0
43,LOWNDES,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",1343,66,14,54,82,230,105,125,40,213,28,155,149,62,20
43,LOWNDES,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,7,0,0,1,0,0,1,1,1,0,2,0,0,0,1
43,LOWNDES,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",3455,462,222,184,209,322,225,360,71,120,460,123,162,524,11
43,LOWNDES,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",1157,61,12,44,63,208,97,97,30,188,35,132,113,60,17
43,LOWNDES,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,9,0,0,2,0,0,0,1,1,1,1,0,1,2,0
43,LOWNDES,SECRETARY OF STATE,DEM,"Worley, Nancy L.",3457,468,234,173,202,342,230,354,65,118,463,119,142,540,7
43,LOWNDES,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",66,2,1,6,2,7,5,11,2,7,6,6,3,8,0
43,LOWNDES,SECRETARY OF STATE,REP,"Thomas, Dave",1251,59,9,56,81,215,97,107,38,201,40,134,134,60,20
43,LOWNDES,SECRETARY OF STATE,WI,WRITE-IN,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0
43,LOWNDES,STATE TREASURER,DEM,"Black, Stephen Foster",3372,473,225,180,198,320,212,347,63,93,486,106,129,532,8
43,LOWNDES,STATE TREASURER,LIB,"Garland,Gabe",77,5,1,5,1,13,11,7,1,9,8,3,2,10,1
43,LOWNDES,STATE TREASURER,REP,"Ivey, Kay",1372,62,19,46,84,232,114,121,43,234,24,153,155,65,20
43,LOWNDES,STATE TREASURER,WI,WRITE-IN,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
43,LOWNDES,STATE AUDITOR,DEM,"Gibson, Carolyn",3366,473,226,170,194,343,208,347,57,99,466,99,142,535,7
43,LOWNDES,STATE AUDITOR,LIB,"Reeves, Franklin",111,8,1,13,6,13,7,10,2,11,14,5,4,17,0
43,LOWNDES,STATE AUDITOR,REP,"Chapman, Beth",1273,52,10,48,81,202,113,111,46,216,24,158,138,54,20
43,LOWNDES,STATE AUDITOR,WI,WRITE-IN,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,LOWNDES,COMMISSIONER OF AG. & INDUSTRIES,DEM,"Sparks, Ron",3546,479,228,184,213,355,226,353,70,140,458,134,148,549,9
43,LOWNDES,COMMISSIONER OF AG. & INDUSTRIES,LIB,"Hulcher, Maude G.",99,8,1,10,5,12,7,17,3,6,13,5,1,11,0
43,LOWNDES,COMMISSIONER OF AG. & INDUSTRIES,REP,"Alley, J. Lee",1090,49,7,36,60,185,93,95,36,189,29,122,127,42,20
43,LOWNDES,COMMISSIONER OF AG. & INDUSTRIES,WI,WRITE-IN,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,LOWNDES,"PUBLIC SERVICE COMMISSION, PLACE #1",DEM,"Cook, Jan",3626,479,237,186,214,372,247,359,73,139,468,128,161,552,11
43,LOWNDES,"PUBLIC SERVICE COMMISSION, PLACE #1",LIB,"Clark, Dick",90,7,0,8,2,10,10,8,3,11,10,6,4,11,0
43,LOWNDES,"PUBLIC SERVICE COMMISSION, PLACE #1",REP,"Martin, Charles B.",1114,55,8,42,72,185,80,109,33,182,27,132,120,51,18
43,LOWNDES,"PUBLIC SERVICE COMMISSION, PLACE #1",WI,WRITE-IN,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
43,LOWNDES,"PUBLIC SERVICE COMMISSION, PLACE #2",DEM,"Pierce, Greg",3092,453,218,160,169,293,197,323,56,79,438,94,116,494,2
43,LOWNDES,"PUBLIC SERVICE COMMISSION, PLACE #2",LIB,"Abernathy, Matthew B. ""Cardy""",94,6,3,5,7,6,11,9,2,12,11,4,1,17,0
43,LOWNDES,"PUBLIC SERVICE COMMISSION, PLACE #2",REP,"Wallace, George C., Jr.",1599,79,21,64,104,262,123,147,48,239,53,169,168,97,25
43,LOWNDES,"PUBLIC SERVICE COMMISSION, PLACE #2",WI,WRITE-IN,7,1,0,0,1,0,0,1,0,1,1,1,1,0,0
43,LOWNDES,"US HOUSE, CONGRESSIONAL DISTRICT 2",DEM,"Woods, Charles",3132,457,225,156,171,293,198,315,52,81,475,84,120,503,2
43,LOWNDES,"US HOUSE, CONGRESSIONAL DISTRICT 2",LIB,"Shackelford, Floyd",86,10,2,6,8,8,3,10,1,9,10,4,1,14,0
43,LOWNDES,"US HOUSE, CONGRESSIONAL DISTRICT 2",REP,"Everett, Terry",1713,81,34,69,111,267,136,159,61,255,62,182,166,104,26
43,LOWNDES,"US HOUSE, CONGRESSIONAL DISTRICT 2",WI,WRITE-IN,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0
43,LOWNDES,"STATE SENATE, DISTRICT 23",DEM,"Sanders, Hank",2957,356,215,194,240,327,0,365,0,96,592,0,0,572,0
43,LOWNDES,"STATE SENATE, DISTRICT 23",REP,"Motes, Richard",736,106,6,50,78,158,0,119,0,144,23,0,0,52,0
43,LOWNDES,"STATE SENATE, DISTRICT 23",WI,WRITE-IN,4,0,0,1,0,0,0,1,0,2,0,0,0,0,0
43,LOWNDES,"STATE SENATE, DISTRICT 30",DEM,"Mitchell, ""Walking"" Wendell",843,71,36,0,0,0,263,0,72,21,0,174,192,0,14
43,LOWNDES,"STATE SENATE, DISTRICT 30",WI,WRITE-IN,9,0,0,0,0,0,1,0,0,2,0,2,4,0,0
43,LOWNDES,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 69",DEM,"Thomas, James L.",3790,387,239,215,222,344,277,361,72,178,528,167,181,604,15
43,LOWNDES,"STATE HOUSE OF REPRESENTATIVES, DISTRICT 69",WI,WRITE-IN,30,0,2,1,3,7,0,2,0,3,1,5,5,1,0
43,LOWNDES,STATEWIDE AMENDMENT #1,,YES,3267,414,190,188,132,350,227,333,61,193,382,136,169,479,13
43,LOWNDES,STATEWIDE AMENDMENT #1,,NO,868,54,29,24,87,145,67,87,19,105,43,66,76,57,9
43,LOWNDES,STATEWIDE AMENDMENT #2,,YES,2546,373,176,152,103,247,147,264,29,88,353,75,103,431,5
43,LOWNDES,STATEWIDE AMENDMENT #2,,NO,1474,87,35,52,110,234,131,147,47,194,66,127,137,90,17
43,LOWNDES,STATEWIDE AMENDMENT #3,,YES,3086,363,188,168,130,365,189,318,56,175,361,147,167,445,14
43,LOWNDES,STATEWIDE AMENDMENT #3,,NO,875,82,24,34,85,107,74,83,17,111,55,56,71,70,6
43,LOWNDES,LOCAL AMENDMENT #1,,YES,2862,420,184,157,101,261,173,287,40,103,422,89,117,505,3
43,LOWNDES,LOCAL AMENDMENT #1,,NO,1424,69,33,72,117,239,116,140,45,204,44,122,131,73,19
