county,precinct,office,district,party,candidate,votes
Autauga,,President,,REP,Donald J. Trump,19838
Autauga,,President,,IND,Jo Jorgensen,350
Autauga,,President,,DEM,Joseph R. Biden,7503
Autauga,,President,,NON,Write-ins,79
Baldwin,,President,,REP,Donald J. Trump,83544
Baldwin,,President,,IND,Jo Jorgensen,1229
Baldwin,,President,,DEM,Joseph R. Biden,24578
Baldwin,,President,,NON,Write-ins,328
Barbour,,President,,REP,Donald J. Trump,5622
Barbour,,President,,IND,"Jo Jorgensen Jeremy ""Spike"" Cohen",68
Barbour,,President,,DEM,Joseph R. Biden,4816
Barbour,,President,,NON,Write-ins,12
Bibb,,President,,REP,Donald J. Trump,7525
Bibb,,President,,IND,Jo Jorgensen,74
Bibb,,President,,DEM,Joseph R. Biden,1986
Bibb,,President,,NON,Write-ins,10
Blount,,President,,REP,Donald J. Trump,24711
Blount,,President,,IND,Jo Jorgensen,209
Blount,,President,,DEM,Joseph R. Biden,2640
Blount,,President,,NON,Write-ins,28
Bullock,,President,,REP,Donald J. Trump,1146
Bullock,,President,,IND,Jo Jorgensen,19
Bullock,,President,,DEM,Joseph R. Biden,3446
Bullock,,President,,NON,Write-ins,2
Butler,,President,,REP,Donald J. Trump,5458
Butler,,President,,IND,Jo Jorgensen,59
Butler,,President,,DEM,Joseph R. Biden,3965
Butler,,President,,NON,Write-ins,6
Calhoun,,President,,REP,Donald J. Trump,35101
Calhoun,,President,,IND,Jo Jorgensen,553
Calhoun,,President,,DEM,Joseph R. Biden,15216
Calhoun,,President,,NON,Write-ins,113
Chambers,,President,,REP,Donald J. Trump,8753
Chambers,,President,,IND,Jo Jorgensen,141
Chambers,,President,,DEM,Joseph R. Biden,6365
Chambers,,President,,NON,Write-ins,25
Cherokee,,President,,REP,Donald J. Trump,10583
Cherokee,,President,,IND,Jo Jorgensen,82
Cherokee,,President,,DEM,Joseph R. Biden,1624
Cherokee,,President,,NON,Write-ins,12
Chilton,,President,,REP,Donald J. Trump,16085
Chilton,,President,,IND,Jo Jorgensen,123
Chilton,,President,,DEM,Joseph R. Biden,3073
Chilton,,President,,NON,Write-ins,29
Choctaw,,President,,REP,Donald J. Trump,4296
Choctaw,,President,,IND,Jo Jorgensen,38
Choctaw,,President,,DEM,Joseph R. Biden,3127
Choctaw,,President,,NON,Write-ins,3
Clarke,,President,,REP,Donald J. Trump,7324
Clarke,,President,,IND,Jo Jorgensen,49
Clarke,,President,,DEM,Joseph R. Biden,5755
Clarke,,President,,NON,Write-ins,7
Clay,,President,,REP,Donald J. Trump,5601
Clay,,President,,IND,Jo Jorgensen,53
Clay,,President,,DEM,Joseph R. Biden,1267
Clay,,President,,NON,Write-ins,9
