county,precinct,office,district,party,candidate,votes
Mobile,,President,,IND,Gary Johnson,3232
Mobile,,President,,DEM,Hillary Rodham Clinton,71001
Mobile,,President,,IND,Jill Stein,777
Monroe,,President,,REP,Donald J. Trump,5795
Monroe,,President,,IND,Gary Johnson,88
Monroe,,President,,DEM,Hillary Rodham Clinton,4332
Monroe,,President,,IND,Jill Stein,17
Monroe,,President,,NON,Write-ins,39
Montgomery,,President,,REP,Donald J. Trump,34003
Montgomery,,President,,IND,Gary Johnson,1486
Montgomery,,President,,DEM,Hillary Rodham Clinton,58916
Montgomery,,President,,IND,Jill Stein,490
Montgomery,,President,,NON,Write-ins,983
Morgan,,President,,REP,Donald J. Trump,37486
Morgan,,President,,IND,Gary Johnson,1168
Morgan,,President,,DEM,Hillary Rodham Clinton,11254
Morgan,,President,,IND,Jill Stein,218
Morgan,,President,,NON,Write-ins,518
Perry,,President,,REP,Donald J. Trump,1407
Perry,,President,,IND,Gary Johnson,23
Perry,,President,,DEM,Hillary Rodham Clinton,3824
Perry,,President,,IND,Jill Stein,6
Perry,,President,,NON,Write-ins,18
Pickens,,President,,REP,Donald J. Trump,5454
Pickens,,President,,IND,Gary Johnson,49
Pickens,,President,,DEM,Hillary Rodham Clinton,3972
Pickens,,President,,IND,Jill Stein,19
Pickens,,President,,NON,Write-ins,46
Pike,,President,,REP,Donald J. Trump,7693
Pike,,President,,IND,Gary Johnson,257
Pike,,President,,DEM,Hillary Rodham Clinton,5056
Pike,,President,,IND,Jill Stein,48
Pike,,President,,NON,Write-ins,114
Randolph,,President,,REP,Donald J. Trump,7697
Randolph,,President,,IND,Gary Johnson,124
Randolph,,President,,DEM,Hillary Rodham Clinton,2290
Randolph,,President,,IND,Jill Stein,19
Randolph,,President,,NON,Write-ins,48
Russell,,President,,REP,Donald J. Trump,9210
Russell,,President,,IND,Gary Johnson,281
Russell,,President,,DEM,Hillary Rodham Clinton,9577
Russell,,President,,IND,Jill Stein,68
Russell,,President,,NON,Write-ins,116
Shelby,,President,,REP,Donald J. Trump,72846
Shelby,,President,,IND,Gary Johnson,2956
Shelby,,President,,DEM,Hillary Rodham Clinton,22927
Shelby,,President,,IND,Jill Stein,479
Shelby,,President,,NON,Write-ins,1810
St Clair,,President,,REP,Donald J. Trump,31579
St Clair,,President,,IND,Gary Johnson,678
St Clair,,President,,DEM,Hillary Rodham Clinton,5550
St Clair,,President,,IND,Jill Stein,130
St Clair,,President,,NON,Write-ins,344
Sumter,,President,,REP,Donald J. Trump,1581
Sumter,,President,,IND,Gary Johnson,57
Sumter,,President,,DEM,Hillary Rodham Clinton,4746
Sumter,,President,,IND,Jill Stein,14
Sumter,,President,,NON,Write-ins,13
Talladega,,President,,REP,Donald J. Trump,20614
Talladega,,President,,IND,Gary Johnson,411
Talladega,,President,,DEM,Hillary Rodham Clinton,12121
Talladega,,President,,IND,Jill Stein,106
Talladega,,President,,NON,Write-ins,155
Tallapoosa,,President,,REP,Donald J. Trump,13594
Tallapoosa,,President,,IND,Gary Johnson,233
Tallapoosa,,President,,DEM,Hillary Rodham Clinton,5519
Tallapoosa,,President,,IND,Jill Stein,52
Tallapoosa,,President,,NON,Write-ins,88
Tuscaloosa,,President,,REP,Donald J. Trump,47723
Tuscaloosa,,President,,IND,Gary Johnson,1873
Tuscaloosa,,President,,DEM,Hillary Rodham Clinton,31762
Tuscaloosa,,President,,IND,Jill Stein,390
Tuscaloosa,,President,,NON,Write-ins,952
Walker,,President,,REP,Donald J. Trump,24266
Walker,,President,,IND,Gary Johnson,455
Walker,,President,,DEM,Hillary Rodham Clinton,4497
Walker,,President,,IND,Jill Stein,95
Walker,,President,,NON,Write-ins,159
Washington,,President,,REP,Donald J. Trump,6031
Washington,,President,,IND,Gary Johnson,73
Washington,,President,,DEM,Hillary Rodham Clinton,2366
Washington,,President,,IND,Jill Stein,22
Washington,,President,,NON,Write-ins,22
Wilcox,,President,,REP,Donald J. Trump,1737
Wilcox,,President,,IND,Gary Johnson,22
Wilcox,,President,,DEM,Hillary Rodham Clinton,4329
Wilcox,,President,,IND,Jill Stein,7
Wilcox,,President,,NON,Write-ins,13
Winston,,President,,REP,Donald J. Trump,9228
Winston,,President,,IND,Gary Johnson,131
Winston,,President,,DEM,Hillary Rodham Clinton,872
Winston,,President,,IND,Jill Stein,29
Winston,,President,,NON,Write-ins,53
